,prediction,observed_value,classifier,name_short,matrix,polarity,fold
15,0.049178638,False,pytorch_NN,Palmitic acid,CMBT,negative,6
0,0.99929774,True,pytorch_NN,Pantothenic acid,CMBT,negative,7
1,0.0009439313,True,pytorch_NN,Phosphoenolpyruvic acid,CMBT,negative,7
2,0.0027638187,True,pytorch_NN,Quinolinic acid,CMBT,negative,7
3,0.94830644,True,pytorch_NN,Succinic acid,CMBT,negative,7
4,0.000689887,False,pytorch_NN,Phenylalanine,CMBT,negative,7
5,0.99999964,False,pytorch_NN,Phosphocreatine,CMBT,negative,7
6,0.0025508371,False,pytorch_NN,Proline,CMBT,negative,7
7,0.0006841218,False,pytorch_NN,Propionylcarnitine,CMBT,negative,7
8,0.00064417016,False,pytorch_NN,Putrescine,CMBT,negative,7
9,0.00079633336,False,pytorch_NN,Pyridoxine,CMBT,negative,7
10,0.0011248604,False,pytorch_NN,Pyruvic acid,CMBT,negative,7
11,0.04744116,False,pytorch_NN,Retinoic acid,CMBT,negative,7
12,1.0,False,pytorch_NN,Riboflavin,CMBT,negative,7
13,0.0013027231,False,pytorch_NN,Ribulose,CMBT,negative,7
14,0.000710077,False,pytorch_NN,Ribulose 5-phosphate,CMBT,negative,7
0,0.8644271,True,pytorch_NN,Sulfo GalCer 18:0(2S-OH),CMBT,negative,8
1,0.0009517971,True,pytorch_NN,Taurine,CMBT,negative,8
2,0.0062771263,True,pytorch_NN,Taurocholic acid,CMBT,negative,8
3,4.8816564e-05,True,pytorch_NN,Uracil,CMBT,negative,8
4,0.14600436,False,pytorch_NN,S-Adenosylhomocysteine,CMBT,negative,8
5,0.003954344,False,pytorch_NN,SM d18:1-16:0,CMBT,negative,8
6,0.73541963,False,pytorch_NN,Serine,CMBT,negative,8
7,3.835656e-05,False,pytorch_NN,Serotonin,CMBT,negative,8
8,5.678615e-07,False,pytorch_NN,Spermidine,CMBT,negative,8
9,0.013132428,False,pytorch_NN,TG 15:0-18:1-15:0,CMBT,negative,8
10,0.9959345,False,pytorch_NN,Tetrahydrofolic acid,CMBT,negative,8
11,4.13953e-06,False,pytorch_NN,Thiamine,CMBT,negative,8
12,9.7379234e-05,False,pytorch_NN,Thymine,CMBT,negative,8
13,0.7026835,False,pytorch_NN,Tryptophan,CMBT,negative,8
0,0.9998123,True,pytorch_NN,Ureidosuccinic acid,CMBT,negative,9
1,0.13864312,True,pytorch_NN,Uridine,CMBT,negative,9
2,0.001349859,True,pytorch_NN,Uridine diphosphate glucose,CMBT,negative,9
3,0.9801792,True,pytorch_NN,cis-Aconitic acid,CMBT,negative,9
4,0.0011142646,False,pytorch_NN,Tyrosine,CMBT,negative,9
5,0.15312853,False,pytorch_NN,Uric acid,CMBT,negative,9
6,0.0019215845,False,pytorch_NN,Uridine diphosphate,CMBT,negative,9
7,0.006766254,False,pytorch_NN,Uridine diphosphate glucuronic acid,CMBT,negative,9
8,0.0065914295,False,pytorch_NN,Uridine diphosphate-N-acetylglucosamine,CMBT,negative,9
9,0.9420309,False,pytorch_NN,Urocanic acid,CMBT,negative,9
10,0.00045277915,False,pytorch_NN,Valine,CMBT,negative,9
11,0.16441506,False,pytorch_NN,Xanthine,CMBT,negative,9
12,0.037088364,False,pytorch_NN,gamma-Aminobutyric acid,CMBT,negative,9
13,0.02243821,False,pytorch_NN,myo-Inositol,CMBT,negative,9
0,0.024636967,True,pytorch_NN,3-Hydroxymethylglutaric acid,CMBT,positive,0
1,0.6241868,True,pytorch_NN,"4,5-Dihydroorotic acid",CMBT,positive,0
2,0.9977763,True,pytorch_NN,4-Hydroxyproline,CMBT,positive,0
3,0.004474242,True,pytorch_NN,5-Hydroxyindoleacetic acid,CMBT,positive,0
4,0.99059707,True,pytorch_NN,Acetylcarnitine,CMBT,positive,0
5,0.8895457,True,pytorch_NN,Acetylcholine,CMBT,positive,0
6,0.99936265,True,pytorch_NN,Adenine,CMBT,positive,0
7,0.0244098,True,pytorch_NN,Adenosine monophosphate,CMBT,positive,0
8,0.9999616,True,pytorch_NN,Agmatine,CMBT,positive,0
9,0.999808,True,pytorch_NN,Arginine,CMBT,positive,0
10,0.9999795,True,pytorch_NN,Argininosuccinic acid,CMBT,positive,0
11,0.9985416,True,pytorch_NN,Asparagine,CMBT,positive,0
12,0.39415282,False,pytorch_NN,2-Oxoglutaric acid,CMBT,positive,0
13,0.03789567,False,pytorch_NN,3-Hydroxyanthranilic acid,CMBT,positive,0
14,0.8536741,False,pytorch_NN,3-Phosphoglyceric acid,CMBT,positive,0
15,0.9993968,False,pytorch_NN,6-Phosphogluconic acid,CMBT,positive,0
16,6.475398e-05,False,pytorch_NN,Acetoacetic acid,CMBT,positive,0
0,0.9995615,True,pytorch_NN,Aspartic acid,CMBT,positive,1
1,0.9997129,True,pytorch_NN,Biotin,CMBT,positive,1
2,0.99995065,True,pytorch_NN,CAR 16:0,CMBT,positive,1
3,0.99999225,True,pytorch_NN,Cardiolipin 18:1,CMBT,positive,1
4,0.99982685,True,pytorch_NN,Carnitine,CMBT,positive,1
5,0.99999976,True,pytorch_NN,Carnosine,CMBT,positive,1
6,0.9987239,True,pytorch_NN,Cer d8:1/22:0 Cer,CMBT,positive,1
7,0.00090501696,True,pytorch_NN,Cholesteryl ester 17:0,CMBT,positive,1
8,0.99887294,True,pytorch_NN,Cholic acid,CMBT,positive,1
9,0.9840169,True,pytorch_NN,Choline,CMBT,positive,1
10,0.9663795,True,pytorch_NN,Citric acid,CMBT,positive,1
11,0.99775785,True,pytorch_NN,Citrulline,CMBT,positive,1
12,0.9999784,False,pytorch_NN,Acetyl-CoA,CMBT,positive,1
13,0.3180477,False,pytorch_NN,Adenosine diphosphate,CMBT,positive,1
14,0.9927712,False,pytorch_NN,Ascorbic acid,CMBT,positive,1
15,0.0011820259,False,pytorch_NN,Butyric acid,CMBT,positive,1
16,0.017498888,False,pytorch_NN,Cholecalciferol,CMBT,positive,1
0,0.0041108895,True,pytorch_NN,Coenzyme A,CMBT,positive,2
1,0.4486068,True,pytorch_NN,Creatine,CMBT,positive,2
2,0.99628335,True,pytorch_NN,Creatinine,CMBT,positive,2
3,0.99681526,True,pytorch_NN,Cyclic adenosine monophosphate,CMBT,positive,2
4,0.9963477,True,pytorch_NN,Cytidine,CMBT,positive,2
5,0.6887277,True,pytorch_NN,Cytidine monophosphate,CMBT,positive,2
6,0.99902856,True,pytorch_NN,Cytosine,CMBT,positive,2
7,0.9999888,True,pytorch_NN,DG 18:0-22:6,CMBT,positive,2
8,0.031313855,True,pytorch_NN,Dopamine,CMBT,positive,2
9,0.12939642,True,pytorch_NN,Epinephrine,CMBT,positive,2
10,0.6208065,True,pytorch_NN,Flavin adenine dinucleotide,CMBT,positive,2
11,0.9534393,True,pytorch_NN,Flavin mononucleotide,CMBT,positive,2
12,0.9918426,False,pytorch_NN,Cholesterol,CMBT,positive,2
13,0.9972812,False,pytorch_NN,Cholesteryl acetate,CMBT,positive,2
14,0.03970801,False,pytorch_NN,Cysteine,CMBT,positive,2
15,0.9978631,False,pytorch_NN,Cystine,CMBT,positive,2
16,0.9513636,False,pytorch_NN,Dihydroxyacetone,CMBT,positive,2
0,0.99993396,True,pytorch_NN,Folic acid,CMBT,positive,3
1,0.9821623,True,pytorch_NN,Fumaric acid,CMBT,positive,3
2,0.99999666,True,pytorch_NN,GM3 Ganglioside 18:0,CMBT,positive,3
3,0.99999845,True,pytorch_NN,GlcCer d18:1/18:0,CMBT,positive,3
4,0.8311919,True,pytorch_NN,Gluconic acid,CMBT,positive,3
5,0.99990463,True,pytorch_NN,Glucosamine,CMBT,positive,3
6,0.27849588,True,pytorch_NN,Glucosamine 6-phosphate,CMBT,positive,3
7,0.9574577,True,pytorch_NN,Glucosyl cholesterol,CMBT,positive,3
8,0.99665976,True,pytorch_NN,Glutamic acid,CMBT,positive,3
9,0.9961499,True,pytorch_NN,Glutamine,CMBT,positive,3
10,0.9996612,True,pytorch_NN,Glutathione,CMBT,positive,3
11,0.9911602,True,pytorch_NN,Glycerophosphocholine,CMBT,positive,3
12,0.00017284871,False,pytorch_NN,Dihydroxyacetone phosphate,CMBT,positive,3
13,0.098490156,False,pytorch_NN,Estradiol,CMBT,positive,3
14,4.0087692e-05,False,pytorch_NN,"Fructose 1,6-bisphosphate",CMBT,positive,3
15,0.99953175,False,pytorch_NN,Glucose,CMBT,positive,3
16,0.0021951005,False,pytorch_NN,Glucose 6-phosphate,CMBT,positive,3
0,0.99993753,True,pytorch_NN,Guanine,CMBT,positive,4
1,0.99922526,True,pytorch_NN,Histamine,CMBT,positive,4
2,0.9986141,True,pytorch_NN,Histidine,CMBT,positive,4
3,0.9939559,True,pytorch_NN,Hypoxanthine,CMBT,positive,4
4,0.9430092,True,pytorch_NN,Kynurenic acid,CMBT,positive,4
5,0.99401724,True,pytorch_NN,Kynurenine,CMBT,positive,4
6,0.9957769,True,pytorch_NN,Lyso PA 18:1,CMBT,positive,4
7,0.9989195,True,pytorch_NN,Lyso PC 15:0,CMBT,positive,4
8,0.9969702,True,pytorch_NN,Lyso PE 18:0,CMBT,positive,4
9,0.9871876,True,pytorch_NN,Lyso PG 16:0,CMBT,positive,4
10,0.99908435,True,pytorch_NN,Lyso PI 17:1,CMBT,positive,4
11,0.9980825,True,pytorch_NN,Lyso PS 17:1,CMBT,positive,4
12,0.18784049,False,pytorch_NN,Glycerol 3-phosphate,CMBT,positive,4
13,0.9981634,False,pytorch_NN,Glycine,CMBT,positive,4
14,0.88179404,False,pytorch_NN,Homocysteine,CMBT,positive,4
15,0.7514509,False,pytorch_NN,L-Dopa,CMBT,positive,4
16,0.022785908,False,pytorch_NN,Lactic acid,CMBT,positive,4
0,0.9999714,True,pytorch_NN,MG 18:1,CMBT,positive,5
1,0.96334887,True,pytorch_NN,Malic acid,CMBT,positive,5
2,0.9996668,True,pytorch_NN,Melatonin,CMBT,positive,5
3,0.005036202,True,pytorch_NN,Methionine,CMBT,positive,5
4,0.112678476,True,pytorch_NN,N-Acetylaspartic acid,CMBT,positive,5
5,0.9957371,True,pytorch_NN,N-Acetylaspartylglutamic acid,CMBT,positive,5
6,0.0024975226,True,pytorch_NN,N-Acetylgalactosamine 6-phosphate,CMBT,positive,5
7,0.008497825,True,pytorch_NN,N-Acetylglucosamine,CMBT,positive,5
8,0.99999535,True,pytorch_NN,"N6,N6,N6-Trimethyllysine",CMBT,positive,5
9,0.99247485,True,pytorch_NN,Niacinamide,CMBT,positive,5
10,0.55201834,True,pytorch_NN,Nicotinamide riboside,CMBT,positive,5
11,0.8309507,True,pytorch_NN,Nicotinic acid,CMBT,positive,5
12,0.6329595,False,pytorch_NN,Malonic acid,CMBT,positive,5
13,0.99818534,False,pytorch_NN,Mevalonic acid,CMBT,positive,5
14,0.5038546,False,pytorch_NN,Myo-inositol 1-phosphate,CMBT,positive,5
15,0.0006313647,False,pytorch_NN,Nicotinamide adenine dinucleotide (NAD),CMBT,positive,5
0,0.99876827,True,pytorch_NN,Ornithine,CMBT,positive,6
1,0.9997348,True,pytorch_NN,Oxidized glutathione,CMBT,positive,6
2,0.99625576,True,pytorch_NN,PA 16:0-18:1,CMBT,positive,6
3,0.99987113,True,pytorch_NN,PC (O) C16-18:1,CMBT,positive,6
4,0.9998467,True,pytorch_NN,PC 15:0-18:1,CMBT,positive,6
5,0.99996686,True,pytorch_NN,PE 18:0-20:4,CMBT,positive,6
6,0.99926025,True,pytorch_NN,PG 16:0-18:1,CMBT,positive,6
7,0.9958891,True,pytorch_NN,PI 16:0-18:1,CMBT,positive,6
8,0.86030465,True,pytorch_NN,PI(5)P 18:1,CMBT,positive,6
9,0.99961984,True,pytorch_NN,PS (POPS) 16:0-18:1,CMBT,positive,6
10,0.067884594,True,pytorch_NN,Palmitoyl-CoA,CMBT,positive,6
11,0.9983429,True,pytorch_NN,Pantetheine,CMBT,positive,6
12,0.01895875,False,pytorch_NN,"Nicotinamide adenine dinucleotide, reduced (NADH)",CMBT,positive,6
13,0.92956775,False,pytorch_NN,Nicotinamide ribotide,CMBT,positive,6
14,0.4257817,False,pytorch_NN,Orotic acid,CMBT,positive,6
15,1.7770211e-05,False,pytorch_NN,Oxalacetic acid,CMBT,positive,6
0,0.9996475,True,pytorch_NN,Pantothenic acid,CMBT,positive,7
1,0.009891823,True,pytorch_NN,Phenylalanine,CMBT,positive,7
2,5.6246754e-06,True,pytorch_NN,Phosphoenolpyruvic acid,CMBT,positive,7
3,0.8677653,True,pytorch_NN,Phylloquinone,CMBT,positive,7
4,0.9825585,True,pytorch_NN,Proline,CMBT,positive,7
5,0.99964654,True,pytorch_NN,Propionylcarnitine,CMBT,positive,7
6,0.9996804,True,pytorch_NN,Prostaglandin E1,CMBT,positive,7
7,0.99904484,True,pytorch_NN,Putrescine,CMBT,positive,7
8,0.999554,True,pytorch_NN,Pyridoxine,CMBT,positive,7
9,0.9919282,True,pytorch_NN,Retinoic acid,CMBT,positive,7
10,0.9999958,True,pytorch_NN,Riboflavin,CMBT,positive,7
11,0.00058214826,True,pytorch_NN,Ribulose 5-phosphate,CMBT,positive,7
12,0.8124855,False,pytorch_NN,Palmitic acid,CMBT,positive,7
13,0.9660298,False,pytorch_NN,Phosphocreatine,CMBT,positive,7
14,1.4797394e-06,False,pytorch_NN,Pyruvic acid,CMBT,positive,7
15,0.99211836,False,pytorch_NN,Quinolinic acid,CMBT,positive,7
0,0.99912935,True,pytorch_NN,S-Adenosylhomocysteine,CMBT,positive,8
1,0.99986374,True,pytorch_NN,S-Adenosylmethionine,CMBT,positive,8
2,0.9997092,True,pytorch_NN,SM d18:1-16:0,CMBT,positive,8
3,0.011324202,True,pytorch_NN,Serine,CMBT,positive,8
4,0.99998987,True,pytorch_NN,Serotonin,CMBT,positive,8
5,0.9998932,True,pytorch_NN,Spermidine,CMBT,positive,8
6,0.024203561,True,pytorch_NN,Succinic acid,CMBT,positive,8
7,0.9997882,True,pytorch_NN,Sulfo GalCer 18:0(2S-OH),CMBT,positive,8
8,0.9998541,True,pytorch_NN,TG 15:0-18:1-15:0,CMBT,positive,8
9,0.48978224,True,pytorch_NN,Taurine,CMBT,positive,8
10,0.99993837,True,pytorch_NN,Taurocholic acid,CMBT,positive,8
11,0.9999943,True,pytorch_NN,Tetrahydrofolic acid,CMBT,positive,8
12,0.14835769,False,pytorch_NN,Ribulose,CMBT,positive,8
13,0.04782644,False,pytorch_NN,Tyrosine,CMBT,positive,8
14,0.9897385,False,pytorch_NN,Uric acid,CMBT,positive,8
15,0.00011523945,False,pytorch_NN,Uridine diphosphate,CMBT,positive,8
0,0.9997476,True,pytorch_NN,Thiamine,CMBT,positive,9
1,0.99123704,True,pytorch_NN,Thymine,CMBT,positive,9
2,0.9999808,True,pytorch_NN,Tryptophan,CMBT,positive,9
3,0.90089065,True,pytorch_NN,Uracil,CMBT,positive,9
4,0.9975527,True,pytorch_NN,Ureidosuccinic acid,CMBT,positive,9
5,0.99952877,True,pytorch_NN,Uridine,CMBT,positive,9
6,0.99970704,True,pytorch_NN,Urocanic acid,CMBT,positive,9
7,0.979715,True,pytorch_NN,Xanthine,CMBT,positive,9
8,0.033376392,True,pytorch_NN,alpha-tocopherol,CMBT,positive,9
9,0.9891594,True,pytorch_NN,cis-Aconitic acid,CMBT,positive,9
10,0.928787,True,pytorch_NN,gamma-Aminobutyric acid,CMBT,positive,9
11,0.0011983556,True,pytorch_NN,myo-Inositol,CMBT,positive,9
12,0.0046233106,False,pytorch_NN,Uridine diphosphate glucose,CMBT,positive,9
13,0.048347354,False,pytorch_NN,Uridine diphosphate glucuronic acid,CMBT,positive,9
14,0.7425062,False,pytorch_NN,Uridine diphosphate-N-acetylglucosamine,CMBT,positive,9
15,0.9845613,False,pytorch_NN,Valine,CMBT,positive,9
0,1.612718e-05,True,pytorch_NN,2-Oxoglutaric acid,ClCCA,negative,0
1,0.038482323,True,pytorch_NN,3-Hydroxymethylglutaric acid,ClCCA,negative,0
2,0.9952186,True,pytorch_NN,3-Phosphoglyceric acid,ClCCA,negative,0
3,0.003256733,True,pytorch_NN,"4,5-Dihydroorotic acid",ClCCA,negative,0
4,0.99871445,True,pytorch_NN,6-Phosphogluconic acid,ClCCA,negative,0
5,0.9999939,True,pytorch_NN,Acetyl-CoA,ClCCA,negative,0
6,0.045971666,False,pytorch_NN,3-Hydroxyanthranilic acid,ClCCA,negative,0
7,0.0012914668,False,pytorch_NN,4-Hydroxyproline,ClCCA,negative,0
8,0.00082897797,False,pytorch_NN,5-Hydroxyindoleacetic acid,ClCCA,negative,0
9,0.0018491424,False,pytorch_NN,Acetoacetic acid,ClCCA,negative,0
10,0.00026507053,False,pytorch_NN,Acetylcarnitine,ClCCA,negative,0
11,2.7082033e-06,False,pytorch_NN,Acetylcholine,ClCCA,negative,0
12,0.00017192625,False,pytorch_NN,Adenine,ClCCA,negative,0
13,0.012322942,False,pytorch_NN,Agmatine,ClCCA,negative,0
14,0.6617146,False,pytorch_NN,Arginine,ClCCA,negative,0
15,0.998197,False,pytorch_NN,Argininosuccinic acid,ClCCA,negative,0
0,0.5574398,True,pytorch_NN,Adenosine diphosphate,ClCCA,negative,1
1,0.06906191,True,pytorch_NN,Adenosine monophosphate,ClCCA,negative,1
2,0.07400542,True,pytorch_NN,Ascorbic acid,ClCCA,negative,1
3,0.0008259195,True,pytorch_NN,Carnosine,ClCCA,negative,1
4,0.3390159,True,pytorch_NN,Cholic acid,ClCCA,negative,1
5,0.9976301,True,pytorch_NN,Citric acid,ClCCA,negative,1
6,0.062329296,False,pytorch_NN,Asparagine,ClCCA,negative,1
7,0.96383214,False,pytorch_NN,Aspartic acid,ClCCA,negative,1
8,0.036281243,False,pytorch_NN,Biotin,ClCCA,negative,1
9,0.0055814735,False,pytorch_NN,Butyric acid,ClCCA,negative,1
10,0.009200929,False,pytorch_NN,CAR 16:0,ClCCA,negative,1
11,0.99987686,False,pytorch_NN,Cardiolipin 18:1,ClCCA,negative,1
12,0.0076583372,False,pytorch_NN,Carnitine,ClCCA,negative,1
13,0.050732512,False,pytorch_NN,Cer d8:1/22:0 Cer,ClCCA,negative,1
14,1.1279124e-05,False,pytorch_NN,Cholecalciferol,ClCCA,negative,1
15,2.7495124e-05,False,pytorch_NN,Cholesterol,ClCCA,negative,1
0,0.00029272688,True,pytorch_NN,Citrulline,ClCCA,negative,2
1,0.99954456,True,pytorch_NN,Coenzyme A,ClCCA,negative,2
2,9.0325e-05,True,pytorch_NN,Cysteine,ClCCA,negative,2
3,0.9280604,True,pytorch_NN,Flavin adenine dinucleotide,ClCCA,negative,2
4,0.8102506,True,pytorch_NN,"Fructose 1,6-bisphosphate",ClCCA,negative,2
5,0.78887105,True,pytorch_NN,Fumaric acid,ClCCA,negative,2
6,1.0264704e-09,False,pytorch_NN,Choline,ClCCA,negative,2
7,0.00010935446,False,pytorch_NN,Creatine,ClCCA,negative,2
8,0.0023174281,False,pytorch_NN,Creatinine,ClCCA,negative,2
9,0.9695637,False,pytorch_NN,Cyclic adenosine monophosphate,ClCCA,negative,2
10,0.21712142,False,pytorch_NN,Cystine,ClCCA,negative,2
11,0.0038401298,False,pytorch_NN,Cytidine,ClCCA,negative,2
12,0.5699164,False,pytorch_NN,Cytidine monophosphate,ClCCA,negative,2
13,0.00018494514,False,pytorch_NN,Cytosine,ClCCA,negative,2
14,5.3080116e-06,False,pytorch_NN,Dihydroxyacetone,ClCCA,negative,2
15,0.98922694,False,pytorch_NN,Dihydroxyacetone phosphate,ClCCA,negative,2
0,0.36359054,True,pytorch_NN,GlcCer d18:1/18:0,ClCCA,negative,3
1,0.9998196,True,pytorch_NN,Gluconic acid,ClCCA,negative,3
2,0.45604286,True,pytorch_NN,Glutamic acid,ClCCA,negative,3
3,0.99997544,True,pytorch_NN,Glutathione,ClCCA,negative,3
4,0.20381968,True,pytorch_NN,Lyso PE 18:0,ClCCA,negative,3
5,0.5232773,True,pytorch_NN,Lyso PG 16:0,ClCCA,negative,3
6,9.171107e-05,False,pytorch_NN,Dopamine,ClCCA,negative,3
7,6.0468796e-05,False,pytorch_NN,Epinephrine,ClCCA,negative,3
8,0.00016339723,False,pytorch_NN,Estradiol,ClCCA,negative,3
9,0.9992995,False,pytorch_NN,Flavin mononucleotide,ClCCA,negative,3
10,0.09844088,False,pytorch_NN,Folic acid,ClCCA,negative,3
11,0.99995255,False,pytorch_NN,GM3 Ganglioside 18:0,ClCCA,negative,3
12,0.001252146,False,pytorch_NN,Glucosamine,ClCCA,negative,3
13,0.98721385,False,pytorch_NN,Glucosamine 6-phosphate,ClCCA,negative,3
14,0.29018614,False,pytorch_NN,Glucose,ClCCA,negative,3
15,0.99917656,False,pytorch_NN,Glucose 6-phosphate,ClCCA,negative,3
0,0.98288375,True,pytorch_NN,Lyso PI 17:1,ClCCA,negative,4
1,0.9776004,True,pytorch_NN,Lyso PS 17:1,ClCCA,negative,4
2,0.297625,True,pytorch_NN,Malic acid,ClCCA,negative,4
3,0.004429486,True,pytorch_NN,Malonic acid,ClCCA,negative,4
4,0.9741563,True,pytorch_NN,Myo-inositol 1-phosphate,ClCCA,negative,4
5,0.7701741,True,pytorch_NN,N-Acetylaspartic acid,ClCCA,negative,4
6,0.9613591,False,pytorch_NN,Glutamine,ClCCA,negative,4
7,0.8473339,False,pytorch_NN,Glycerol 3-phosphate,ClCCA,negative,4
8,0.0008532574,False,pytorch_NN,Glycerophosphocholine,ClCCA,negative,4
9,0.00068191806,False,pytorch_NN,Glycine,ClCCA,negative,4
10,0.0020091955,False,pytorch_NN,Guanine,ClCCA,negative,4
11,0.000551763,False,pytorch_NN,Histamine,ClCCA,negative,4
12,0.8672777,False,pytorch_NN,Histidine,ClCCA,negative,4
13,0.10370348,False,pytorch_NN,Homocysteine,ClCCA,negative,4
14,0.00029497343,False,pytorch_NN,Hypoxanthine,ClCCA,negative,4
15,0.18751657,False,pytorch_NN,Kynurenic acid,ClCCA,negative,4
0,0.9962412,True,pytorch_NN,N-Acetylaspartylglutamic acid,ClCCA,negative,5
1,0.23050827,True,pytorch_NN,N-Acetylgalactosamine 6-phosphate,ClCCA,negative,5
2,0.00070548826,True,pytorch_NN,N-Acetylglucosamine,ClCCA,negative,5
3,0.9855752,True,pytorch_NN,"Nicotinamide adenine dinucleotide, reduced (NADH)",ClCCA,negative,5
4,0.9528106,True,pytorch_NN,Orotic acid,ClCCA,negative,5
5,0.9224938,True,pytorch_NN,Oxidized glutathione,ClCCA,negative,5
6,1.6521983e-05,False,pytorch_NN,Kynurenine,ClCCA,negative,5
7,0.00012947555,False,pytorch_NN,L-Dopa,ClCCA,negative,5
8,0.56214154,False,pytorch_NN,Lactic acid,ClCCA,negative,5
9,0.08094102,False,pytorch_NN,Lyso PC 15:0,ClCCA,negative,5
10,0.00034430492,False,pytorch_NN,MG 18:1,ClCCA,negative,5
11,0.0026217739,False,pytorch_NN,Melatonin,ClCCA,negative,5
12,0.0004314067,False,pytorch_NN,Methionine,ClCCA,negative,5
13,0.9614993,False,pytorch_NN,Mevalonic acid,ClCCA,negative,5
14,8.824549e-06,False,pytorch_NN,"N6,N6,N6-Trimethyllysine",ClCCA,negative,5
15,1.0430051e-05,False,pytorch_NN,Niacinamide,ClCCA,negative,5
0,0.009853642,True,pytorch_NN,PA 16:0-18:1,ClCCA,negative,6
1,0.016627854,True,pytorch_NN,PG 16:0-18:1,ClCCA,negative,6
2,0.4765523,True,pytorch_NN,PI 16:0-18:1,ClCCA,negative,6
3,0.8617663,True,pytorch_NN,PI(5)P 18:1,ClCCA,negative,6
4,0.11481377,True,pytorch_NN,PS (POPS) 16:0-18:1,ClCCA,negative,6
5,0.99982184,True,pytorch_NN,Palmitoyl-CoA,ClCCA,negative,6
6,0.9981646,False,pytorch_NN,Nicotinamide adenine dinucleotide (NAD),ClCCA,negative,6
7,0.0015016748,False,pytorch_NN,Nicotinamide riboside,ClCCA,negative,6
8,0.015662927,False,pytorch_NN,Nicotinamide ribotide,ClCCA,negative,6
9,0.0007812883,False,pytorch_NN,Nicotinic acid,ClCCA,negative,6
10,0.03709516,False,pytorch_NN,Ornithine,ClCCA,negative,6
11,0.99998486,False,pytorch_NN,Oxalacetic acid,ClCCA,negative,6
12,1.2966419e-05,False,pytorch_NN,PC (O) C16-18:1,ClCCA,negative,6
13,0.00012334599,False,pytorch_NN,Palmitic acid,ClCCA,negative,6
14,0.9998068,False,pytorch_NN,Pantetheine,ClCCA,negative,6
15,0.00018069922,False,pytorch_NN,Phenylalanine,ClCCA,negative,6
0,0.015891165,True,pytorch_NN,Pantothenic acid,ClCCA,negative,7
1,0.94882584,True,pytorch_NN,Phosphoenolpyruvic acid,ClCCA,negative,7
2,0.024957903,True,pytorch_NN,Quinolinic acid,ClCCA,negative,7
3,4.8928792e-05,True,pytorch_NN,Riboflavin,ClCCA,negative,7
4,0.032426592,True,pytorch_NN,Ribulose 5-phosphate,ClCCA,negative,7
5,0.34286287,True,pytorch_NN,S-Adenosylhomocysteine,ClCCA,negative,7
6,0.9960867,False,pytorch_NN,Phosphocreatine,ClCCA,negative,7
7,0.00021286441,False,pytorch_NN,Proline,ClCCA,negative,7
8,0.00091109675,False,pytorch_NN,Propionylcarnitine,ClCCA,negative,7
9,0.03153253,False,pytorch_NN,Prostaglandin E1,ClCCA,negative,7
10,0.00024521886,False,pytorch_NN,Putrescine,ClCCA,negative,7
11,0.0021254981,False,pytorch_NN,Pyridoxine,ClCCA,negative,7
12,0.037254535,False,pytorch_NN,Pyruvic acid,ClCCA,negative,7
13,0.19967505,False,pytorch_NN,Retinoic acid,ClCCA,negative,7
14,0.004123945,False,pytorch_NN,Ribulose,ClCCA,negative,7
0,0.99214923,True,pytorch_NN,Sulfo GalCer 18:0(2S-OH),ClCCA,negative,8
1,0.09459033,True,pytorch_NN,Taurine,ClCCA,negative,8
2,0.997359,True,pytorch_NN,Taurocholic acid,ClCCA,negative,8
3,0.99870753,True,pytorch_NN,Ureidosuccinic acid,ClCCA,negative,8
4,0.005815144,True,pytorch_NN,Uric acid,ClCCA,negative,8
5,0.25597668,True,pytorch_NN,Uridine diphosphate,ClCCA,negative,8
6,0.97661996,False,pytorch_NN,S-Adenosylmethionine,ClCCA,negative,8
7,0.0109657915,False,pytorch_NN,Serine,ClCCA,negative,8
8,1.7221633e-05,False,pytorch_NN,Serotonin,ClCCA,negative,8
9,0.00014996876,False,pytorch_NN,Spermidine,ClCCA,negative,8
10,0.99583143,False,pytorch_NN,Succinic acid,ClCCA,negative,8
11,0.13731153,False,pytorch_NN,TG 15:0-18:1-15:0,ClCCA,negative,8
12,0.20032242,False,pytorch_NN,Tetrahydrofolic acid,ClCCA,negative,8
13,0.00016904608,False,pytorch_NN,Thiamine,ClCCA,negative,8
14,0.0004621571,False,pytorch_NN,Thymine,ClCCA,negative,8
0,0.9998692,True,pytorch_NN,Uridine diphosphate glucose,ClCCA,negative,9
1,0.9999845,True,pytorch_NN,Uridine diphosphate glucuronic acid,ClCCA,negative,9
2,0.9999759,True,pytorch_NN,Uridine diphosphate-N-acetylglucosamine,ClCCA,negative,9
3,0.9530395,True,pytorch_NN,Urocanic acid,ClCCA,negative,9
4,0.9984744,True,pytorch_NN,cis-Aconitic acid,ClCCA,negative,9
5,0.0024860094,False,pytorch_NN,Tryptophan,ClCCA,negative,9
6,0.0036931247,False,pytorch_NN,Tyrosine,ClCCA,negative,9
7,0.003592331,False,pytorch_NN,Uracil,ClCCA,negative,9
8,0.9167949,False,pytorch_NN,Uridine,ClCCA,negative,9
9,0.008820901,False,pytorch_NN,Valine,ClCCA,negative,9
10,0.7874262,False,pytorch_NN,Xanthine,ClCCA,negative,9
11,2.0445357e-05,False,pytorch_NN,alpha-tocopherol,ClCCA,negative,9
