,observed_value,prediction,classifier,name_short,matrix,polarity,fold,feat_sel_method,feat_sel_quantile,nb_features
4,True,True,MLP,PA 16:0-18:1,CHCA,positive,6,kendall,1.0,0
5,True,False,MLP,PC (O) C16-18:1,CHCA,positive,6,kendall,1.0,0
6,True,True,MLP,PC 15:0-18:1,CHCA,positive,6,kendall,1.0,0
7,True,True,MLP,PE 18:0-20:4,CHCA,positive,6,kendall,1.0,0
8,True,True,MLP,PG 16:0-18:1,CHCA,positive,6,kendall,1.0,0
9,True,False,MLP,PI 16:0-18:1,CHCA,positive,6,kendall,1.0,0
10,True,False,MLP,PI(5)P 18:1,CHCA,positive,6,kendall,1.0,0
11,True,True,MLP,PS (POPS) 16:0-18:1,CHCA,positive,6,kendall,1.0,0
12,True,False,MLP,Palmitoyl-CoA,CHCA,positive,6,kendall,1.0,0
13,True,False,MLP,Pantetheine,CHCA,positive,6,kendall,1.0,0
14,False,True,MLP,Oxalacetic acid,CHCA,positive,6,kendall,1.0,0
15,False,False,MLP,Palmitic acid,CHCA,positive,6,kendall,1.0,0
0,True,True,MLP,Pantothenic acid,CHCA,positive,7,kendall,1.0,0
1,True,True,MLP,Phenylalanine,CHCA,positive,7,kendall,1.0,0
2,True,False,MLP,Phosphoenolpyruvic acid,CHCA,positive,7,kendall,1.0,0
3,True,True,MLP,Phylloquinone,CHCA,positive,7,kendall,1.0,0
4,True,False,MLP,Proline,CHCA,positive,7,kendall,1.0,0
5,True,True,MLP,Propionylcarnitine,CHCA,positive,7,kendall,1.0,0
6,True,False,MLP,Prostaglandin E1,CHCA,positive,7,kendall,1.0,0
7,True,True,MLP,Putrescine,CHCA,positive,7,kendall,1.0,0
8,True,True,MLP,Pyridoxine,CHCA,positive,7,kendall,1.0,0
9,True,False,MLP,Quinolinic acid,CHCA,positive,7,kendall,1.0,0
10,True,True,MLP,Retinoic acid,CHCA,positive,7,kendall,1.0,0
11,True,False,MLP,Riboflavin,CHCA,positive,7,kendall,1.0,0
12,True,True,MLP,Ribulose 5-phosphate,CHCA,positive,7,kendall,1.0,0
13,True,False,MLP,S-Adenosylhomocysteine,CHCA,positive,7,kendall,1.0,0
14,False,False,MLP,Phosphocreatine,CHCA,positive,7,kendall,1.0,0
15,False,True,MLP,Pyruvic acid,CHCA,positive,7,kendall,1.0,0
0,True,False,MLP,S-Adenosylmethionine,CHCA,positive,8,kendall,1.0,0
1,True,True,MLP,SM d18:1-16:0,CHCA,positive,8,kendall,1.0,0
2,True,True,MLP,Serine,CHCA,positive,8,kendall,1.0,0
3,True,False,MLP,Serotonin,CHCA,positive,8,kendall,1.0,0
4,True,False,MLP,Spermidine,CHCA,positive,8,kendall,1.0,0
5,True,False,MLP,Succinic acid,CHCA,positive,8,kendall,1.0,0
6,True,False,MLP,Sulfo GalCer 18:0(2S-OH),CHCA,positive,8,kendall,1.0,0
7,True,True,MLP,TG 15:0-18:1-15:0,CHCA,positive,8,kendall,1.0,0
8,True,False,MLP,Taurine,CHCA,positive,8,kendall,1.0,0
9,True,False,MLP,Taurocholic acid,CHCA,positive,8,kendall,1.0,0
10,True,False,MLP,Tetrahydrofolic acid,CHCA,positive,8,kendall,1.0,0
11,True,False,MLP,Thiamine,CHCA,positive,8,kendall,1.0,0
12,True,False,MLP,Thymine,CHCA,positive,8,kendall,1.0,0
13,True,False,MLP,Tryptophan,CHCA,positive,8,kendall,1.0,0
14,False,True,MLP,Ribulose,CHCA,positive,8,kendall,1.0,0
15,False,True,MLP,Uridine diphosphate-N-acetylglucosamine,CHCA,positive,8,kendall,1.0,0
0,True,True,MLP,Tyrosine,CHCA,positive,9,kendall,1.0,0
1,True,True,MLP,Uracil,CHCA,positive,9,kendall,1.0,0
2,True,False,MLP,Ureidosuccinic acid,CHCA,positive,9,kendall,1.0,0
3,True,False,MLP,Uric acid,CHCA,positive,9,kendall,1.0,0
4,True,False,MLP,Uridine,CHCA,positive,9,kendall,1.0,0
5,True,False,MLP,Uridine diphosphate,CHCA,positive,9,kendall,1.0,0
6,True,False,MLP,Uridine diphosphate glucose,CHCA,positive,9,kendall,1.0,0
7,True,True,MLP,Uridine diphosphate glucuronic acid,CHCA,positive,9,kendall,1.0,0
8,True,False,MLP,Urocanic acid,CHCA,positive,9,kendall,1.0,0
9,True,False,MLP,Valine,CHCA,positive,9,kendall,1.0,0
10,True,False,MLP,Xanthine,CHCA,positive,9,kendall,1.0,0
11,True,False,MLP,alpha-tocopherol,CHCA,positive,9,kendall,1.0,0
12,True,False,MLP,cis-Aconitic acid,CHCA,positive,9,kendall,1.0,0
13,True,True,MLP,gamma-Aminobutyric acid,CHCA,positive,9,kendall,1.0,0
14,False,True,MLP,myo-Inositol,CHCA,positive,9,kendall,1.0,0
0,True,False,MLP,2-Oxoglutaric acid,CMBT,negative,0,RandomForest,0.0,358
1,True,False,MLP,3-Hydroxymethylglutaric acid,CMBT,negative,0,RandomForest,0.0,358
2,True,False,MLP,"4,5-Dihydroorotic acid",CMBT,negative,0,RandomForest,0.0,358
3,True,False,MLP,Asparagine,CMBT,negative,0,RandomForest,0.0,358
4,True,True,MLP,Aspartic acid,CMBT,negative,0,RandomForest,0.0,358
5,False,False,MLP,3-Hydroxyanthranilic acid,CMBT,negative,0,RandomForest,0.0,358
6,False,True,MLP,3-Phosphoglyceric acid,CMBT,negative,0,RandomForest,0.0,358
7,False,False,MLP,4-Hydroxyproline,CMBT,negative,0,RandomForest,0.0,358
8,False,False,MLP,5-Hydroxyindoleacetic acid,CMBT,negative,0,RandomForest,0.0,358
9,False,True,MLP,6-Phosphogluconic acid,CMBT,negative,0,RandomForest,0.0,358
10,False,False,MLP,Acetoacetic acid,CMBT,negative,0,RandomForest,0.0,358
11,False,True,MLP,Acetyl-CoA,CMBT,negative,0,RandomForest,0.0,358
12,False,False,MLP,Acetylcarnitine,CMBT,negative,0,RandomForest,0.0,358
13,False,False,MLP,Acetylcholine,CMBT,negative,0,RandomForest,0.0,358
14,False,False,MLP,Adenine,CMBT,negative,0,RandomForest,0.0,358
15,False,False,MLP,Adenosine diphosphate,CMBT,negative,0,RandomForest,0.0,358
0,True,True,MLP,Biotin,CMBT,negative,1,RandomForest,0.0,358
1,True,True,MLP,Cardiolipin 18:1,CMBT,negative,1,RandomForest,0.0,358
2,True,False,MLP,Carnosine,CMBT,negative,1,RandomForest,0.0,358
3,True,False,MLP,Cer d8:1/22:0 Cer,CMBT,negative,1,RandomForest,0.0,358
4,True,True,MLP,Citric acid,CMBT,negative,1,RandomForest,0.0,358
5,False,False,MLP,Adenosine monophosphate,CMBT,negative,1,RandomForest,0.0,358
6,False,False,MLP,Agmatine,CMBT,negative,1,RandomForest,0.0,358
7,False,False,MLP,Arginine,CMBT,negative,1,RandomForest,0.0,358
8,False,True,MLP,Argininosuccinic acid,CMBT,negative,1,RandomForest,0.0,358
9,False,False,MLP,Ascorbic acid,CMBT,negative,1,RandomForest,0.0,358
10,False,False,MLP,Butyric acid,CMBT,negative,1,RandomForest,0.0,358
11,False,False,MLP,Carnitine,CMBT,negative,1,RandomForest,0.0,358
12,False,True,MLP,Cholecalciferol,CMBT,negative,1,RandomForest,0.0,358
13,False,True,MLP,Cholic acid,CMBT,negative,1,RandomForest,0.0,358
14,False,False,MLP,Choline,CMBT,negative,1,RandomForest,0.0,358
15,False,True,MLP,Coenzyme A,CMBT,negative,1,RandomForest,0.0,358
0,True,False,MLP,Citrulline,CMBT,negative,2,RandomForest,0.0,358
1,True,False,MLP,Flavin adenine dinucleotide,CMBT,negative,2,RandomForest,0.0,358
2,True,False,MLP,Flavin mononucleotide,CMBT,negative,2,RandomForest,0.0,358
3,True,False,MLP,Folic acid,CMBT,negative,2,RandomForest,0.0,358
4,True,False,MLP,Fumaric acid,CMBT,negative,2,RandomForest,0.0,358
5,False,False,MLP,Creatine,CMBT,negative,2,RandomForest,0.0,358
6,False,False,MLP,Creatinine,CMBT,negative,2,RandomForest,0.0,358
7,False,False,MLP,Cyclic adenosine monophosphate,CMBT,negative,2,RandomForest,0.0,358
8,False,False,MLP,Cysteine,CMBT,negative,2,RandomForest,0.0,358
9,False,False,MLP,Cystine,CMBT,negative,2,RandomForest,0.0,358
10,False,False,MLP,Cytidine,CMBT,negative,2,RandomForest,0.0,358
11,False,False,MLP,Cytidine monophosphate,CMBT,negative,2,RandomForest,0.0,358
12,False,False,MLP,Cytosine,CMBT,negative,2,RandomForest,0.0,358
13,False,False,MLP,Dihydroxyacetone,CMBT,negative,2,RandomForest,0.0,358
14,False,False,MLP,Dihydroxyacetone phosphate,CMBT,negative,2,RandomForest,0.0,358
15,False,False,MLP,Dopamine,CMBT,negative,2,RandomForest,0.0,358
0,True,True,MLP,GM3 Ganglioside 18:0,CMBT,negative,3,RandomForest,0.0,358
1,True,False,MLP,Gluconic acid,CMBT,negative,3,RandomForest,0.0,358
2,True,False,MLP,Glucosyl cholesterol,CMBT,negative,3,RandomForest,0.0,358
3,True,True,MLP,Glutamic acid,CMBT,negative,3,RandomForest,0.0,358
4,True,True,MLP,Histidine,CMBT,negative,3,RandomForest,0.0,358
5,False,False,MLP,Epinephrine,CMBT,negative,3,RandomForest,0.0,358
6,False,False,MLP,Estradiol,CMBT,negative,3,RandomForest,0.0,358
7,False,False,MLP,"Fructose 1,6-bisphosphate",CMBT,negative,3,RandomForest,0.0,358
8,False,True,MLP,GlcCer d18:1/18:0,CMBT,negative,3,RandomForest,0.0,358
9,False,True,MLP,Glucosamine,CMBT,negative,3,RandomForest,0.0,358
10,False,False,MLP,Glucosamine 6-phosphate,CMBT,negative,3,RandomForest,0.0,358
11,False,True,MLP,Glucose,CMBT,negative,3,RandomForest,0.0,358
12,False,False,MLP,Glucose 6-phosphate,CMBT,negative,3,RandomForest,0.0,358
13,False,True,MLP,Glutamine,CMBT,negative,3,RandomForest,0.0,358
14,False,False,MLP,Glutathione,CMBT,negative,3,RandomForest,0.0,358
15,False,False,MLP,Glycerol 3-phosphate,CMBT,negative,3,RandomForest,0.0,358
0,True,False,MLP,Kynurenic acid,CMBT,negative,4,RandomForest,0.0,358
1,True,False,MLP,Lyso PA 18:1,CMBT,negative,4,RandomForest,0.0,358
2,True,True,MLP,Lyso PG 16:0,CMBT,negative,4,RandomForest,0.0,358
3,True,True,MLP,Lyso PI 17:1,CMBT,negative,4,RandomForest,0.0,358
4,True,True,MLP,Lyso PS 17:1,CMBT,negative,4,RandomForest,0.0,358
5,False,False,MLP,Glycerophosphocholine,CMBT,negative,4,RandomForest,0.0,358
6,False,False,MLP,Glycine,CMBT,negative,4,RandomForest,0.0,358
7,False,False,MLP,Guanine,CMBT,negative,4,RandomForest,0.0,358
8,False,False,MLP,Histamine,CMBT,negative,4,RandomForest,0.0,358
9,False,False,MLP,Homocysteine,CMBT,negative,4,RandomForest,0.0,358
10,False,False,MLP,Hypoxanthine,CMBT,negative,4,RandomForest,0.0,358
11,False,True,MLP,Kynurenine,CMBT,negative,4,RandomForest,0.0,358
12,False,False,MLP,L-Dopa,CMBT,negative,4,RandomForest,0.0,358
13,False,True,MLP,Lactic acid,CMBT,negative,4,RandomForest,0.0,358
14,False,False,MLP,Lyso PC 15:0,CMBT,negative,4,RandomForest,0.0,358
15,False,False,MLP,Lyso PE 18:0,CMBT,negative,4,RandomForest,0.0,358
0,True,True,MLP,Malic acid,CMBT,negative,5,RandomForest,0.0,358
1,True,False,MLP,N-Acetylaspartic acid,CMBT,negative,5,RandomForest,0.0,358
2,True,False,MLP,N-Acetylaspartylglutamic acid,CMBT,negative,5,RandomForest,0.0,358
3,True,False,MLP,N-Acetylglucosamine,CMBT,negative,5,RandomForest,0.0,358
4,True,True,MLP,PG 16:0-18:1,CMBT,negative,5,RandomForest,0.0,358
5,False,False,MLP,Malonic acid,CMBT,negative,5,RandomForest,0.0,358
6,False,False,MLP,Melatonin,CMBT,negative,5,RandomForest,0.0,358
7,False,False,MLP,Methionine,CMBT,negative,5,RandomForest,0.0,358
8,False,True,MLP,Mevalonic acid,CMBT,negative,5,RandomForest,0.0,358
9,False,False,MLP,Myo-inositol 1-phosphate,CMBT,negative,5,RandomForest,0.0,358
10,False,False,MLP,N-Acetylgalactosamine 6-phosphate,CMBT,negative,5,RandomForest,0.0,358
11,False,False,MLP,"N6,N6,N6-Trimethyllysine",CMBT,negative,5,RandomForest,0.0,358
12,False,False,MLP,Niacinamide,CMBT,negative,5,RandomForest,0.0,358
13,False,False,MLP,Nicotinamide adenine dinucleotide (NAD),CMBT,negative,5,RandomForest,0.0,358
14,False,False,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",CMBT,negative,5,RandomForest,0.0,358
15,False,False,MLP,Nicotinamide riboside,CMBT,negative,5,RandomForest,0.0,358
0,True,True,MLP,PI 16:0-18:1,CMBT,negative,6,RandomForest,0.0,358
1,True,True,MLP,PI(5)P 18:1,CMBT,negative,6,RandomForest,0.0,358
2,True,True,MLP,PS (POPS) 16:0-18:1,CMBT,negative,6,RandomForest,0.0,358
3,True,False,MLP,Palmitoyl-CoA,CMBT,negative,6,RandomForest,0.0,358
4,True,True,MLP,Pantetheine,CMBT,negative,6,RandomForest,0.0,358
5,False,False,MLP,Nicotinamide ribotide,CMBT,negative,6,RandomForest,0.0,358
6,False,True,MLP,Nicotinic acid,CMBT,negative,6,RandomForest,0.0,358
7,False,False,MLP,Ornithine,CMBT,negative,6,RandomForest,0.0,358
8,False,True,MLP,Orotic acid,CMBT,negative,6,RandomForest,0.0,358
9,False,True,MLP,Oxalacetic acid,CMBT,negative,6,RandomForest,0.0,358
10,False,False,MLP,Oxidized glutathione,CMBT,negative,6,RandomForest,0.0,358
11,False,False,MLP,PA 16:0-18:1,CMBT,negative,6,RandomForest,0.0,358
12,False,False,MLP,PC (O) C16-18:1,CMBT,negative,6,RandomForest,0.0,358
13,False,False,MLP,PC 15:0-18:1,CMBT,negative,6,RandomForest,0.0,358
14,False,False,MLP,PE 18:0-20:4,CMBT,negative,6,RandomForest,0.0,358
15,False,False,MLP,Palmitic acid,CMBT,negative,6,RandomForest,0.0,358
0,True,True,MLP,Pantothenic acid,CMBT,negative,7,RandomForest,0.0,358
1,True,False,MLP,Phosphoenolpyruvic acid,CMBT,negative,7,RandomForest,0.0,358
2,True,False,MLP,Quinolinic acid,CMBT,negative,7,RandomForest,0.0,358
3,True,True,MLP,Succinic acid,CMBT,negative,7,RandomForest,0.0,358
4,False,False,MLP,Phenylalanine,CMBT,negative,7,RandomForest,0.0,358
5,False,False,MLP,Phosphocreatine,CMBT,negative,7,RandomForest,0.0,358
6,False,False,MLP,Proline,CMBT,negative,7,RandomForest,0.0,358
7,False,False,MLP,Propionylcarnitine,CMBT,negative,7,RandomForest,0.0,358
8,False,False,MLP,Putrescine,CMBT,negative,7,RandomForest,0.0,358
9,False,False,MLP,Pyridoxine,CMBT,negative,7,RandomForest,0.0,358
10,False,False,MLP,Pyruvic acid,CMBT,negative,7,RandomForest,0.0,358
11,False,True,MLP,Retinoic acid,CMBT,negative,7,RandomForest,0.0,358
12,False,True,MLP,Riboflavin,CMBT,negative,7,RandomForest,0.0,358
13,False,False,MLP,Ribulose,CMBT,negative,7,RandomForest,0.0,358
14,False,False,MLP,Ribulose 5-phosphate,CMBT,negative,7,RandomForest,0.0,358
0,True,False,MLP,Sulfo GalCer 18:0(2S-OH),CMBT,negative,8,RandomForest,0.0,358
1,True,False,MLP,Taurine,CMBT,negative,8,RandomForest,0.0,358
2,True,False,MLP,Taurocholic acid,CMBT,negative,8,RandomForest,0.0,358
3,True,False,MLP,Uracil,CMBT,negative,8,RandomForest,0.0,358
4,False,False,MLP,S-Adenosylhomocysteine,CMBT,negative,8,RandomForest,0.0,358
5,False,False,MLP,SM d18:1-16:0,CMBT,negative,8,RandomForest,0.0,358
6,False,True,MLP,Serine,CMBT,negative,8,RandomForest,0.0,358
7,False,False,MLP,Serotonin,CMBT,negative,8,RandomForest,0.0,358
8,False,False,MLP,Spermidine,CMBT,negative,8,RandomForest,0.0,358
9,False,True,MLP,TG 15:0-18:1-15:0,CMBT,negative,8,RandomForest,0.0,358
10,False,True,MLP,Tetrahydrofolic acid,CMBT,negative,8,RandomForest,0.0,358
11,False,False,MLP,Thiamine,CMBT,negative,8,RandomForest,0.0,358
12,False,False,MLP,Thymine,CMBT,negative,8,RandomForest,0.0,358
13,False,True,MLP,Tryptophan,CMBT,negative,8,RandomForest,0.0,358
0,True,True,MLP,Ureidosuccinic acid,CMBT,negative,9,RandomForest,0.0,358
1,True,False,MLP,Uridine,CMBT,negative,9,RandomForest,0.0,358
2,True,False,MLP,Uridine diphosphate glucose,CMBT,negative,9,RandomForest,0.0,358
3,True,True,MLP,cis-Aconitic acid,CMBT,negative,9,RandomForest,0.0,358
4,False,False,MLP,Tyrosine,CMBT,negative,9,RandomForest,0.0,358
5,False,False,MLP,Uric acid,CMBT,negative,9,RandomForest,0.0,358
6,False,False,MLP,Uridine diphosphate,CMBT,negative,9,RandomForest,0.0,358
7,False,False,MLP,Uridine diphosphate glucuronic acid,CMBT,negative,9,RandomForest,0.0,358
8,False,False,MLP,Uridine diphosphate-N-acetylglucosamine,CMBT,negative,9,RandomForest,0.0,358
9,False,True,MLP,Urocanic acid,CMBT,negative,9,RandomForest,0.0,358
10,False,False,MLP,Valine,CMBT,negative,9,RandomForest,0.0,358
11,False,False,MLP,Xanthine,CMBT,negative,9,RandomForest,0.0,358
12,False,False,MLP,gamma-Aminobutyric acid,CMBT,negative,9,RandomForest,0.0,358
13,False,False,MLP,myo-Inositol,CMBT,negative,9,RandomForest,0.0,358
0,True,True,MLP,2-Oxoglutaric acid,CMBT,negative,0,RandomForest,0.8333333333333333,58
1,True,False,MLP,3-Hydroxymethylglutaric acid,CMBT,negative,0,RandomForest,0.8333333333333333,58
2,True,True,MLP,"4,5-Dihydroorotic acid",CMBT,negative,0,RandomForest,0.8333333333333333,58
3,True,False,MLP,Asparagine,CMBT,negative,0,RandomForest,0.8333333333333333,58
4,True,False,MLP,Aspartic acid,CMBT,negative,0,RandomForest,0.8333333333333333,58
5,False,False,MLP,3-Hydroxyanthranilic acid,CMBT,negative,0,RandomForest,0.8333333333333333,58
6,False,True,MLP,3-Phosphoglyceric acid,CMBT,negative,0,RandomForest,0.8333333333333333,58
7,False,False,MLP,4-Hydroxyproline,CMBT,negative,0,RandomForest,0.8333333333333333,58
8,False,True,MLP,5-Hydroxyindoleacetic acid,CMBT,negative,0,RandomForest,0.8333333333333333,58
9,False,True,MLP,6-Phosphogluconic acid,CMBT,negative,0,RandomForest,0.8333333333333333,58
10,False,False,MLP,Acetoacetic acid,CMBT,negative,0,RandomForest,0.8333333333333333,58
11,False,True,MLP,Acetyl-CoA,CMBT,negative,0,RandomForest,0.8333333333333333,58
12,False,False,MLP,Acetylcarnitine,CMBT,negative,0,RandomForest,0.8333333333333333,58
13,False,False,MLP,Acetylcholine,CMBT,negative,0,RandomForest,0.8333333333333333,58
14,False,False,MLP,Adenine,CMBT,negative,0,RandomForest,0.8333333333333333,58
15,False,False,MLP,Adenosine diphosphate,CMBT,negative,0,RandomForest,0.8333333333333333,58
0,True,True,MLP,Biotin,CMBT,negative,1,RandomForest,0.8333333333333333,58
1,True,True,MLP,Cardiolipin 18:1,CMBT,negative,1,RandomForest,0.8333333333333333,58
2,True,True,MLP,Carnosine,CMBT,negative,1,RandomForest,0.8333333333333333,58
3,True,False,MLP,Cer d8:1/22:0 Cer,CMBT,negative,1,RandomForest,0.8333333333333333,58
4,True,True,MLP,Citric acid,CMBT,negative,1,RandomForest,0.8333333333333333,58
5,False,False,MLP,Adenosine monophosphate,CMBT,negative,1,RandomForest,0.8333333333333333,58
6,False,False,MLP,Agmatine,CMBT,negative,1,RandomForest,0.8333333333333333,58
7,False,False,MLP,Arginine,CMBT,negative,1,RandomForest,0.8333333333333333,58
8,False,True,MLP,Argininosuccinic acid,CMBT,negative,1,RandomForest,0.8333333333333333,58
9,False,False,MLP,Ascorbic acid,CMBT,negative,1,RandomForest,0.8333333333333333,58
10,False,False,MLP,Butyric acid,CMBT,negative,1,RandomForest,0.8333333333333333,58
11,False,False,MLP,Carnitine,CMBT,negative,1,RandomForest,0.8333333333333333,58
12,False,True,MLP,Cholecalciferol,CMBT,negative,1,RandomForest,0.8333333333333333,58
13,False,True,MLP,Cholic acid,CMBT,negative,1,RandomForest,0.8333333333333333,58
14,False,False,MLP,Choline,CMBT,negative,1,RandomForest,0.8333333333333333,58
15,False,False,MLP,Coenzyme A,CMBT,negative,1,RandomForest,0.8333333333333333,58
0,True,False,MLP,Citrulline,CMBT,negative,2,RandomForest,0.8333333333333333,58
1,True,False,MLP,Flavin adenine dinucleotide,CMBT,negative,2,RandomForest,0.8333333333333333,58
2,True,False,MLP,Flavin mononucleotide,CMBT,negative,2,RandomForest,0.8333333333333333,58
3,True,False,MLP,Folic acid,CMBT,negative,2,RandomForest,0.8333333333333333,58
4,True,False,MLP,Fumaric acid,CMBT,negative,2,RandomForest,0.8333333333333333,58
5,False,False,MLP,Creatine,CMBT,negative,2,RandomForest,0.8333333333333333,58
6,False,False,MLP,Creatinine,CMBT,negative,2,RandomForest,0.8333333333333333,58
7,False,False,MLP,Cyclic adenosine monophosphate,CMBT,negative,2,RandomForest,0.8333333333333333,58
8,False,False,MLP,Cysteine,CMBT,negative,2,RandomForest,0.8333333333333333,58
9,False,False,MLP,Cystine,CMBT,negative,2,RandomForest,0.8333333333333333,58
10,False,False,MLP,Cytidine,CMBT,negative,2,RandomForest,0.8333333333333333,58
11,False,False,MLP,Cytidine monophosphate,CMBT,negative,2,RandomForest,0.8333333333333333,58
12,False,False,MLP,Cytosine,CMBT,negative,2,RandomForest,0.8333333333333333,58
13,False,False,MLP,Dihydroxyacetone,CMBT,negative,2,RandomForest,0.8333333333333333,58
14,False,False,MLP,Dihydroxyacetone phosphate,CMBT,negative,2,RandomForest,0.8333333333333333,58
15,False,False,MLP,Dopamine,CMBT,negative,2,RandomForest,0.8333333333333333,58
0,True,True,MLP,GM3 Ganglioside 18:0,CMBT,negative,3,RandomForest,0.8333333333333333,58
1,True,False,MLP,Gluconic acid,CMBT,negative,3,RandomForest,0.8333333333333333,58
2,True,False,MLP,Glucosyl cholesterol,CMBT,negative,3,RandomForest,0.8333333333333333,58
3,True,False,MLP,Glutamic acid,CMBT,negative,3,RandomForest,0.8333333333333333,58
4,True,False,MLP,Histidine,CMBT,negative,3,RandomForest,0.8333333333333333,58
5,False,False,MLP,Epinephrine,CMBT,negative,3,RandomForest,0.8333333333333333,58
6,False,False,MLP,Estradiol,CMBT,negative,3,RandomForest,0.8333333333333333,58
7,False,False,MLP,"Fructose 1,6-bisphosphate",CMBT,negative,3,RandomForest,0.8333333333333333,58
8,False,True,MLP,GlcCer d18:1/18:0,CMBT,negative,3,RandomForest,0.8333333333333333,58
9,False,False,MLP,Glucosamine,CMBT,negative,3,RandomForest,0.8333333333333333,58
10,False,False,MLP,Glucosamine 6-phosphate,CMBT,negative,3,RandomForest,0.8333333333333333,58
11,False,True,MLP,Glucose,CMBT,negative,3,RandomForest,0.8333333333333333,58
12,False,False,MLP,Glucose 6-phosphate,CMBT,negative,3,RandomForest,0.8333333333333333,58
13,False,True,MLP,Glutamine,CMBT,negative,3,RandomForest,0.8333333333333333,58
14,False,False,MLP,Glutathione,CMBT,negative,3,RandomForest,0.8333333333333333,58
15,False,False,MLP,Glycerol 3-phosphate,CMBT,negative,3,RandomForest,0.8333333333333333,58
0,True,True,MLP,Kynurenic acid,CMBT,negative,4,RandomForest,0.8333333333333333,58
1,True,True,MLP,Lyso PA 18:1,CMBT,negative,4,RandomForest,0.8333333333333333,58
2,True,True,MLP,Lyso PG 16:0,CMBT,negative,4,RandomForest,0.8333333333333333,58
3,True,True,MLP,Lyso PI 17:1,CMBT,negative,4,RandomForest,0.8333333333333333,58
4,True,True,MLP,Lyso PS 17:1,CMBT,negative,4,RandomForest,0.8333333333333333,58
5,False,False,MLP,Glycerophosphocholine,CMBT,negative,4,RandomForest,0.8333333333333333,58
6,False,False,MLP,Glycine,CMBT,negative,4,RandomForest,0.8333333333333333,58
7,False,False,MLP,Guanine,CMBT,negative,4,RandomForest,0.8333333333333333,58
8,False,False,MLP,Histamine,CMBT,negative,4,RandomForest,0.8333333333333333,58
9,False,False,MLP,Homocysteine,CMBT,negative,4,RandomForest,0.8333333333333333,58
10,False,False,MLP,Hypoxanthine,CMBT,negative,4,RandomForest,0.8333333333333333,58
11,False,True,MLP,Kynurenine,CMBT,negative,4,RandomForest,0.8333333333333333,58
12,False,False,MLP,L-Dopa,CMBT,negative,4,RandomForest,0.8333333333333333,58
13,False,False,MLP,Lactic acid,CMBT,negative,4,RandomForest,0.8333333333333333,58
14,False,False,MLP,Lyso PC 15:0,CMBT,negative,4,RandomForest,0.8333333333333333,58
15,False,False,MLP,Lyso PE 18:0,CMBT,negative,4,RandomForest,0.8333333333333333,58
0,True,True,MLP,Malic acid,CMBT,negative,5,RandomForest,0.8333333333333333,58
1,True,False,MLP,N-Acetylaspartic acid,CMBT,negative,5,RandomForest,0.8333333333333333,58
2,True,True,MLP,N-Acetylaspartylglutamic acid,CMBT,negative,5,RandomForest,0.8333333333333333,58
3,True,False,MLP,N-Acetylglucosamine,CMBT,negative,5,RandomForest,0.8333333333333333,58
4,True,True,MLP,PG 16:0-18:1,CMBT,negative,5,RandomForest,0.8333333333333333,58
5,False,False,MLP,Malonic acid,CMBT,negative,5,RandomForest,0.8333333333333333,58
6,False,False,MLP,Melatonin,CMBT,negative,5,RandomForest,0.8333333333333333,58
7,False,False,MLP,Methionine,CMBT,negative,5,RandomForest,0.8333333333333333,58
8,False,True,MLP,Mevalonic acid,CMBT,negative,5,RandomForest,0.8333333333333333,58
9,False,False,MLP,Myo-inositol 1-phosphate,CMBT,negative,5,RandomForest,0.8333333333333333,58
10,False,False,MLP,N-Acetylgalactosamine 6-phosphate,CMBT,negative,5,RandomForest,0.8333333333333333,58
11,False,False,MLP,"N6,N6,N6-Trimethyllysine",CMBT,negative,5,RandomForest,0.8333333333333333,58
12,False,False,MLP,Niacinamide,CMBT,negative,5,RandomForest,0.8333333333333333,58
13,False,False,MLP,Nicotinamide adenine dinucleotide (NAD),CMBT,negative,5,RandomForest,0.8333333333333333,58
14,False,False,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",CMBT,negative,5,RandomForest,0.8333333333333333,58
15,False,False,MLP,Nicotinamide riboside,CMBT,negative,5,RandomForest,0.8333333333333333,58
0,True,True,MLP,PI 16:0-18:1,CMBT,negative,6,RandomForest,0.8333333333333333,58
1,True,True,MLP,PI(5)P 18:1,CMBT,negative,6,RandomForest,0.8333333333333333,58
2,True,False,MLP,PS (POPS) 16:0-18:1,CMBT,negative,6,RandomForest,0.8333333333333333,58
3,True,False,MLP,Palmitoyl-CoA,CMBT,negative,6,RandomForest,0.8333333333333333,58
4,True,True,MLP,Pantetheine,CMBT,negative,6,RandomForest,0.8333333333333333,58
5,False,False,MLP,Nicotinamide ribotide,CMBT,negative,6,RandomForest,0.8333333333333333,58
6,False,True,MLP,Nicotinic acid,CMBT,negative,6,RandomForest,0.8333333333333333,58
7,False,False,MLP,Ornithine,CMBT,negative,6,RandomForest,0.8333333333333333,58
8,False,True,MLP,Orotic acid,CMBT,negative,6,RandomForest,0.8333333333333333,58
9,False,True,MLP,Oxalacetic acid,CMBT,negative,6,RandomForest,0.8333333333333333,58
10,False,False,MLP,Oxidized glutathione,CMBT,negative,6,RandomForest,0.8333333333333333,58
11,False,False,MLP,PA 16:0-18:1,CMBT,negative,6,RandomForest,0.8333333333333333,58
12,False,False,MLP,PC (O) C16-18:1,CMBT,negative,6,RandomForest,0.8333333333333333,58
