,mean_abs_shap_value,std_abs_shap_value,feature_name,matrix,polarity
181,0.0013060012552697,0.0046958689368076,334,pNA,positive
182,0.0013057275890539,0.0065647632138686,143,pNA,positive
183,0.0012923635108193,0.0040521727225673,1399,pNA,positive
184,0.0012733972791121,0.00258268344473,1738,pNA,positive
185,0.0012695945924799,0.0055377381860865,1154,pNA,positive
186,0.0012270087766179,0.0024969127178354,245,pNA,positive
187,0.0012126430469889,0.0055028566057392,228,pNA,positive
188,0.0011831771446657,0.0034827839093848,116,pNA,positive
189,0.0010781386519984,0.0039997506740631,1226,pNA,positive
190,0.0010662399383367,0.0019134176669834,577,pNA,positive
191,0.0010325335130773,0.0036275936776564,823,pNA,positive
192,0.0009821998701172,0.0035584395618671,1614,pNA,positive
193,0.0009810066460803,0.0034878578526523,134,pNA,positive
194,0.0009690846617696,0.0045273069366163,1440,pNA,positive
195,0.0009582409340179,0.0028395146842952,463,pNA,positive
196,0.0009563008442924,0.0033923711791568,724,pNA,positive
197,0.0009361300114834,0.004400994909462,1308,pNA,positive
198,0.0009317365815921,0.0033024731071201,829,pNA,positive
199,0.0009175312922624,0.0026305653525681,79,pNA,positive
200,0.0009125121425092,0.0041034529058807,849,pNA,positive
201,0.0009045123996408,0.0030612295959128,599,pNA,positive
202,0.000898787992606,0.0023229122267011,1302,pNA,positive
203,0.0008965330995675,0.0043546077629403,1711,pNA,positive
204,0.0008885196173099,0.002644321852434,758,pNA,positive
205,0.0008797517146824,0.002410380448804,1391,pNA,positive
206,0.0008763192434468,0.00337630374185,1908,pNA,positive
207,0.0008762975859154,0.0043432226628314,1027,pNA,positive
208,0.0008725244033705,0.001787998723658,362,pNA,positive
209,0.0008605524925797,0.0053291308999309,446,pNA,positive
210,0.0008481795342573,0.0032038796414467,45,pNA,positive
211,0.0008193714028741,0.0029569146456567,387,pNA,positive
212,0.0008152590963315,0.0039729513235975,27,pNA,positive
213,0.000810928595372,0.0040248345442766,1536,pNA,positive
214,0.0007868853317638,0.00325113092688,1003,pNA,positive
215,0.0007647376333559,0.0026987184452011,1168,pNA,positive
216,0.0007466872440724,0.0026454403303246,229,pNA,positive
217,0.0007377494295889,0.0035917526882198,1742,pNA,positive
218,0.0007367995011946,0.0038209696068147,1898,pNA,positive
219,0.000733644991683,0.0039002889167776,652,pNA,positive
220,0.0007262123824647,0.0037563445629338,1292,pNA,positive
221,0.0007229310279998,0.0036785108043591,1974,pNA,positive
222,0.0007058196156918,0.0018102471371148,953,pNA,positive
223,0.0007033490472884,0.003365321415747,259,pNA,positive
224,0.0007022755209022,0.0034188395892477,1128,pNA,positive
225,0.0006952587719944,0.0035515124971855,106,pNA,positive
226,0.000679766044634,0.0033292111631741,1236,pNA,positive
227,0.0006796199955109,0.0022965587018728,1476,pNA,positive
228,0.000678415262418,0.0039433239088844,592,pNA,positive
229,0.0006700372366443,0.0033313962446536,1294,pNA,positive
230,0.0006229881987427,0.0079781416700083,1022,pNA,positive
231,0.0006184062774495,0.0030474984821517,191,pNA,positive
232,0.0006183705048649,0.0015393813845492,62,pNA,positive
233,0.0005955431837433,0.0017435139721918,1366,pNA,positive
234,0.0005951056426221,0.0055654689817093,141,pNA,positive
235,0.0005642845467898,0.0027576708961424,1582,pNA,positive
236,0.0005548725675935,0.0017789424981654,1963,pNA,positive
237,0.0005503357077583,0.0011155635735126,1035,pNA,positive
238,0.0005379987322984,0.0027087122946172,457,pNA,positive
239,0.0005298086188056,0.0067848608165502,781,pNA,positive
240,0.0005251984253074,0.0067258215330949,275,pNA,positive
241,0.0005217566713051,0.0018478495263959,1507,pNA,positive
242,0.0005181469070604,0.001029697681566,1182,pNA,positive
243,0.0005155303531589,0.0025264725616704,322,pNA,positive
244,0.0005122252667278,0.0014047903904052,1922,pNA,positive
245,0.0005110979066878,0.0025519027221701,1065,pNA,positive
246,0.0005083447152918,0.0065099887349116,1413,pNA,positive
247,0.0005047668785147,0.001615392822627,1251,pNA,positive
248,0.0004939959130503,0.0045450042674896,528,pNA,positive
249,0.0004858584014899,0.0023870234395438,900,pNA,positive
250,0.0004847588763554,0.0030416770717253,1526,pNA,positive
251,0.0004816767207916,0.002441460159909,455,pNA,positive
252,0.0004751440951374,0.0013770469614263,760,pNA,positive
253,0.0004742143766351,0.0021903464087847,395,pNA,positive
254,0.0004674672636197,0.0022995801913025,766,pNA,positive
255,0.0004657267945279,0.0021123615121656,1734,pNA,positive
256,0.0004596428926325,0.0022490749330928,1228,pNA,positive
257,0.0004539409619445,0.0019521092409658,1932,pNA,positive
258,0.0004538875140073,0.0022991286832583,498,pNA,positive
259,0.0004483455151178,0.002320555171632,255,pNA,positive
260,0.0004479547628513,0.0020876853187336,1576,pNA,positive
261,0.0004413802497843,0.0020854433329162,835,pNA,positive
262,0.0004364524927096,0.0012279625696691,325,pNA,positive
263,0.0004316084485804,0.0009051840632548,1349,pNA,positive
264,0.0004260860515718,0.0017618804966347,67,pNA,positive
265,0.0004260279803571,0.0020833493143165,305,pNA,positive
266,0.0004191551969347,0.0016298875433063,802,pNA,positive
267,0.0004113630362898,0.0020542593300554,321,pNA,positive
268,0.0004106205817482,0.0017707387613739,785,pNA,positive
269,0.0004041955887892,0.0018758111647472,432,pNA,positive
270,0.0004020748497304,0.001151805872065,487,pNA,positive
271,0.0003975910119868,0.0004165222371575,881,pNA,positive
272,0.0003902578875678,0.001350420136058,1145,pNA,positive
273,0.0003833308406297,0.0018975256187417,179,pNA,positive
274,0.0003791924720754,0.0004429533318228,1319,pNA,positive
275,0.0003749886895809,0.0018801408291396,795,pNA,positive
276,0.0003746290444503,0.001459483060187,1685,pNA,positive
277,0.0003729641495281,0.001783808676306,1944,pNA,positive
278,0.0003616182641549,0.0046309733438179,1992,pNA,positive
279,0.0003600135512731,0.0015271810705224,1550,pNA,positive
280,0.0003394410912278,0.0002650961166555,1028,pNA,positive
281,0.0003289775409443,0.0017181499427008,1282,pNA,positive
282,0.0003218913312814,0.0005592773426249,1946,pNA,positive
283,0.0003107686868108,0.0012787365811394,35,pNA,positive
284,0.000307402642519,0.0014762418391557,361,pNA,positive
285,0.0003052715309644,0.0003565823098525,1835,pNA,positive
286,0.0003047579185669,0.001438505307846,1727,pNA,positive
287,0.0003018589613076,0.0014544131753335,1949,pNA,positive
288,0.0002973790986068,0.0027455676528991,854,pNA,positive
289,0.0002969467321484,0.0014217003098245,264,pNA,positive
290,0.000295041264414,0.0007475583149577,892,pNA,positive
291,0.0002903865636367,0.0007661603332934,1097,pNA,positive
292,0.000280541250289,0.0010892802198526,2034,pNA,positive
293,0.0002645450528771,0.0006159880595563,1451,pNA,positive
294,0.0002626025767037,0.003362953847408,2001,pNA,positive
295,0.0002623506866009,0.001584812772831,470,pNA,positive
296,0.0002599111560619,0.0033284868459185,998,pNA,positive
297,0.0002542773863584,0.000728975012222,479,pNA,positive
298,0.0002468769503566,0.0011023069462248,237,pNA,positive
299,0.0002455001711567,0.0006389925073587,1887,pNA,positive
300,0.0002453046491196,0.0007934914503106,697,pNA,positive
301,0.0002396705202348,0.0011804852331717,841,pNA,positive
302,0.0002364406983057,0.0030279183320743,1652,pNA,positive
303,0.0002318314605817,0.0009243108032134,92,pNA,positive
304,0.0002267879206335,0.0003320463974068,600,pNA,positive
305,0.0002262025547426,0.0009695492183431,640,pNA,positive
306,0.0002255188375397,0.0010520844468072,837,pNA,positive
307,0.0002244947030979,0.0010043383758649,323,pNA,positive
308,0.0002161974438753,0.0010823418396298,1691,pNA,positive
309,0.0002142146907069,0.0027432865561596,636,pNA,positive
310,0.000213647724101,0.0027360258409274,727,pNA,positive
311,0.0002135198902,0.0027343887682273,431,pNA,positive
312,0.0002076717940243,0.0026594965954973,142,pNA,positive
313,0.000207669570626,0.0010496511032821,26,pNA,positive
314,0.0002070060902924,0.0023514951337625,1923,pNA,positive
315,0.0002049034814566,0.0006428559169,481,pNA,positive
316,0.0001961151237165,0.0008502889541782,679,pNA,positive
317,0.0001913985758915,0.0006916394972722,303,pNA,positive
318,0.0001891274005174,0.002422012484432,398,pNA,positive
319,0.0001837891611185,0.0023536496642718,1604,pNA,positive
320,0.0001806279136375,0.0023131659435396,910,pNA,positive
321,0.0001757819830276,0.0004551084740519,1567,pNA,positive
322,0.0001733445388708,0.0007129571719276,1715,pNA,positive
323,0.0001681443157399,0.0007193751381249,184,pNA,positive
324,0.0001679025920201,0.000514738649449,1725,pNA,positive
325,0.000157899104736,0.0014479097709648,115,pNA,positive
326,0.0001487025934638,0.0019043223607548,444,pNA,positive
327,0.0001468724147839,0.0013262626324961,1832,pNA,positive
328,0.0001413468132242,0.0006453684326045,1365,pNA,positive
329,0.0001302781204382,0.001197922014779,1375,pNA,positive
330,0.0001271174513698,0.0004561614373253,1362,pNA,positive
331,0.0001254652061564,0.0002007262945742,252,pNA,positive
332,0.0001254065682725,0.0002365479560491,2044,pNA,positive
333,0.0001240785487673,0.0015889807259154,394,pNA,positive
334,0.000122836435383,0.0015730739132816,1828,pNA,positive
335,0.0001227750584031,0.001572287904427,971,pNA,positive
336,0.0001161406776218,0.0014873263756649,370,pNA,positive
337,0.0001100051922328,0.0014087538252593,810,pNA,positive
338,0.0001091809322436,0.0013981981470298,1041,pNA,positive
339,0.0001059893143915,0.0004128698120754,1004,pNA,positive
340,0.0001029893845366,0.0003810939485895,675,pNA,positive
341,0.0001008087148269,0.0012909814505051,221,pNA,positive
342,8.702522538828127e-05,0.0011144666599035,1389,pNA,positive
343,8.661749236511462e-05,0.0011092451294974,336,pNA,positive
344,8.1822829264583e-05,0.0010478434824787,1134,pNA,positive
345,8.072638601967782e-05,0.0010338021578459,966,pNA,positive
346,8.004529199459312e-05,0.0001756272730493,1416,pNA,positive
347,7.655557475899128e-05,0.0003299449085698,352,pNA,positive
348,7.38611881868506e-05,0.0002675371938143,606,pNA,positive
349,7.231355772433266e-05,0.0002125995976365,1328,pNA,positive
350,6.023126682548812e-05,0.0007713365689231,1144,pNA,positive
351,5.903795740812601e-05,9.574245450184362e-05,1430,pNA,positive
352,5.858955698978676e-05,0.000145688868375,1995,pNA,positive
353,4.853505754109585e-05,0.0006215520066131,1904,pNA,positive
354,4.286574143351931e-05,0.0005489493358569,898,pNA,positive
355,4.050093642971984e-05,8.046740237530589e-05,1831,pNA,positive
356,3.996576521206986e-05,0.0003673989120861,533,pNA,positive
357,3.5647986541417514e-05,0.0003982447906172,832,pNA,positive
358,3.49641072027611e-05,0.0004477590445404,2018,pNA,positive
359,3.039354006900932e-05,0.0003892272261545,1508,pNA,positive
360,2.297522979929592e-05,0.0002942265015769,297,pNA,positive
361,1.5015452817985503e-05,0.0001922916197497,1733,pNA,positive
362,9.347747475134604e-06,0.0001197095768468,1773,pNA,positive
363,6.637063272523157e-06,8.499588141133679e-05,1942,pNA,positive
364,0.0,0.0,1511,pNA,positive
365,0.8532693550921977,0.4783452431732932,1873,pNA,negative
366,0.7225003114552238,0.6062398762860319,pka_strongest_basic,pNA,negative
367,0.661565318025896,0.5694294321356607,polar_surface_area,pNA,negative
368,0.6345004669390619,0.3801666832750446,1564,pNA,negative
369,0.4990908549167215,0.3772011999560655,1917,pNA,negative
370,0.4777909154538065,0.2246162334907965,389,pNA,negative
371,0.4448654126841574,0.4238420011020956,1750,pNA,negative
372,0.4348838738864288,0.2419707633891731,1380,pNA,negative
373,0.4056704657617956,0.5089573799796281,650,pNA,negative
374,0.4000107095169369,0.3422691132399563,physiological_charge,pNA,negative
375,0.3804681358393281,0.2452805434039082,1911,pNA,negative
376,0.3277693902608007,0.403645902013728,314,pNA,negative
377,0.2784390751894534,0.2408772301899723,donor_count,pNA,negative
378,0.2686547377845272,0.169177004209698,486,pNA,negative
379,0.2609240467078052,0.2795923322329243,378,pNA,negative
380,0.255338436603779,0.3219298231500501,1114,pNA,negative
381,0.2317527511855587,0.244932129022922,80,pNA,negative
382,0.2234723425237462,0.0888553372800072,1,pNA,negative
383,0.2226138611051283,0.2079601407924041,pka_strongest_acidic,pNA,negative
384,0.2192080694017932,0.1060955852169726,1171,pNA,negative
385,0.2112987825006712,0.1164231612715585,1057,pNA,negative
386,0.2108527964795939,0.376349427345677,807,pNA,negative
387,0.2013220303459093,0.18852342124813,786,pNA,negative
388,0.1906649726326577,0.413517352941106,875,pNA,negative
389,0.1898797109373845,0.1462961278039209,1152,pNA,negative
390,0.1815278924972517,0.1453521472325421,polarizability,pNA,negative
391,0.1784072318230755,0.1134662558929384,192,pNA,negative
392,0.173583728284575,0.2087665160863911,1452,pNA,negative
393,0.165820749712293,0.1308416852619673,1838,pNA,negative
394,0.1608036578822066,0.1511423692665137,acceptor_count,pNA,negative
395,0.1558783142827451,0.2103277687290941,715,pNA,negative
396,0.1515210350044071,0.0978599595996559,1257,pNA,negative
397,0.1448496194207109,0.1722349758024698,222,pNA,negative
398,0.1434527196921408,0.1777146890231421,926,pNA,negative
399,0.1381734252237947,0.0750731156140573,695,pNA,negative
400,0.1374385492337751,0.1457695461993739,694,pNA,negative
401,0.1309248735564324,0.1125126180091214,1019,pNA,negative
402,0.1252102112367993,0.232660128936561,1088,pNA,negative
403,0.1243865079304669,0.1764527909084697,1840,pNA,negative
404,0.1215833148537058,0.2578969445443532,1745,pNA,negative
405,0.1149204773362726,0.1048723670494752,980,pNA,negative
406,0.1075141382825677,0.1091181656932234,1849,pNA,negative
407,0.1030013256793608,0.1203175554419386,656,pNA,negative
408,0.1018493483587008,0.0994384114541957,1716,pNA,negative
409,0.1009845704655163,0.138872853218222,1356,pNA,negative
410,0.1006603004527278,0.1253618660042545,1386,pNA,negative
411,0.0893402591260383,0.126342147033982,401,pNA,negative
412,0.0890032333758426,0.1027213044963503,294,pNA,negative
413,0.0773528813228949,0.1303155462480507,1457,pNA,negative
414,0.0754531613266408,0.2443937268845238,119,pNA,negative
415,0.075414549279958,0.1020946901016965,981,pNA,negative
416,0.0645507786422967,0.1362809575954209,1879,pNA,negative
417,0.0607467758227358,0.1049257225615367,577,pNA,negative
418,0.0587776221451349,0.0818482369622679,667,pNA,negative
419,0.058759061206365,0.0907279512367138,69,pNA,negative
420,0.0583174525408139,0.0751653458401064,610,pNA,negative
421,0.0580476058501517,0.1261420429112085,1385,pNA,negative
422,0.0580411977258336,0.0540391764270759,1844,pNA,negative
423,0.0554774676918896,0.0527433705513679,739,pNA,negative
424,0.0549704883800586,0.094754715328206,117,pNA,negative
425,0.0538899904225672,0.1756495542084482,1357,pNA,negative
426,0.0480675192600756,0.0815073796512174,1136,pNA,negative
427,0.0460938380112338,0.0525999285503738,1487,pNA,negative
428,0.045625114365248,0.1195852833265998,713,pNA,negative
429,0.0454210864641936,0.0926100549810365,41,pNA,negative
430,0.044304447970353,0.0942874916782837,446,pNA,negative
431,0.0442435091295919,0.1053461804406328,932,pNA,negative
432,0.0436832876643165,0.0483302177995511,1017,pNA,negative
433,0.0418645365325573,0.0562691800993262,794,pNA,negative
434,0.0382363507786067,0.0545873228410652,140,pNA,negative
435,0.0376434173716916,0.0668323434726202,1060,pNA,negative
436,0.0375206797103146,0.1150601030622398,1624,pNA,negative
437,0.0365118513909692,0.07059961112285,643,pNA,negative
438,0.0361340151378271,0.119007730928486,1349,pNA,negative
439,0.0356745565950404,0.0699319466472857,489,pNA,negative
440,0.035151967587717,0.0800723210596382,1722,pNA,negative
441,0.0349045235395806,0.1686870227409255,456,pNA,negative
442,0.0342724151022594,0.0831641652858923,1274,pNA,negative
443,0.0340541290133842,0.0498029519322504,319,pNA,negative
444,0.0335758435245224,0.0917258793647216,785,pNA,negative
445,0.032875662817878,0.1162897580375032,1093,pNA,negative
446,0.0323415364935499,0.1082578190426619,1302,pNA,negative
447,0.0318823619672912,0.0734555164019981,1693,pNA,negative
448,0.0316494100938143,0.1104231773417439,576,pNA,negative
449,0.0309124212100869,0.0715056615006502,806,pNA,negative
450,0.0295274995014551,0.0809620351057739,463,pNA,negative
451,0.0290695062433314,0.0700813886462292,1323,pNA,negative
452,0.0290262473760776,0.0271550161197718,1737,pNA,negative
453,0.0273336089710824,0.0514440910572223,1732,pNA,negative
454,0.0264778078528706,0.0798568636314105,1754,pNA,negative
455,0.0262248009867107,0.0844599253796271,482,pNA,negative
456,0.0257139583209209,0.0514820786483413,1724,pNA,negative
457,0.0249821268882897,0.0376641527342555,227,pNA,negative
458,0.0243076074735654,0.0664425783882634,1003,pNA,negative
459,0.023431611151318,0.0462061818587474,2038,pNA,negative
460,0.0234210998909134,0.0817861761951966,2004,pNA,negative
461,0.0231526376999681,0.0546749876070793,1476,pNA,negative
462,0.0227008207679318,0.0430331432044563,736,pNA,negative
463,0.0219422049191962,0.0727114723518998,1974,pNA,negative
464,0.0217653321160469,0.040047794627169,283,pNA,negative
465,0.0214315818936484,0.0286862500989011,118,pNA,negative
466,0.0211649757242412,0.0738749267694962,1243,pNA,negative
467,0.0210326519154477,0.0762178085490009,81,pNA,negative
