,observed_value,prediction,regressor,name_short,matrix,polarity,fold
0,4.814306627793246,4.054145702070993,MLP,2-Oxoglutaric acid,9AA,negative,0
1,3.754200406487889,3.7692908335419473,MLP,3-Hydroxyanthranilic acid,9AA,negative,0
2,5.164587787189345,4.038684099668464,MLP,3-Phosphoglyceric acid,9AA,negative,0
3,4.971478312451223,4.056812324713982,MLP,"4,5-Dihydroorotic acid",9AA,negative,0
4,3.3765543523528434,3.8641277829598284,MLP,4-Hydroxyproline,9AA,negative,0
5,2.4740469582468996,3.853998864961218,MLP,5-Hydroxyindoleacetic acid,9AA,negative,0
6,5.012308835041252,3.7993590452942243,MLP,6-Phosphogluconic acid,9AA,negative,0
7,5.311557557961862,4.049076480055667,MLP,Acetyl-CoA,9AA,negative,0
8,3.4068141934002796,3.726774094889003,MLP,Adenine,9AA,negative,0
9,5.939249906533922,4.207328698699622,MLP,Adenosine diphosphate,9AA,negative,0
10,5.608065874035438,4.044486772889756,MLP,Adenosine monophosphate,9AA,negative,0
11,3.8239163362540958,4.06294955720342,MLP,Arginine,9AA,negative,0
12,3.9789439936786417,4.113060020897971,MLP,Ascorbic acid,9AA,negative,0
13,0.0,4.0553957276173085,MLP,3-Hydroxymethylglutaric acid,9AA,negative,0
14,0.0,4.080194717756322,MLP,Acetoacetic acid,9AA,negative,0
15,0.0,3.9116161966432528,MLP,Acetylcarnitine,9AA,negative,0
16,0.0,4.0622740870657275,MLP,Agmatine,9AA,negative,0
17,0.0,3.993393204811965,MLP,Cholecalciferol,9AA,negative,0
0,4.443890343962045,4.032625260020985,MLP,Argininosuccinic acid,9AA,negative,1
1,3.055972327319788,4.1437801153017535,MLP,Asparagine,9AA,negative,1
2,4.208115674739658,4.121242769888005,MLP,Aspartic acid,9AA,negative,1
3,3.3752408900526563,4.144267877821275,MLP,Cardiolipin 18:1,9AA,negative,1
4,1.8790650130886557,3.915362139802801,MLP,Carnitine,9AA,negative,1
5,5.079465529733637,4.0476769409995415,MLP,Carnosine,9AA,negative,1
6,2.4966527593328354,3.8586337418390673,MLP,Cer d8:1/22:0 Cer,9AA,negative,1
7,4.2583717408536526,3.748975790288783,MLP,Cholic acid,9AA,negative,1
8,5.206625379926532,4.282496257353538,MLP,Citric acid,9AA,negative,1
9,4.08369265554015,4.03816276982087,MLP,Citrulline,9AA,negative,1
10,4.29330833634685,4.132450510667042,MLP,Dihydroxyacetone phosphate,9AA,negative,1
11,5.116510282418326,4.143585436266153,MLP,Flavin mononucleotide,9AA,negative,1
12,5.577610157677287,4.143459053874825,MLP,"Fructose 1,6-bisphosphate",9AA,negative,1
