,observed_value,prediction,regressor,name_short,matrix,polarity,fold
0,4.814306627793246,4.0568794804007595,MLP,2-Oxoglutaric acid,9AA,negative,0
1,3.754200406487889,3.7489560549785645,MLP,3-Hydroxyanthranilic acid,9AA,negative,0
2,5.164587787189345,4.020780261807839,MLP,3-Phosphoglyceric acid,9AA,negative,0
3,4.971478312451223,4.061003062285354,MLP,"4,5-Dihydroorotic acid",9AA,negative,0
4,3.3765543523528434,3.8797034343281798,MLP,4-Hydroxyproline,9AA,negative,0
5,2.4740469582468996,3.8658989791234992,MLP,5-Hydroxyindoleacetic acid,9AA,negative,0
6,5.012308835041252,3.79171541012815,MLP,6-Phosphogluconic acid,9AA,negative,0
7,5.311557557961862,4.0209843230290305,MLP,Acetyl-CoA,9AA,negative,0
8,3.4068141934002796,3.6960145900681933,MLP,Adenine,9AA,negative,0
9,5.939249906533922,4.202629534374267,MLP,Adenosine diphosphate,9AA,negative,0
10,5.608065874035438,4.053215710940116,MLP,Adenosine monophosphate,9AA,negative,0
11,3.8239163362540958,4.052864964497004,MLP,Arginine,9AA,negative,0
12,3.9789439936786417,4.116569501337776,MLP,Ascorbic acid,9AA,negative,0
13,0.0,4.059369917047058,MLP,3-Hydroxymethylglutaric acid,9AA,negative,0
14,0.0,4.039455486826562,MLP,Acetoacetic acid,9AA,negative,0
15,0.0,3.932669395117517,MLP,Acetylcarnitine,9AA,negative,0
16,0.0,4.053877184520773,MLP,Agmatine,9AA,negative,0
17,0.0,3.998964428313182,MLP,Cholecalciferol,9AA,negative,0
0,4.443890343962045,4.055998468470246,MLP,Argininosuccinic acid,9AA,negative,1
1,3.055972327319788,4.11096969260261,MLP,Asparagine,9AA,negative,1
2,4.208115674739658,4.147563631132178,MLP,Aspartic acid,9AA,negative,1
3,3.3752408900526563,4.109438618194816,MLP,Cardiolipin 18:1,9AA,negative,1
4,1.8790650130886557,3.950352637570551,MLP,Carnitine,9AA,negative,1
5,5.079465529733637,4.041780410514246,MLP,Carnosine,9AA,negative,1
6,2.4966527593328354,3.905468113506846,MLP,Cer d8:1/22:0 Cer,9AA,negative,1
7,4.2583717408536526,3.720525452582358,MLP,Cholic acid,9AA,negative,1
8,5.206625379926532,4.317542251044278,MLP,Citric acid,9AA,negative,1
9,4.08369265554015,4.063931436878725,MLP,Citrulline,9AA,negative,1
