feature_name,mean_abs_shap,matrix,polarity
1716,0.20901424852407471,9AA,positive
donor_count,0.20872244419014985,NEDC,negative
1716,0.20672326826236465,NEDC,positive
1380,0.20655536945560016,NEDC,positive
1838,0.20650432465705448,ClCCA,negative
1257,0.20641248911746185,CMBT,positive
192,0.20613457196248838,CHCA,negative
1380,0.206028137421349,DAN,positive
980,0.20497179182928912,NOR,negative
1152,0.2049287905884822,NEDC,positive
donor_count,0.20438770130124834,MAPS,positive
1257,0.20416145278202638,DHAP,positive
1750,0.20345309568625508,NOR,positive
695,0.2030194169404044,MAPS,negative
1152,0.2029708992996359,MAPS,negative
610,0.20296632672173226,DHAP,positive
physiological_charge,0.20153858537312536,CMBT,negative
1380,0.20128018383939678,CHCA,negative
118,0.200650704488384,NOR,positive
1257,0.20055996131104153,CHCA,negative
1019,0.19973180908038138,CHCA,negative
294,0.1992363490721887,9AA,positive
1356,0.19906813591365857,DAN,negative
1257,0.19812754570986285,NEDC,positive
294,0.19757090931563007,CMBT,negative
1873,0.19731169576544794,NOR,negative
694,0.1970910330103393,DAN,negative
donor_count,0.19669748024046763,CHCA,positive
1838,0.1959787145731788,DHB,negative
695,0.19591558853615865,NEDC,positive
628,0.19575194599666845,DAN,negative
378,0.19538137146596318,DHAP,positive
378,0.19360879804771686,pNA,negative
118,0.1935854469439546,9AA,negative
981,0.19289939323771585,DAN,negative
1917,0.19269248637624226,MAPS,negative
1457,0.1926466650639971,DHAP,positive
1873,0.19240090946950658,pNA,negative
118,0.1917195296748715,NOR,negative
1,0.19147011855404597,MAPS,negative
1911,0.19095986337889348,DAN,positive
378,0.19088889349343405,9AA,negative
656,0.19087872380210508,CMBT,negative
222,0.19082916172598402,9AA,negative
physiological_charge,0.1905077947607038,DHAP,positive
786,0.1896256720710715,CMBT,positive
polar_surface_area,0.18865016078423152,MAPS,positive
1380,0.1879815960949805,CMBT,negative
414,0.18750624107254063,DAN,negative
physiological_charge,0.18743412957278038,CMBT,positive
1171,0.18730470947850722,pNA,positive
1716,0.18712332060588807,CMBT,positive
486,0.18710974435406652,NEDC,positive
1819,0.18709416622295977,CMBT,positive
1716,0.18624671035460338,pNA,positive
628,0.18593517935440584,9AA,negative
294,0.18585778986047388,NOR,positive
1,0.18541928262830795,pNA,positive
378,0.18519808055880743,ClCCA,negative
1564,0.18480997488169545,DAN,positive
650,0.18465609719863982,NOR,negative
donor_count,0.1839103518427664,DHB,positive
pka_strongest_acidic,0.18306466541393535,CHCA,negative
1257,0.18300721639838474,9AA,positive
739,0.1826458052829182,DHAP,negative
378,0.18236666893650147,NOR,negative
1911,0.18215378333230084,DHB,negative
628,0.18202694294603994,NOR,negative
319,0.1820168518604128,DAN,negative
1257,0.1819228791166097,pNA,positive
981,0.18167005940369382,NOR,negative
926,0.18163843342085922,9AA,negative
1,0.1812965308096917,DHB,negative
1911,0.1812645656797527,DHAP,positive
192,0.1809906558784998,MAPS,negative
1457,0.18089768257782315,CMBT,positive
80,0.18036833985348824,NOR,positive
192,0.18020208248382028,ClCCA,negative
486,0.17941259384966474,9AA,positive
610,0.1782199875966674,CMBT,positive
650,0.17821387145429468,CHCA,negative
486,0.17812218671499552,MAPS,negative
1380,0.1780767137750398,ClCCA,negative
1911,0.1780322230380989,pNA,negative
319,0.17764749156848236,9AA,negative
807,0.17697080637562584,9AA,negative
1844,0.17696752044456926,NOR,positive
935,0.17689501975257338,DAN,negative
1171,0.17638964181286143,DHAP,positive
807,0.17609212025294477,DHAP,positive
1849,0.1760673959259734,DHAP,positive
192,0.17501130693263428,DHB,negative
147,0.1749505817409676,9AA,positive
1564,0.1749409887056092,MAPS,positive
389,0.17473322601751823,CHCA,positive
650,0.17417717054521553,NOR,positive
1745,0.17394723368385817,DHAP,negative
926,0.17349257620684733,CMBT,positive
1057,0.17345464690663379,DHAP,positive
118,0.1732979207579636,MAPS,negative
147,0.1731010359982329,CMBT,negative
389,0.17230751986781162,DHB,positive
1176,0.17148354965525656,DHAP,negative
695,0.17141499810550626,ClCCA,negative
1840,0.17118690271456183,9AA,negative
1171,0.17096400201297934,DAN,positive
1452,0.17080951174584164,DHB,negative
pka_strongest_acidic,0.17075401516551708,NOR,negative
1911,0.1707259147414898,MAPS,negative
794,0.17060980188681085,9AA,positive
222,0.1701293885547343,NOR,positive
1386,0.17010280712181988,9AA,negative
1356,0.1699136721389511,9AA,negative
926,0.16958280007360846,9AA,positive
147,0.16932762130106474,DAN,negative
polar_surface_area,0.16928672303714518,NEDC,negative
1745,0.16896110499613815,CMBT,negative
1917,0.1688526896110764,pNA,positive
401,0.1686035453843896,9AA,positive
1819,0.16800110229372006,NOR,negative
1716,0.16760668611713972,DHB,negative
1873,0.16755492114204845,DAN,negative
656,0.16706269281831654,NEDC,positive
694,0.16629135376178908,DHAP,negative
192,0.16603247905352517,MAPS,positive
414,0.16556122534046447,NOR,negative
1921,0.16555644152775276,DAN,negative
physiological_charge,0.16555283379514152,ClCCA,negative
118,0.16554225916849974,DAN,negative
1819,0.16523366552296906,CMBT,negative
1152,0.16474771727948928,NOR,positive
1564,0.16462122319795774,DHB,negative
695,0.16391372910755522,DHB,negative
319,0.16370952100440953,NOR,negative
1017,0.16329426798352434,9AA,negative
1917,0.16275252363496892,CHCA,positive
610,0.16265028607253088,DAN,negative
486,0.1622970873435296,pNA,positive
414,0.161724233457053,9AA,negative
1171,0.16119492845600272,DHB,negative
80,0.16085954487530216,pNA,negative
294,0.16072525539802332,pNA,positive
222,0.15993470358453357,CHCA,negative
1114,0.1597078658527497,NOR,positive
polar_surface_area,0.15965088871847158,CHCA,positive
1356,0.15879090937079898,9AA,positive
980,0.15835739410213806,9AA,negative
926,0.1581308833203476,DHAP,positive
polarizability,0.15788774956952584,DHB,positive
694,0.15769865396855906,NOR,positive
401,0.15768594102158864,NOR,negative
650,0.15744590926437807,ClCCA,negative
577,0.15720918540345744,DAN,negative
1114,0.1569945333879784,9AA,negative
1386,0.1568798171977202,NOR,positive
1,0.15671874149696427,ClCCA,negative
polarizability,0.1565645728480332,CHCA,positive
1716,0.15649887045795285,MAPS,negative
1844,0.15643479004442976,9AA,positive
222,0.15576849336033075,NOR,negative
739,0.15552606847927425,pNA,positive
polarizability,0.1554836851191328,ClCCA,negative
401,0.15535977264922676,NOR,positive
1873,0.155108019768907,9AA,positive
389,0.15445875776790535,pNA,positive
610,0.15437446476176003,9AA,negative
1152,0.15418952402983313,CMBT,positive
1356,0.1541318462540706,NOR,positive
2038,0.154127699664088,9AA,positive
739,0.15342459443415846,CMBT,negative
1457,0.15336370161573276,NOR,negative
physiological_charge,0.1533290090702587,DHB,positive
650,0.15316727540283012,CMBT,negative
physiological_charge,0.1529010665643023,9AA,positive
1879,0.1527969932242188,DHAP,negative
1356,0.15178289079265067,CMBT,negative
1819,0.15143029731155538,9AA,negative
695,0.15107269161239717,NOR,positive
222,0.1504870796623298,MAPS,negative
1386,0.15046494622317375,9AA,positive
1840,0.15044325018770124,DAN,negative
118,0.15038595070188585,CHCA,negative
1257,0.15037486550863832,DHB,negative
695,0.14991591655010725,pNA,positive
1380,0.14971992602410433,CHCA,positive
1452,0.1495558281947011,CHCA,negative
1819,0.149492545472458,DHAP,positive
1257,0.14944908884189784,DAN,positive
389,0.14936150580506363,pNA,negative
1019,0.14928769416425353,DHB,negative
1114,0.14923439187327434,NOR,negative
1564,0.14916353678669442,NEDC,negative
1457,0.14910586081813745,DAN,negative
147,0.1490772136778462,9AA,negative
pka_strongest_basic,0.14869829164376963,NEDC,negative
694,0.14858904527049632,CMBT,negative
401,0.14829234592090812,CMBT,negative
1136,0.14803635824594555,DHAP,negative
786,0.14799341482928757,DHAP,positive
283,0.14784136899329858,DHAP,negative
656,0.14763843769637439,CHCA,negative
1873,0.14753424870696935,pNA,positive
650,0.14719234836869133,9AA,positive
650,0.14675170846820082,CHCA,positive
926,0.14653659005491548,DAN,negative
1873,0.1464795532359485,ClCCA,negative
80,0.1457590426205171,CHCA,positive
1019,0.14532135339899602,DAN,positive
807,0.145257192443994,9AA,positive
694,0.14513384551915068,MAPS,negative
1873,0.14466002476371193,DHB,negative
pka_strongest_acidic,0.14401744035431382,DHB,negative
294,0.1437930345542278,MAPS,negative
926,0.14374318038061354,NOR,negative
acceptor_count,0.1435857714785291,NEDC,negative
1921,0.1432966142214189,DHAP,positive
118,0.14316155269193448,CMBT,positive
pka_strongest_acidic,0.14310443792306946,ClCCA,positive
1737,0.14296714340456607,DAN,negative
378,0.14269209035150143,CMBT,positive
1,0.1425805425528779,pNA,negative
1487,0.14246917274900742,CMBT,negative
69,0.14183429422678415,NOR,negative
650,0.14173355938111937,DHB,negative
1911,0.14130774772316781,NOR,positive
227,0.1409018661128357,pNA,negative
1,0.1404627686190396,DAN,positive
physiological_charge,0.14032136255707706,CHCA,positive
125,0.14012216432858837,NOR,negative
807,0.13999722667715767,NOR,positive
694,0.13981168176370798,9AA,positive
1873,0.13965339599347387,CHCA,negative
694,0.13941768605238472,9AA,negative
1019,0.13902260638372618,MAPS,negative
650,0.1389833530168295,DAN,negative
1849,0.13887612532282498,ClCCA,negative
1921,0.13870938546718417,NOR,negative
794,0.13818847823788546,CMBT,negative
1017,0.1376202119635823,NOR,negative
378,0.1375779301275079,DHB,negative
283,0.13707536728726402,9AA,positive
1917,0.13701709318098218,DHB,positive
1840,0.13654358974247247,NOR,negative
1921,0.13637007806632964,9AA,negative
polarizability,0.13630585894394298,ClCCA,positive
222,0.13628071629973643,DAN,negative
acceptor_count,0.13620136146760795,MAPS,negative
1838,0.13613226532028352,MAPS,negative
283,0.136110455320194,CHCA,positive
117,0.13605996443278676,DAN,negative
1838,0.13525590593971099,9AA,positive
794,0.13470565384663077,pNA,positive
926,0.134673391198439,CMBT,negative
1921,0.13436764820873964,CMBT,positive
1917,0.13357948906050296,pNA,negative
656,0.13354688524603356,DHB,negative
222,0.13325837103254867,NEDC,positive
794,0.13322024290239942,DHAP,negative
1838,0.13308357769538734,NEDC,positive
1017,0.1323717520229427,DAN,negative
1819,0.1318055222216605,DHAP,negative
147,0.13120818976312876,NOR,positive
1873,0.13117311128682071,DAN,positive
227,0.13029732592103463,CMBT,negative
physiological_charge,0.13021051826609226,CHCA,negative
389,0.13002557871528198,DAN,positive
1716,0.1299584636677548,DHAP,negative
807,0.12961396410040074,MAPS,negative
1716,0.1294540626672992,ClCCA,negative
656,0.1289175845013233,ClCCA,negative
981,0.12841003364740522,DHAP,negative
147,0.1279267026564557,DHAP,negative
739,0.12782447703577804,NEDC,positive
401,0.1277561799270879,MAPS,negative
1152,0.12749994115531593,ClCCA,negative
1257,0.1269710144098801,MAPS,negative
1019,0.1268829627028026,pNA,negative
1380,0.12675026838488648,MAPS,negative
1838,0.12659054505903358,pNA,positive
physiological_charge,0.12658127551496198,NEDC,positive
1750,0.12638095004382568,ClCCA,negative
1356,0.1260214182562509,DHAP,negative
1457,0.1259924491020766,NEDC,positive
1911,0.12543142472806557,NEDC,positive
1257,0.12542259398973188,ClCCA,negative
610,0.12519628898926385,pNA,negative
1114,0.12515346551450288,DAN,positive
80,0.12435317653223722,9AA,positive
1917,0.12389054802450829,DAN,positive
polar_surface_area,0.12310992847478977,DHB,positive
donor_count,0.12306084880148058,ClCCA,positive
2038,0.12288580819625747,NOR,positive
628,0.1228550453002974,9AA,positive
1171,0.12263779751904225,CHCA,negative
69,0.12254188910835177,DAN,negative
1152,0.12254002532235024,DHAP,negative
1257,0.12229708815840158,NOR,positive
1152,0.12205911373827619,DHB,negative
1176,0.1220536234275311,DHAP,positive
1114,0.12199037573476688,DHAP,positive
1750,0.12174706940719161,9AA,negative
283,0.1214796207605325,NEDC,positive
1911,0.12132838282746096,ClCCA,negative
1152,0.12122894169389349,CHCA,positive
1457,0.12119800595143822,9AA,negative
1487,0.1205567678731203,CMBT,positive
1564,0.12038018886109966,pNA,negative
314,0.12036730936397949,CMBT,negative
pka_strongest_acidic,0.120282799690427,MAPS,negative
283,0.12006673107883244,NOR,positive
80,0.11993781393711371,DHB,positive
610,0.11990234254895207,ClCCA,negative
650,0.11987328645957433,MAPS,negative
1114,0.11975781213666421,DAN,negative
926,0.11944773989327422,pNA,positive
1380,0.11941752779883134,DHB,positive
1716,0.11931843521154445,MAPS,positive
2038,0.11911539795688508,9AA,negative
1819,0.11855328968641433,NEDC,positive
1991,0.11837737188828777,DHAP,negative
610,0.11816212593652188,NOR,negative
1114,0.11815446898347148,ClCCA,negative
polar_surface_area,0.11798012768426402,ClCCA,positive
1452,0.11772178844601677,NOR,positive
283,0.11771347854406602,CMBT,negative
807,0.11716352144510231,CMBT,positive
140,0.1169415962849714,9AA,positive
1019,0.11650512114477654,NOR,positive
1380,0.1164489477462141,MAPS,positive
1114,0.11641842910030391,pNA,negative
786,0.11627530969380108,ClCCA,negative
1873,0.11618222279308034,CHCA,positive
1459,0.11607167538129753,DAN,negative
794,0.11603139436618487,DAN,positive
694,0.11582901165741284,NEDC,positive
147,0.11581906324301852,MAPS,negative
1750,0.11572105551128582,DAN,positive
1844,0.11537107753613259,NEDC,positive
794,0.11510258789422562,MAPS,negative
1487,0.11480853837195107,pNA,positive
2038,0.11468114478149168,NOR,negative
1136,0.11464868675860944,DHAP,positive
486,0.11422717744408589,DAN,positive
125,0.11407066883406447,DAN,negative
polarizability,0.11401665305763249,MAPS,positive
489,0.11383137829530328,DHAP,positive
1171,0.11352559749537966,NOR,positive
1564,0.11351321558859903,CHCA,positive
1171,0.1134293592117648,CMBT,negative
807,0.11338474626357381,ClCCA,negative
1873,0.113350482324357,NEDC,positive
1716,0.11295055586326105,DHAP,positive
807,0.11280172140348793,CMBT,negative
1564,0.11253188178316356,ClCCA,negative
319,0.11220673045179078,9AA,positive
pka_strongest_basic,0.11176420339227965,NEDC,positive
739,0.11149707930251529,9AA,positive
1873,0.11124561025709123,MAPS,negative
486,0.11097697540135414,pNA,negative
1716,0.11078624273671643,DAN,positive
294,0.11058325396301463,CHCA,negative
401,0.1103377799600637,DAN,negative
