,Matrix short,Polarity,adduct,name_short,detected,spot_intensity
2715,CHCA,negative,+K,Gluconic acid,0,0.0
2716,CHCA,negative,+K,Glucosamine,0,0.0
2717,CHCA,negative,+K,Glucosamine 6-phosphate,0,0.0
2718,CHCA,negative,+K,Glucose,0,0.0
2719,CHCA,negative,+K,Glucose 6-phosphate,0,0.0
2720,CHCA,negative,+K,Glucosyl cholesterol,0,0.0
2721,CHCA,negative,+K,Glutamic acid,0,0.0
2722,CHCA,negative,+K,Glutamine,0,0.0
2723,CHCA,negative,+K,Glutathione,0,0.0
2724,CHCA,negative,+K,Glycerol 3-phosphate,0,0.0
2725,CHCA,negative,+K,Glycerophosphocholine,0,0.0
2726,CHCA,negative,+K,Glycine,0,0.0
2727,CHCA,negative,+K,Guanine,0,0.0
2728,CHCA,negative,+K,Histamine,0,0.0
2729,CHCA,negative,+K,Histidine,0,0.0
2730,CHCA,negative,+K,Homocysteine,0,0.0
2731,CHCA,negative,+K,Hypoxanthine,0,0.0
2732,CHCA,negative,+K,Indole,0,0.0
2733,CHCA,negative,+K,Kynurenic acid,0,0.0
2734,CHCA,negative,+K,Kynurenine,0,0.0
2735,CHCA,negative,+K,L-Dopa,0,0.0
2736,CHCA,negative,+K,Lactic acid,0,0.0
2737,CHCA,negative,+K,Lyso PA 18:1,0,0.0
2738,CHCA,negative,+K,Lyso PC 15:0,0,0.0
2739,CHCA,negative,+K,Lyso PE 18:0,0,0.0
2740,CHCA,negative,+K,Lyso PG 16:0,0,0.0
2741,CHCA,negative,+K,Lyso PI 17:1,0,0.0
2742,CHCA,negative,+K,Lyso PS 17:1,0,0.0
2743,CHCA,negative,+K,MG 18:1,0,0.0
2744,CHCA,negative,+K,Malic acid,0,0.0
2745,CHCA,negative,+K,Malonic acid,0,0.0
2746,CHCA,negative,+K,Melatonin,0,0.0
2747,CHCA,negative,+K,Methionine,0,0.0
2748,CHCA,negative,+K,Mevalonic acid,0,0.0
2749,CHCA,negative,+K,Myo-inositol 1-phosphate,0,0.0
2750,CHCA,negative,+K,N-Acetylaspartic acid,0,0.0
2751,CHCA,negative,+K,N-Acetylaspartylglutamic acid,0,0.0
2752,CHCA,negative,+K,N-Acetylgalactosamine 6-phosphate,0,0.0
2753,CHCA,negative,+K,N-Acetylglucosamine,0,0.0
2754,CHCA,negative,+K,"N6,N6,N6-Trimethyllysine",0,0.0
2755,CHCA,negative,+K,Niacinamide,0,0.0
2756,CHCA,negative,+K,Nicotinamide adenine dinucleotide (NAD),0,0.0
2757,CHCA,negative,+K,"Nicotinamide adenine dinucleotide, reduced (NADH)",0,0.0
2758,CHCA,negative,+K,Nicotinic acid,0,0.0
2759,CHCA,negative,+K,Ornithine,0,0.0
2760,CHCA,negative,+K,Orotic acid,0,0.0
2761,CHCA,negative,+K,Oxalacetic acid,0,0.0
2762,CHCA,negative,+K,Oxidized glutathione,0,0.0
2763,CHCA,negative,+K,PA 16:0-18:1,0,0.0
2764,CHCA,negative,+K,PC (O) C16-18:1,0,0.0
2765,CHCA,negative,+K,PC 15:0-18:1,0,0.0
2766,CHCA,negative,+K,PE 18:0-20:4,0,0.0
2767,CHCA,negative,+K,PG 16:0-18:1,0,0.0
2768,CHCA,negative,+K,PI 16:0-18:1,0,0.0
2769,CHCA,negative,+K,PI(5)P 18:1,0,0.0
2770,CHCA,negative,+K,PS (POPS) 16:0-18:1,0,0.0
2771,CHCA,negative,+K,Palmitic acid,0,0.0
2772,CHCA,negative,+K,Palmitoyl-CoA,0,0.0
2773,CHCA,negative,+K,Pantetheine,0,0.0
2774,CHCA,negative,+K,Pantothenic acid,0,0.0
2775,CHCA,negative,+K,Phenylalanine,0,0.0
2776,CHCA,negative,+K,Phosphocreatine,0,0.0
2777,CHCA,negative,+K,Phosphoenolpyruvic acid,0,0.0
2778,CHCA,negative,+K,Phosphoserine,0,0.0
2779,CHCA,negative,+K,Phylloquinone,0,0.0
2780,CHCA,negative,+K,Proline,0,0.0
2781,CHCA,negative,+K,Propionylcarnitine,0,0.0
2782,CHCA,negative,+K,Prostaglandin E1,0,0.0
2783,CHCA,negative,+K,Putrescine,0,0.0
2784,CHCA,negative,+K,Pyridoxine,0,0.0
2785,CHCA,negative,+K,Pyruvic acid,0,0.0
2786,CHCA,negative,+K,Quinolinic acid,0,0.0
2787,CHCA,negative,+K,Retinoic acid,0,0.0
2788,CHCA,negative,+K,Riboflavin,0,0.0
2789,CHCA,negative,+K,Ribose 5-phosphate,0,0.0
2790,CHCA,negative,+K,Ribulose,0,0.0
2791,CHCA,negative,+K,Ribulose 5-phosphate,0,0.0
2792,CHCA,negative,+K,S-Adenosylhomocysteine,0,0.0
2793,CHCA,negative,+K,SM d18:1-16:0,0,0.0
2794,CHCA,negative,+K,Serine,0,0.0
2795,CHCA,negative,+K,Serotonin,0,0.0
2796,CHCA,negative,+K,Spermidine,0,0.0
2797,CHCA,negative,+K,Spermine,0,0.0
2798,CHCA,negative,+K,Succinic acid,0,0.0
2799,CHCA,negative,+K,Sulfo GalCer 18:0(2S-OH),0,0.0
2800,CHCA,negative,+K,TG 15:0-18:1-15:0,0,0.0
2801,CHCA,negative,+K,Taurine,0,0.0
2802,CHCA,negative,+K,Taurocholic acid,0,0.0
2803,CHCA,negative,+K,Tetrahydrofolic acid,0,0.0
2804,CHCA,negative,+K,Thymine,0,0.0
2805,CHCA,negative,+K,Tryptophan,0,0.0
2806,CHCA,negative,+K,Tyrosine,0,0.0
2807,CHCA,negative,+K,Uracil,0,0.0
2808,CHCA,negative,+K,Ureidosuccinic acid,0,0.0
2809,CHCA,negative,+K,Uric acid,0,0.0
2810,CHCA,negative,+K,Uridine,0,0.0
2811,CHCA,negative,+K,Uridine diphosphate,0,0.0
2812,CHCA,negative,+K,Uridine diphosphate glucose,0,0.0
2813,CHCA,negative,+K,Uridine diphosphate glucuronic acid,0,0.0
2814,CHCA,negative,+K,Uridine diphosphate-N-acetylglucosamine,0,0.0
2815,CHCA,negative,+K,Urocanic acid,0,0.0
2816,CHCA,negative,+K,Valine,0,0.0
2817,CHCA,negative,+K,Xanthine,0,0.0
2818,CHCA,negative,+K,alpha-tocopherol,0,0.0
2819,CHCA,negative,+K,cis-Aconitic acid,0,0.0
2820,CHCA,negative,+K,gamma-Aminobutyric acid,0,0.0
2821,CHCA,negative,+K,myo-Inositol,0,0.0
2822,CHCA,negative,+Na,2-Oxoglutaric acid,0,0.0
2823,CHCA,negative,+Na,3-Hydroxyanthranilic acid,0,0.0
2824,CHCA,negative,+Na,3-Hydroxymethylglutaric acid,0,0.0
2825,CHCA,negative,+Na,3-Phosphoglyceric acid,0,0.0
2826,CHCA,negative,+Na,"4,5-Dihydroorotic acid",0,0.0
2827,CHCA,negative,+Na,4-Hydroxyproline,0,0.0
2828,CHCA,negative,+Na,5-Hydroxyindoleacetic acid,0,0.0
2829,CHCA,negative,+Na,6-Phosphogluconic acid,0,0.0
2830,CHCA,negative,+Na,Acetoacetic acid,0,0.0
2831,CHCA,negative,+Na,Acetyl-CoA,0,0.0
2832,CHCA,negative,+Na,Acetylcarnitine,0,0.0
2833,CHCA,negative,+Na,Adenine,0,0.0
2834,CHCA,negative,+Na,Adenosine diphosphate,0,0.0
2835,CHCA,negative,+Na,Adenosine monophosphate,0,0.0
2836,CHCA,negative,+Na,Adenosine triphosphate,0,0.0
2837,CHCA,negative,+Na,Agmatine,0,0.0
2838,CHCA,negative,+Na,Arachidonic acid,0,0.0
2839,CHCA,negative,+Na,Arginine,0,0.0
2840,CHCA,negative,+Na,Argininosuccinic acid,0,0.0
2841,CHCA,negative,+Na,Ascorbic acid,0,0.0
2842,CHCA,negative,+Na,Asparagine,0,0.0
2843,CHCA,negative,+Na,Aspartic acid,0,0.0
2844,CHCA,negative,+Na,Biotin,0,0.0
2845,CHCA,negative,+Na,Butyric acid,0,0.0
2846,CHCA,negative,+Na,CAR 16:0,0,0.0
2847,CHCA,negative,+Na,Carbamoyl phosphate,0,0.0
2848,CHCA,negative,+Na,Cardiolipin 18:1,0,0.0
2849,CHCA,negative,+Na,Carnitine,0,0.0
2850,CHCA,negative,+Na,Carnosine,0,0.0
2851,CHCA,negative,+Na,Cer d8:1/22:0 Cer,0,0.0
2852,CHCA,negative,+Na,Cholecalciferol,0,0.0
2853,CHCA,negative,+Na,Cholesterol,0,0.0
2854,CHCA,negative,+Na,Cholesteryl acetate,0,0.0
2855,CHCA,negative,+Na,Cholesteryl ester 17:0,0,0.0
2856,CHCA,negative,+Na,Cholic acid,0,0.0
2857,CHCA,negative,+Na,Citric acid,0,0.0
2858,CHCA,negative,+Na,Citrulline,0,0.0
2859,CHCA,negative,+Na,Coenzyme A,0,0.0
2860,CHCA,negative,+Na,Creatine,0,0.0
2861,CHCA,negative,+Na,Creatinine,0,0.0
2862,CHCA,negative,+Na,Cyclic adenosine monophosphate,0,0.0
2863,CHCA,negative,+Na,Cysteine,0,0.0
2864,CHCA,negative,+Na,Cystine,0,0.0
2865,CHCA,negative,+Na,Cytidine,0,0.0
2866,CHCA,negative,+Na,Cytidine monophosphate,0,0.0
2867,CHCA,negative,+Na,Cytosine,0,0.0
2868,CHCA,negative,+Na,DG 18:0-22:6,0,0.0
2869,CHCA,negative,+Na,Dihydroxyacetone,0,0.0
2870,CHCA,negative,+Na,Dihydroxyacetone phosphate,0,0.0
2871,CHCA,negative,+Na,Dopamine,0,0.0
2872,CHCA,negative,+Na,Epinephrine,0,0.0
2873,CHCA,negative,+Na,Estradiol,0,0.0
2874,CHCA,negative,+Na,Flavin adenine dinucleotide,0,0.0
2875,CHCA,negative,+Na,Flavin mononucleotide,0,0.0
2876,CHCA,negative,+Na,Folic acid,0,0.0
2877,CHCA,negative,+Na,"Fructose 1,6-bisphosphate",0,0.0
2878,CHCA,negative,+Na,Fumaric acid,0,0.0
2879,CHCA,negative,+Na,GM3 Ganglioside 18:0,0,0.0
2880,CHCA,negative,+Na,GlcCer d18:1/18:0,0,0.0
2881,CHCA,negative,+Na,Gluconic acid,0,0.0
2882,CHCA,negative,+Na,Glucosamine,0,0.0
2883,CHCA,negative,+Na,Glucosamine 6-phosphate,0,0.0
2884,CHCA,negative,+Na,Glucose,0,0.0
2885,CHCA,negative,+Na,Glucose 6-phosphate,0,0.0
2886,CHCA,negative,+Na,Glucosyl cholesterol,0,0.0
2887,CHCA,negative,+Na,Glutamic acid,0,0.0
2888,CHCA,negative,+Na,Glutamine,0,0.0
2889,CHCA,negative,+Na,Glutathione,0,0.0
2890,CHCA,negative,+Na,Glycerol 3-phosphate,0,0.0
2891,CHCA,negative,+Na,Glycerophosphocholine,0,0.0
2892,CHCA,negative,+Na,Glycine,0,0.0
2893,CHCA,negative,+Na,Guanine,0,0.0
2894,CHCA,negative,+Na,Histamine,0,0.0
2895,CHCA,negative,+Na,Histidine,0,0.0
2896,CHCA,negative,+Na,Homocysteine,0,0.0
2897,CHCA,negative,+Na,Hypoxanthine,0,0.0
2898,CHCA,negative,+Na,Indole,0,0.0
2899,CHCA,negative,+Na,Kynurenic acid,0,0.0
2900,CHCA,negative,+Na,Kynurenine,0,0.0
2901,CHCA,negative,+Na,L-Dopa,0,0.0
2902,CHCA,negative,+Na,Lactic acid,0,0.0
2903,CHCA,negative,+Na,Lyso PA 18:1,0,0.0
2904,CHCA,negative,+Na,Lyso PC 15:0,0,0.0
2905,CHCA,negative,+Na,Lyso PE 18:0,0,0.0
2906,CHCA,negative,+Na,Lyso PG 16:0,0,0.0
2907,CHCA,negative,+Na,Lyso PI 17:1,0,0.0
2908,CHCA,negative,+Na,Lyso PS 17:1,0,0.0
2909,CHCA,negative,+Na,MG 18:1,0,0.0
2910,CHCA,negative,+Na,Malic acid,0,0.0
2911,CHCA,negative,+Na,Malonic acid,0,0.0
2912,CHCA,negative,+Na,Melatonin,0,0.0
2913,CHCA,negative,+Na,Methionine,0,0.0
2914,CHCA,negative,+Na,Mevalonic acid,0,0.0
2915,CHCA,negative,+Na,Myo-inositol 1-phosphate,0,0.0
2916,CHCA,negative,+Na,N-Acetylaspartic acid,0,0.0
2917,CHCA,negative,+Na,N-Acetylaspartylglutamic acid,0,0.0
2918,CHCA,negative,+Na,N-Acetylgalactosamine 6-phosphate,0,0.0
2919,CHCA,negative,+Na,N-Acetylglucosamine,0,0.0
2920,CHCA,negative,+Na,"N6,N6,N6-Trimethyllysine",0,0.0
2921,CHCA,negative,+Na,Niacinamide,0,0.0
2922,CHCA,negative,+Na,Nicotinamide adenine dinucleotide (NAD),0,0.0
2923,CHCA,negative,+Na,"Nicotinamide adenine dinucleotide, reduced (NADH)",0,0.0
2924,CHCA,negative,+Na,Nicotinic acid,0,0.0
2925,CHCA,negative,+Na,Ornithine,0,0.0
2926,CHCA,negative,+Na,Orotic acid,0,0.0
2927,CHCA,negative,+Na,Oxalacetic acid,0,0.0
2928,CHCA,negative,+Na,Oxidized glutathione,0,0.0
2929,CHCA,negative,+Na,PA 16:0-18:1,0,0.0
2930,CHCA,negative,+Na,PC (O) C16-18:1,0,0.0
2931,CHCA,negative,+Na,PC 15:0-18:1,0,0.0
2932,CHCA,negative,+Na,PE 18:0-20:4,0,0.0
2933,CHCA,negative,+Na,PG 16:0-18:1,0,0.0
2934,CHCA,negative,+Na,PI 16:0-18:1,0,0.0
2935,CHCA,negative,+Na,PI(5)P 18:1,0,0.0
2936,CHCA,negative,+Na,PS (POPS) 16:0-18:1,0,0.0
2937,CHCA,negative,+Na,Palmitic acid,0,0.0
2938,CHCA,negative,+Na,Palmitoyl-CoA,0,0.0
2939,CHCA,negative,+Na,Pantetheine,0,0.0
2940,CHCA,negative,+Na,Pantothenic acid,0,0.0
2941,CHCA,negative,+Na,Phenylalanine,0,0.0
2942,CHCA,negative,+Na,Phosphocreatine,0,0.0
2943,CHCA,negative,+Na,Phosphoenolpyruvic acid,0,0.0
2944,CHCA,negative,+Na,Phosphoserine,0,0.0
2945,CHCA,negative,+Na,Phylloquinone,0,0.0
2946,CHCA,negative,+Na,Proline,0,0.0
2947,CHCA,negative,+Na,Propionylcarnitine,0,0.0
2948,CHCA,negative,+Na,Prostaglandin E1,0,0.0
2949,CHCA,negative,+Na,Putrescine,0,0.0
2950,CHCA,negative,+Na,Pyridoxine,0,0.0
2951,CHCA,negative,+Na,Pyruvic acid,0,0.0
2952,CHCA,negative,+Na,Quinolinic acid,0,0.0
2953,CHCA,negative,+Na,Retinoic acid,0,0.0
2954,CHCA,negative,+Na,Riboflavin,0,0.0
2955,CHCA,negative,+Na,Ribose 5-phosphate,0,0.0
2956,CHCA,negative,+Na,Ribulose,0,0.0
2957,CHCA,negative,+Na,Ribulose 5-phosphate,0,0.0
2958,CHCA,negative,+Na,S-Adenosylhomocysteine,0,0.0
2959,CHCA,negative,+Na,SM d18:1-16:0,0,0.0
2960,CHCA,negative,+Na,Serine,0,0.0
2961,CHCA,negative,+Na,Serotonin,0,0.0
2962,CHCA,negative,+Na,Spermidine,0,0.0
2963,CHCA,negative,+Na,Spermine,0,0.0
2964,CHCA,negative,+Na,Succinic acid,0,0.0
2965,CHCA,negative,+Na,Sulfo GalCer 18:0(2S-OH),0,0.0
2966,CHCA,negative,+Na,TG 15:0-18:1-15:0,0,0.0
2967,CHCA,negative,+Na,Taurine,0,0.0
2968,CHCA,negative,+Na,Taurocholic acid,0,0.0
2969,CHCA,negative,+Na,Tetrahydrofolic acid,0,0.0
2970,CHCA,negative,+Na,Thymine,0,0.0
2971,CHCA,negative,+Na,Tryptophan,0,0.0
2972,CHCA,negative,+Na,Tyrosine,0,0.0
2973,CHCA,negative,+Na,Uracil,0,0.0
2974,CHCA,negative,+Na,Ureidosuccinic acid,0,0.0
2975,CHCA,negative,+Na,Uric acid,0,0.0
2976,CHCA,negative,+Na,Uridine,0,0.0
2977,CHCA,negative,+Na,Uridine diphosphate,0,0.0
2978,CHCA,negative,+Na,Uridine diphosphate glucose,0,0.0
2979,CHCA,negative,+Na,Uridine diphosphate glucuronic acid,0,0.0
2980,CHCA,negative,+Na,Uridine diphosphate-N-acetylglucosamine,0,0.0
2981,CHCA,negative,+Na,Urocanic acid,0,0.0
2982,CHCA,negative,+Na,Valine,0,0.0
2983,CHCA,negative,+Na,Xanthine,0,0.0
2984,CHCA,negative,+Na,alpha-tocopherol,0,0.0
2985,CHCA,negative,+Na,cis-Aconitic acid,0,0.0
2986,CHCA,negative,+Na,gamma-Aminobutyric acid,0,0.0
2987,CHCA,negative,+Na,myo-Inositol,0,0.0
3486,CHCA,positive,+Cl,2-Oxoglutaric acid,0,0.0
3487,CHCA,positive,+Cl,3-Hydroxyanthranilic acid,0,0.0
3488,CHCA,positive,+Cl,3-Hydroxymethylglutaric acid,0,0.0
3489,CHCA,positive,+Cl,3-Phosphoglyceric acid,0,0.0
3490,CHCA,positive,+Cl,"4,5-Dihydroorotic acid",0,0.0
3491,CHCA,positive,+Cl,4-Hydroxyproline,0,0.0
3492,CHCA,positive,+Cl,5-Hydroxyindoleacetic acid,0,0.0
3493,CHCA,positive,+Cl,6-Phosphogluconic acid,0,0.0
3494,CHCA,positive,+Cl,Acetoacetic acid,0,0.0
3495,CHCA,positive,+Cl,Acetyl-CoA,0,0.0
3496,CHCA,positive,+Cl,Acetylcarnitine,0,0.0
3497,CHCA,positive,+Cl,Adenine,0,0.0
3498,CHCA,positive,+Cl,Adenosine diphosphate,0,0.0
3499,CHCA,positive,+Cl,Adenosine monophosphate,0,0.0
3500,CHCA,positive,+Cl,Adenosine triphosphate,0,0.0
3501,CHCA,positive,+Cl,Agmatine,0,0.0
3502,CHCA,positive,+Cl,Arachidonic acid,0,0.0
3503,CHCA,positive,+Cl,Arginine,0,0.0
3504,CHCA,positive,+Cl,Argininosuccinic acid,0,0.0
3505,CHCA,positive,+Cl,Ascorbic acid,0,0.0
3506,CHCA,positive,+Cl,Asparagine,0,0.0
3507,CHCA,positive,+Cl,Aspartic acid,0,0.0
3508,CHCA,positive,+Cl,Biotin,0,0.0
3509,CHCA,positive,+Cl,Butyric acid,0,0.0
3510,CHCA,positive,+Cl,CAR 16:0,0,0.0
3511,CHCA,positive,+Cl,Carbamoyl phosphate,0,0.0
3512,CHCA,positive,+Cl,Cardiolipin 18:1,0,0.0
3513,CHCA,positive,+Cl,Carnitine,0,0.0
3514,CHCA,positive,+Cl,Carnosine,0,0.0
3515,CHCA,positive,+Cl,Cer d8:1/22:0 Cer,0,0.0
3516,CHCA,positive,+Cl,Cholecalciferol,0,0.0
3517,CHCA,positive,+Cl,Cholesterol,0,0.0
3518,CHCA,positive,+Cl,Cholesteryl acetate,0,0.0
3519,CHCA,positive,+Cl,Cholesteryl ester 17:0,0,0.0
3520,CHCA,positive,+Cl,Cholic acid,0,0.0
3521,CHCA,positive,+Cl,Citric acid,0,0.0
3522,CHCA,positive,+Cl,Citrulline,0,0.0
3523,CHCA,positive,+Cl,Coenzyme A,0,0.0
3524,CHCA,positive,+Cl,Creatine,0,0.0
3525,CHCA,positive,+Cl,Creatinine,0,0.0
3526,CHCA,positive,+Cl,Cyclic adenosine monophosphate,0,0.0
3527,CHCA,positive,+Cl,Cysteine,0,0.0
3528,CHCA,positive,+Cl,Cystine,0,0.0
3529,CHCA,positive,+Cl,Cytidine,0,0.0
3530,CHCA,positive,+Cl,Cytidine monophosphate,0,0.0
3531,CHCA,positive,+Cl,Cytosine,0,0.0
3532,CHCA,positive,+Cl,DG 18:0-22:6,0,0.0
3533,CHCA,positive,+Cl,Dihydroxyacetone,0,0.0
3534,CHCA,positive,+Cl,Dihydroxyacetone phosphate,0,0.0
3535,CHCA,positive,+Cl,Dopamine,0,0.0
3536,CHCA,positive,+Cl,Epinephrine,0,0.0
3537,CHCA,positive,+Cl,Estradiol,0,0.0
3538,CHCA,positive,+Cl,Flavin adenine dinucleotide,0,0.0
3539,CHCA,positive,+Cl,Flavin mononucleotide,0,0.0
3540,CHCA,positive,+Cl,Folic acid,0,0.0
3541,CHCA,positive,+Cl,"Fructose 1,6-bisphosphate",0,0.0
3542,CHCA,positive,+Cl,Fumaric acid,0,0.0
3543,CHCA,positive,+Cl,GM3 Ganglioside 18:0,0,0.0
3544,CHCA,positive,+Cl,GlcCer d18:1/18:0,0,0.0
3545,CHCA,positive,+Cl,Gluconic acid,0,0.0
3546,CHCA,positive,+Cl,Glucosamine,0,0.0
3547,CHCA,positive,+Cl,Glucosamine 6-phosphate,0,0.0
3548,CHCA,positive,+Cl,Glucose,0,0.0
3549,CHCA,positive,+Cl,Glucose 6-phosphate,0,0.0
3550,CHCA,positive,+Cl,Glucosyl cholesterol,0,0.0
3551,CHCA,positive,+Cl,Glutamic acid,0,0.0
3552,CHCA,positive,+Cl,Glutamine,0,0.0
3553,CHCA,positive,+Cl,Glutathione,0,0.0
3554,CHCA,positive,+Cl,Glycerol 3-phosphate,0,0.0
3555,CHCA,positive,+Cl,Glycerophosphocholine,0,0.0
3556,CHCA,positive,+Cl,Glycine,0,0.0
3557,CHCA,positive,+Cl,Guanine,0,0.0
3558,CHCA,positive,+Cl,Histamine,0,0.0
3559,CHCA,positive,+Cl,Histidine,0,0.0
3560,CHCA,positive,+Cl,Homocysteine,0,0.0
3561,CHCA,positive,+Cl,Hypoxanthine,0,0.0
3562,CHCA,positive,+Cl,Indole,0,0.0
3563,CHCA,positive,+Cl,Kynurenic acid,0,0.0
3564,CHCA,positive,+Cl,Kynurenine,0,0.0
3565,CHCA,positive,+Cl,L-Dopa,0,0.0
3566,CHCA,positive,+Cl,Lactic acid,0,0.0
3567,CHCA,positive,+Cl,Lyso PA 18:1,0,0.0
3568,CHCA,positive,+Cl,Lyso PC 15:0,0,0.0
3569,CHCA,positive,+Cl,Lyso PE 18:0,0,0.0
3570,CHCA,positive,+Cl,Lyso PG 16:0,0,0.0
3571,CHCA,positive,+Cl,Lyso PI 17:1,0,0.0
3572,CHCA,positive,+Cl,Lyso PS 17:1,0,0.0
3573,CHCA,positive,+Cl,MG 18:1,0,0.0
3574,CHCA,positive,+Cl,Malic acid,0,0.0
3575,CHCA,positive,+Cl,Malonic acid,0,0.0
3576,CHCA,positive,+Cl,Melatonin,0,0.0
3577,CHCA,positive,+Cl,Methionine,0,0.0
3578,CHCA,positive,+Cl,Mevalonic acid,0,0.0
3579,CHCA,positive,+Cl,Myo-inositol 1-phosphate,0,0.0
3580,CHCA,positive,+Cl,N-Acetylaspartic acid,0,0.0
3581,CHCA,positive,+Cl,N-Acetylaspartylglutamic acid,0,0.0
3582,CHCA,positive,+Cl,N-Acetylgalactosamine 6-phosphate,0,0.0
3583,CHCA,positive,+Cl,N-Acetylglucosamine,0,0.0
3584,CHCA,positive,+Cl,"N6,N6,N6-Trimethyllysine",0,0.0
3585,CHCA,positive,+Cl,Niacinamide,0,0.0
3586,CHCA,positive,+Cl,Nicotinamide adenine dinucleotide (NAD),0,0.0
3587,CHCA,positive,+Cl,"Nicotinamide adenine dinucleotide, reduced (NADH)",0,0.0
3588,CHCA,positive,+Cl,Nicotinic acid,0,0.0
3589,CHCA,positive,+Cl,Ornithine,0,0.0
3590,CHCA,positive,+Cl,Orotic acid,0,0.0
3591,CHCA,positive,+Cl,Oxalacetic acid,0,0.0
3592,CHCA,positive,+Cl,Oxidized glutathione,0,0.0
3593,CHCA,positive,+Cl,PA 16:0-18:1,0,0.0
3594,CHCA,positive,+Cl,PC (O) C16-18:1,0,0.0
3595,CHCA,positive,+Cl,PC 15:0-18:1,0,0.0
3596,CHCA,positive,+Cl,PE 18:0-20:4,0,0.0
3597,CHCA,positive,+Cl,PG 16:0-18:1,0,0.0
3598,CHCA,positive,+Cl,PI 16:0-18:1,0,0.0
3599,CHCA,positive,+Cl,PI(5)P 18:1,0,0.0
3600,CHCA,positive,+Cl,PS (POPS) 16:0-18:1,0,0.0
3601,CHCA,positive,+Cl,Palmitic acid,0,0.0
3602,CHCA,positive,+Cl,Palmitoyl-CoA,0,0.0
3603,CHCA,positive,+Cl,Pantetheine,0,0.0
3604,CHCA,positive,+Cl,Pantothenic acid,0,0.0
3605,CHCA,positive,+Cl,Phenylalanine,0,0.0
3606,CHCA,positive,+Cl,Phosphocreatine,0,0.0
3607,CHCA,positive,+Cl,Phosphoenolpyruvic acid,0,0.0
3608,CHCA,positive,+Cl,Phosphoserine,0,0.0
3609,CHCA,positive,+Cl,Phylloquinone,0,0.0
3610,CHCA,positive,+Cl,Proline,0,0.0
3611,CHCA,positive,+Cl,Propionylcarnitine,0,0.0
3612,CHCA,positive,+Cl,Prostaglandin E1,0,0.0
3613,CHCA,positive,+Cl,Putrescine,0,0.0
3614,CHCA,positive,+Cl,Pyridoxine,0,0.0
3615,CHCA,positive,+Cl,Pyruvic acid,0,0.0
3616,CHCA,positive,+Cl,Quinolinic acid,0,0.0
3617,CHCA,positive,+Cl,Retinoic acid,0,0.0
3618,CHCA,positive,+Cl,Riboflavin,0,0.0
3619,CHCA,positive,+Cl,Ribose 5-phosphate,0,0.0
3620,CHCA,positive,+Cl,Ribulose,0,0.0
3621,CHCA,positive,+Cl,Ribulose 5-phosphate,0,0.0
3622,CHCA,positive,+Cl,S-Adenosylhomocysteine,0,0.0
3623,CHCA,positive,+Cl,SM d18:1-16:0,0,0.0
3624,CHCA,positive,+Cl,Serine,0,0.0
3625,CHCA,positive,+Cl,Serotonin,0,0.0
3626,CHCA,positive,+Cl,Spermidine,0,0.0
3627,CHCA,positive,+Cl,Spermine,0,0.0
3628,CHCA,positive,+Cl,Succinic acid,0,0.0
3629,CHCA,positive,+Cl,Sulfo GalCer 18:0(2S-OH),0,0.0
3630,CHCA,positive,+Cl,TG 15:0-18:1-15:0,0,0.0
3631,CHCA,positive,+Cl,Taurine,0,0.0
3632,CHCA,positive,+Cl,Taurocholic acid,0,0.0
3633,CHCA,positive,+Cl,Tetrahydrofolic acid,0,0.0
3634,CHCA,positive,+Cl,Thymine,0,0.0
3635,CHCA,positive,+Cl,Tryptophan,0,0.0
3636,CHCA,positive,+Cl,Tyrosine,0,0.0
3637,CHCA,positive,+Cl,Uracil,0,0.0
3638,CHCA,positive,+Cl,Ureidosuccinic acid,0,0.0
3639,CHCA,positive,+Cl,Uric acid,0,0.0
3640,CHCA,positive,+Cl,Uridine,0,0.0
3641,CHCA,positive,+Cl,Uridine diphosphate,0,0.0
3642,CHCA,positive,+Cl,Uridine diphosphate glucose,0,0.0
3643,CHCA,positive,+Cl,Uridine diphosphate glucuronic acid,0,0.0
3644,CHCA,positive,+Cl,Uridine diphosphate-N-acetylglucosamine,0,0.0
3645,CHCA,positive,+Cl,Urocanic acid,0,0.0
3646,CHCA,positive,+Cl,Valine,0,0.0
3647,CHCA,positive,+Cl,Xanthine,0,0.0
3648,CHCA,positive,+Cl,alpha-tocopherol,0,0.0
3649,CHCA,positive,+Cl,cis-Aconitic acid,0,0.0
3650,CHCA,positive,+Cl,gamma-Aminobutyric acid,0,0.0
3651,CHCA,positive,+Cl,myo-Inositol,0,0.0
3818,CHCA,positive,+K,2-Oxoglutaric acid,0,0.0
3819,CHCA,positive,+K,3-Hydroxyanthranilic acid,0,0.0
3820,CHCA,positive,+K,3-Hydroxymethylglutaric acid,0,0.0
3821,CHCA,positive,+K,3-Phosphoglyceric acid,1,89.04404
3822,CHCA,positive,+K,"4,5-Dihydroorotic acid",1,12.812811
3823,CHCA,positive,+K,4-Hydroxyproline,0,0.0
3824,CHCA,positive,+K,5-Hydroxyindoleacetic acid,0,0.0
3825,CHCA,positive,+K,6-Phosphogluconic acid,1,45.041138
3826,CHCA,positive,+K,Acetoacetic acid,0,0.0
3827,CHCA,positive,+K,Acetyl-CoA,0,0.0
3828,CHCA,positive,+K,Acetylcarnitine,1,108.80361
3829,CHCA,positive,+K,Adenine,0,0.0
