,Matrix short,Polarity,adduct,name_short,detected,spot_intensity
166,9AA,negative,+H,2-Oxoglutaric acid,0,0.0
167,9AA,negative,+H,3-Hydroxyanthranilic acid,0,0.0
168,9AA,negative,+H,3-Hydroxymethylglutaric acid,0,0.0
169,9AA,negative,+H,3-Phosphoglyceric acid,0,0.0
170,9AA,negative,+H,"4,5-Dihydroorotic acid",0,0.0
171,9AA,negative,+H,4-Hydroxyproline,0,0.0
172,9AA,negative,+H,5-Hydroxyindoleacetic acid,0,0.0
173,9AA,negative,+H,6-Phosphogluconic acid,0,0.0
174,9AA,negative,+H,Acetoacetic acid,0,0.0
175,9AA,negative,+H,Acetyl-CoA,0,0.0
176,9AA,negative,+H,Acetylcarnitine,0,0.0
177,9AA,negative,+H,Adenine,0,0.0
178,9AA,negative,+H,Adenosine diphosphate,0,0.0
179,9AA,negative,+H,Adenosine monophosphate,0,0.0
180,9AA,negative,+H,Adenosine triphosphate,0,0.0
181,9AA,negative,+H,Agmatine,0,0.0
182,9AA,negative,+H,Arachidonic acid,0,0.0
183,9AA,negative,+H,Arginine,0,0.0
184,9AA,negative,+H,Argininosuccinic acid,0,0.0
185,9AA,negative,+H,Ascorbic acid,0,0.0
186,9AA,negative,+H,Asparagine,0,0.0
187,9AA,negative,+H,Aspartic acid,0,0.0
188,9AA,negative,+H,Biotin,0,0.0
189,9AA,negative,+H,Butyric acid,0,0.0
190,9AA,negative,+H,CAR 16:0,0,0.0
191,9AA,negative,+H,Carbamoyl phosphate,0,0.0
192,9AA,negative,+H,Cardiolipin 18:1,0,0.0
193,9AA,negative,+H,Carnitine,0,0.0
194,9AA,negative,+H,Carnosine,0,0.0
195,9AA,negative,+H,Cer d8:1/22:0 Cer,0,0.0
196,9AA,negative,+H,Cholecalciferol,0,0.0
197,9AA,negative,+H,Cholesterol,0,0.0
198,9AA,negative,+H,Cholesteryl acetate,0,0.0
199,9AA,negative,+H,Cholesteryl ester 17:0,0,0.0
200,9AA,negative,+H,Cholic acid,0,0.0
201,9AA,negative,+H,Citric acid,0,0.0
202,9AA,negative,+H,Citrulline,0,0.0
203,9AA,negative,+H,Coenzyme A,0,0.0
204,9AA,negative,+H,Creatine,0,0.0
205,9AA,negative,+H,Creatinine,0,0.0
206,9AA,negative,+H,Cyclic adenosine monophosphate,0,0.0
207,9AA,negative,+H,Cysteine,0,0.0
208,9AA,negative,+H,Cystine,0,0.0
209,9AA,negative,+H,Cytidine,0,0.0
210,9AA,negative,+H,Cytidine monophosphate,0,0.0
211,9AA,negative,+H,Cytosine,0,0.0
212,9AA,negative,+H,DG 18:0-22:6,0,0.0
213,9AA,negative,+H,Dihydroxyacetone,0,0.0
214,9AA,negative,+H,Dihydroxyacetone phosphate,0,0.0
215,9AA,negative,+H,Dopamine,0,0.0
216,9AA,negative,+H,Epinephrine,0,0.0
217,9AA,negative,+H,Estradiol,0,0.0
218,9AA,negative,+H,Flavin adenine dinucleotide,0,0.0
219,9AA,negative,+H,Flavin mononucleotide,0,0.0
220,9AA,negative,+H,Folic acid,0,0.0
221,9AA,negative,+H,"Fructose 1,6-bisphosphate",0,0.0
222,9AA,negative,+H,Fumaric acid,0,0.0
223,9AA,negative,+H,GM3 Ganglioside 18:0,0,0.0
224,9AA,negative,+H,GlcCer d18:1/18:0,0,0.0
225,9AA,negative,+H,Gluconic acid,0,0.0
226,9AA,negative,+H,Glucosamine,0,0.0
227,9AA,negative,+H,Glucosamine 6-phosphate,0,0.0
228,9AA,negative,+H,Glucose,0,0.0
229,9AA,negative,+H,Glucose 6-phosphate,0,0.0
230,9AA,negative,+H,Glucosyl cholesterol,0,0.0
231,9AA,negative,+H,Glutamic acid,0,0.0
232,9AA,negative,+H,Glutamine,0,0.0
233,9AA,negative,+H,Glutathione,0,0.0
234,9AA,negative,+H,Glycerol 3-phosphate,0,0.0
235,9AA,negative,+H,Glycerophosphocholine,0,0.0
236,9AA,negative,+H,Glycine,0,0.0
237,9AA,negative,+H,Guanine,0,0.0
238,9AA,negative,+H,Histamine,0,0.0
239,9AA,negative,+H,Histidine,0,0.0
240,9AA,negative,+H,Homocysteine,0,0.0
241,9AA,negative,+H,Hypoxanthine,0,0.0
242,9AA,negative,+H,Indole,0,0.0
243,9AA,negative,+H,Kynurenic acid,0,0.0
244,9AA,negative,+H,Kynurenine,0,0.0
245,9AA,negative,+H,L-Dopa,0,0.0
246,9AA,negative,+H,Lactic acid,0,0.0
247,9AA,negative,+H,Lyso PA 18:1,0,0.0
248,9AA,negative,+H,Lyso PC 15:0,0,0.0
249,9AA,negative,+H,Lyso PE 18:0,0,0.0
250,9AA,negative,+H,Lyso PG 16:0,0,0.0
251,9AA,negative,+H,Lyso PI 17:1,0,0.0
252,9AA,negative,+H,Lyso PS 17:1,0,0.0
253,9AA,negative,+H,MG 18:1,0,0.0
254,9AA,negative,+H,Malic acid,0,0.0
255,9AA,negative,+H,Malonic acid,0,0.0
256,9AA,negative,+H,Melatonin,0,0.0
257,9AA,negative,+H,Methionine,0,0.0
258,9AA,negative,+H,Mevalonic acid,0,0.0
259,9AA,negative,+H,Myo-inositol 1-phosphate,0,0.0
260,9AA,negative,+H,N-Acetylaspartic acid,0,0.0
261,9AA,negative,+H,N-Acetylaspartylglutamic acid,0,0.0
262,9AA,negative,+H,N-Acetylgalactosamine 6-phosphate,0,0.0
263,9AA,negative,+H,N-Acetylglucosamine,0,0.0
264,9AA,negative,+H,"N6,N6,N6-Trimethyllysine",0,0.0
265,9AA,negative,+H,Niacinamide,0,0.0
266,9AA,negative,+H,Nicotinamide adenine dinucleotide (NAD),0,0.0
267,9AA,negative,+H,"Nicotinamide adenine dinucleotide, reduced (NADH)",0,0.0
268,9AA,negative,+H,Nicotinic acid,0,0.0
269,9AA,negative,+H,Ornithine,0,0.0
270,9AA,negative,+H,Orotic acid,0,0.0
271,9AA,negative,+H,Oxalacetic acid,0,0.0
272,9AA,negative,+H,Oxidized glutathione,0,0.0
273,9AA,negative,+H,PA 16:0-18:1,0,0.0
274,9AA,negative,+H,PC (O) C16-18:1,0,0.0
275,9AA,negative,+H,PC 15:0-18:1,0,0.0
276,9AA,negative,+H,PE 18:0-20:4,0,0.0
277,9AA,negative,+H,PG 16:0-18:1,0,0.0
278,9AA,negative,+H,PI 16:0-18:1,0,0.0
279,9AA,negative,+H,PI(5)P 18:1,0,0.0
280,9AA,negative,+H,PS (POPS) 16:0-18:1,0,0.0
281,9AA,negative,+H,Palmitic acid,0,0.0
282,9AA,negative,+H,Palmitoyl-CoA,0,0.0
283,9AA,negative,+H,Pantetheine,0,0.0
284,9AA,negative,+H,Pantothenic acid,0,0.0
285,9AA,negative,+H,Phenylalanine,0,0.0
286,9AA,negative,+H,Phosphocreatine,0,0.0
287,9AA,negative,+H,Phosphoenolpyruvic acid,0,0.0
288,9AA,negative,+H,Phosphoserine,0,0.0
289,9AA,negative,+H,Phylloquinone,0,0.0
290,9AA,negative,+H,Proline,0,0.0
291,9AA,negative,+H,Propionylcarnitine,0,0.0
292,9AA,negative,+H,Prostaglandin E1,0,0.0
293,9AA,negative,+H,Putrescine,0,0.0
294,9AA,negative,+H,Pyridoxine,0,0.0
295,9AA,negative,+H,Pyruvic acid,0,0.0
296,9AA,negative,+H,Quinolinic acid,0,0.0
297,9AA,negative,+H,Retinoic acid,0,0.0
298,9AA,negative,+H,Riboflavin,0,0.0
299,9AA,negative,+H,Ribose 5-phosphate,0,0.0
300,9AA,negative,+H,Ribulose,0,0.0
301,9AA,negative,+H,Ribulose 5-phosphate,0,0.0
302,9AA,negative,+H,S-Adenosylhomocysteine,0,0.0
303,9AA,negative,+H,SM d18:1-16:0,0,0.0
304,9AA,negative,+H,Serine,0,0.0
305,9AA,negative,+H,Serotonin,0,0.0
306,9AA,negative,+H,Spermidine,0,0.0
307,9AA,negative,+H,Spermine,0,0.0
308,9AA,negative,+H,Succinic acid,0,0.0
309,9AA,negative,+H,Sulfo GalCer 18:0(2S-OH),0,0.0
310,9AA,negative,+H,TG 15:0-18:1-15:0,0,0.0
311,9AA,negative,+H,Taurine,0,0.0
312,9AA,negative,+H,Taurocholic acid,0,0.0
313,9AA,negative,+H,Tetrahydrofolic acid,0,0.0
314,9AA,negative,+H,Thymine,0,0.0
315,9AA,negative,+H,Tryptophan,0,0.0
316,9AA,negative,+H,Tyrosine,0,0.0
317,9AA,negative,+H,Uracil,0,0.0
318,9AA,negative,+H,Ureidosuccinic acid,0,0.0
319,9AA,negative,+H,Uric acid,0,0.0
320,9AA,negative,+H,Uridine,0,0.0
321,9AA,negative,+H,Uridine diphosphate,0,0.0
322,9AA,negative,+H,Uridine diphosphate glucose,0,0.0
323,9AA,negative,+H,Uridine diphosphate glucuronic acid,0,0.0
324,9AA,negative,+H,Uridine diphosphate-N-acetylglucosamine,0,0.0
325,9AA,negative,+H,Urocanic acid,0,0.0
326,9AA,negative,+H,Valine,0,0.0
327,9AA,negative,+H,Xanthine,0,0.0
328,9AA,negative,+H,alpha-tocopherol,0,0.0
329,9AA,negative,+H,cis-Aconitic acid,0,0.0
330,9AA,negative,+H,gamma-Aminobutyric acid,0,0.0
331,9AA,negative,+H,myo-Inositol,0,0.0
664,9AA,negative,-H,2-Oxoglutaric acid,1,65207.863
665,9AA,negative,-H,3-Hydroxyanthranilic acid,1,5635.4595
666,9AA,negative,-H,3-Hydroxymethylglutaric acid,0,0.0
667,9AA,negative,-H,3-Phosphoglyceric acid,1,146078.0
668,9AA,negative,-H,"4,5-Dihydroorotic acid",1,93481.85
669,9AA,negative,-H,4-Hydroxyproline,1,2332.6228
670,9AA,negative,-H,5-Hydroxyindoleacetic acid,1,296.88385
671,9AA,negative,-H,6-Phosphogluconic acid,1,102873.76
672,9AA,negative,-H,Acetoacetic acid,0,0.0
673,9AA,negative,-H,Acetyl-CoA,1,204906.36
674,9AA,negative,-H,Acetylcarnitine,0,0.0
675,9AA,negative,-H,Adenine,1,2550.6094
676,9AA,negative,-H,Adenosine diphosphate,1,869459.6
677,9AA,negative,-H,Adenosine monophosphate,1,405090.22
678,9AA,negative,-H,Adenosine triphosphate,1,188954.58
679,9AA,negative,-H,Agmatine,0,0.0
680,9AA,negative,-H,Arachidonic acid,0,0.0
681,9AA,negative,-H,Arginine,1,6045.505
682,9AA,negative,-H,Argininosuccinic acid,1,27789.115
683,9AA,negative,-H,Ascorbic acid,1,9525.733
684,9AA,negative,-H,Asparagine,1,1136.5548
685,9AA,negative,-H,Aspartic acid,1,16146.886
686,9AA,negative,-H,Biotin,0,0.0
687,9AA,negative,-H,Butyric acid,0,0.0
688,9AA,negative,-H,CAR 16:0,0,0.0
689,9AA,negative,-H,Carbamoyl phosphate,0,0.0
690,9AA,negative,-H,Cardiolipin 18:1,1,1258.8322
691,9AA,negative,-H,Carnitine,0,0.0
692,9AA,negative,-H,Carnosine,1,119209.45
693,9AA,negative,-H,Cer d8:1/22:0 Cer,1,175.25
694,9AA,negative,-H,Cholecalciferol,0,0.0
695,9AA,negative,-H,Cholesterol,0,0.0
696,9AA,negative,-H,Cholesteryl acetate,0,0.0
697,9AA,negative,-H,Cholesteryl ester 17:0,0,0.0
698,9AA,negative,-H,Cholic acid,1,18127.912
699,9AA,negative,-H,Citric acid,1,160924.69
700,9AA,negative,-H,Citrulline,1,11564.286
701,9AA,negative,-H,Coenzyme A,1,6321.2407
702,9AA,negative,-H,Creatine,1,286.85608
703,9AA,negative,-H,Creatinine,1,2131.1282
704,9AA,negative,-H,Cyclic adenosine monophosphate,0,0.0
705,9AA,negative,-H,Cysteine,1,436.89478
706,9AA,negative,-H,Cystine,1,1098.6666
707,9AA,negative,-H,Cytidine,1,1163.3219
708,9AA,negative,-H,Cytidine monophosphate,0,0.0
709,9AA,negative,-H,Cytosine,1,340.1688
710,9AA,negative,-H,DG 18:0-22:6,0,0.0
711,9AA,negative,-H,Dihydroxyacetone,0,0.0
712,9AA,negative,-H,Dihydroxyacetone phosphate,1,19646.547
713,9AA,negative,-H,Dopamine,1,462.97455
714,9AA,negative,-H,Epinephrine,1,474.44894
715,9AA,negative,-H,Estradiol,0,0.0
716,9AA,negative,-H,Flavin adenine dinucleotide,1,87294.48
717,9AA,negative,-H,Flavin mononucleotide,0,0.0
718,9AA,negative,-H,Folic acid,0,0.0
719,9AA,negative,-H,"Fructose 1,6-bisphosphate",1,378102.03
720,9AA,negative,-H,Fumaric acid,0,0.0
721,9AA,negative,-H,GM3 Ganglioside 18:0,1,13297.406
722,9AA,negative,-H,GlcCer d18:1/18:0,1,3223.8003
723,9AA,negative,-H,Gluconic acid,1,51773.508
724,9AA,negative,-H,Glucosamine,0,0.0
725,9AA,negative,-H,Glucosamine 6-phosphate,1,73753.9
726,9AA,negative,-H,Glucose,1,3140.8533
727,9AA,negative,-H,Glucose 6-phosphate,1,122184.99
728,9AA,negative,-H,Glucosyl cholesterol,1,96.512085
729,9AA,negative,-H,Glutamic acid,1,34824.582
730,9AA,negative,-H,Glutamine,1,11018.534
731,9AA,negative,-H,Glutathione,1,6856.212
732,9AA,negative,-H,Glycerol 3-phosphate,1,52911.28
733,9AA,negative,-H,Glycerophosphocholine,0,0.0
734,9AA,negative,-H,Glycine,1,59.502007
735,9AA,negative,-H,Guanine,1,2527.219
736,9AA,negative,-H,Histamine,1,264.1762
737,9AA,negative,-H,Histidine,1,11973.12
738,9AA,negative,-H,Homocysteine,0,0.0
739,9AA,negative,-H,Hypoxanthine,1,3877.989
740,9AA,negative,-H,Indole,0,0.0
741,9AA,negative,-H,Kynurenic acid,1,29967.404
742,9AA,negative,-H,Kynurenine,1,311.59586
743,9AA,negative,-H,L-Dopa,1,536.2889
744,9AA,negative,-H,Lactic acid,0,0.0
745,9AA,negative,-H,Lyso PA 18:1,0,0.0
746,9AA,negative,-H,Lyso PC 15:0,0,0.0
747,9AA,negative,-H,Lyso PE 18:0,1,214726.64
748,9AA,negative,-H,Lyso PG 16:0,1,761925.1
749,9AA,negative,-H,Lyso PI 17:1,1,438300.6
750,9AA,negative,-H,Lyso PS 17:1,1,261738.34
751,9AA,negative,-H,MG 18:1,0,0.0
752,9AA,negative,-H,Malic acid,1,237378.92
753,9AA,negative,-H,Malonic acid,1,71088.85
754,9AA,negative,-H,Melatonin,1,55.98464
755,9AA,negative,-H,Methionine,1,611.47296
756,9AA,negative,-H,Mevalonic acid,1,19022.354
757,9AA,negative,-H,Myo-inositol 1-phosphate,1,153906.53
758,9AA,negative,-H,N-Acetylaspartic acid,1,278552.0
759,9AA,negative,-H,N-Acetylaspartylglutamic acid,1,27795.162
760,9AA,negative,-H,N-Acetylgalactosamine 6-phosphate,1,30827.717
761,9AA,negative,-H,N-Acetylglucosamine,1,2773.5083
762,9AA,negative,-H,"N6,N6,N6-Trimethyllysine",0,0.0
763,9AA,negative,-H,Niacinamide,0,0.0
764,9AA,negative,-H,Nicotinamide adenine dinucleotide (NAD),0,0.0
765,9AA,negative,-H,"Nicotinamide adenine dinucleotide, reduced (NADH)",1,142483.45
766,9AA,negative,-H,Nicotinic acid,1,23916.844
767,9AA,negative,-H,Ornithine,1,178.80928
768,9AA,negative,-H,Orotic acid,1,4007.626
769,9AA,negative,-H,Oxalacetic acid,0,0.0
770,9AA,negative,-H,Oxidized glutathione,1,350532.75
771,9AA,negative,-H,PA 16:0-18:1,1,45917.63
772,9AA,negative,-H,PC (O) C16-18:1,0,0.0
773,9AA,negative,-H,PC 15:0-18:1,0,0.0
774,9AA,negative,-H,PE 18:0-20:4,1,803.40314
775,9AA,negative,-H,PG 16:0-18:1,1,89724.07
776,9AA,negative,-H,PI 16:0-18:1,1,97150.44
777,9AA,negative,-H,PI(5)P 18:1,1,45703.918
778,9AA,negative,-H,PS (POPS) 16:0-18:1,1,101010.25
779,9AA,negative,-H,Palmitic acid,0,0.0
780,9AA,negative,-H,Palmitoyl-CoA,1,193073.6
781,9AA,negative,-H,Pantetheine,1,1256.2687
782,9AA,negative,-H,Pantothenic acid,1,6729.5522
783,9AA,negative,-H,Phenylalanine,1,1266.2341
784,9AA,negative,-H,Phosphocreatine,1,3024.6895
785,9AA,negative,-H,Phosphoenolpyruvic acid,1,157711.48
786,9AA,negative,-H,Phosphoserine,0,0.0
787,9AA,negative,-H,Phylloquinone,0,0.0
788,9AA,negative,-H,Proline,1,698.65674
789,9AA,negative,-H,Propionylcarnitine,0,0.0
790,9AA,negative,-H,Prostaglandin E1,1,4348.2993
791,9AA,negative,-H,Putrescine,0,0.0
792,9AA,negative,-H,Pyridoxine,1,5965.04
793,9AA,negative,-H,Pyruvic acid,0,0.0
794,9AA,negative,-H,Quinolinic acid,1,25394.08
795,9AA,negative,-H,Retinoic acid,0,0.0
796,9AA,negative,-H,Riboflavin,1,8470.334
797,9AA,negative,-H,Ribose 5-phosphate,1,98147.57
798,9AA,negative,-H,Ribulose,1,325.76276
799,9AA,negative,-H,Ribulose 5-phosphate,1,73445.88
800,9AA,negative,-H,S-Adenosylhomocysteine,1,19868.197
801,9AA,negative,-H,SM d18:1-16:0,1,184.13017
802,9AA,negative,-H,Serine,1,3993.5476
803,9AA,negative,-H,Serotonin,0,0.0
804,9AA,negative,-H,Spermidine,0,0.0
805,9AA,negative,-H,Spermine,0,0.0
806,9AA,negative,-H,Succinic acid,1,60458.562
807,9AA,negative,-H,Sulfo GalCer 18:0(2S-OH),1,341320.16
808,9AA,negative,-H,TG 15:0-18:1-15:0,0,0.0
809,9AA,negative,-H,Taurine,1,208896.88
810,9AA,negative,-H,Taurocholic acid,1,982982.0
811,9AA,negative,-H,Tetrahydrofolic acid,0,0.0
812,9AA,negative,-H,Thymine,1,18633.424
813,9AA,negative,-H,Tryptophan,1,258.6718
814,9AA,negative,-H,Tyrosine,1,134.4624
815,9AA,negative,-H,Uracil,1,32271.092
816,9AA,negative,-H,Ureidosuccinic acid,1,29431.266
817,9AA,negative,-H,Uric acid,1,89357.75
818,9AA,negative,-H,Uridine,1,1501.7017
819,9AA,negative,-H,Uridine diphosphate,1,861856.56
820,9AA,negative,-H,Uridine diphosphate glucose,1,427027.22
821,9AA,negative,-H,Uridine diphosphate glucuronic acid,1,119620.03
822,9AA,negative,-H,Uridine diphosphate-N-acetylglucosamine,1,1069371.1
823,9AA,negative,-H,Urocanic acid,1,33855.312
824,9AA,negative,-H,Valine,1,1482.8079
825,9AA,negative,-H,Xanthine,1,72632.41
826,9AA,negative,-H,alpha-tocopherol,0,0.0
827,9AA,negative,-H,cis-Aconitic acid,1,71186.88
828,9AA,negative,-H,gamma-Aminobutyric acid,1,935.67535
829,9AA,negative,-H,myo-Inositol,1,455.85037
1328,9AA,positive,+H,2-Oxoglutaric acid,0,0.0
1329,9AA,positive,+H,3-Hydroxyanthranilic acid,0,0.0
1330,9AA,positive,+H,3-Hydroxymethylglutaric acid,0,0.0
1331,9AA,positive,+H,3-Phosphoglyceric acid,0,0.0
1332,9AA,positive,+H,"4,5-Dihydroorotic acid",0,0.0
1333,9AA,positive,+H,4-Hydroxyproline,0,0.0
1334,9AA,positive,+H,5-Hydroxyindoleacetic acid,0,0.0
1335,9AA,positive,+H,6-Phosphogluconic acid,0,0.0
1336,9AA,positive,+H,Acetoacetic acid,0,0.0
1337,9AA,positive,+H,Acetyl-CoA,0,0.0
1338,9AA,positive,+H,Acetylcarnitine,1,72196.945
1339,9AA,positive,+H,Adenine,0,0.0
1340,9AA,positive,+H,Adenosine diphosphate,0,0.0
1341,9AA,positive,+H,Adenosine monophosphate,1,37.335915
1342,9AA,positive,+H,Adenosine triphosphate,0,0.0
1343,9AA,positive,+H,Agmatine,1,23242.79
1344,9AA,positive,+H,Arachidonic acid,0,0.0
1345,9AA,positive,+H,Arginine,1,4932.095
1346,9AA,positive,+H,Argininosuccinic acid,1,14.900511
1347,9AA,positive,+H,Ascorbic acid,0,0.0
1348,9AA,positive,+H,Asparagine,0,0.0
1349,9AA,positive,+H,Aspartic acid,0,0.0
1350,9AA,positive,+H,Biotin,0,0.0
1351,9AA,positive,+H,Butyric acid,0,0.0
1352,9AA,positive,+H,CAR 16:0,1,823601.0
1353,9AA,positive,+H,Carbamoyl phosphate,0,0.0
1354,9AA,positive,+H,Cardiolipin 18:1,0,0.0
1355,9AA,positive,+H,Carnitine,1,121696.07
1356,9AA,positive,+H,Carnosine,0,0.0
1357,9AA,positive,+H,Cer d8:1/22:0 Cer,0,0.0
1358,9AA,positive,+H,Cholecalciferol,0,0.0
1359,9AA,positive,+H,Cholesterol,0,0.0
1360,9AA,positive,+H,Cholesteryl acetate,0,0.0
1361,9AA,positive,+H,Cholesteryl ester 17:0,0,0.0
1362,9AA,positive,+H,Cholic acid,0,0.0
1363,9AA,positive,+H,Citric acid,0,0.0
1364,9AA,positive,+H,Citrulline,0,0.0
1365,9AA,positive,+H,Coenzyme A,0,0.0
1366,9AA,positive,+H,Creatine,0,0.0
1367,9AA,positive,+H,Creatinine,0,0.0
1368,9AA,positive,+H,Cyclic adenosine monophosphate,1,197.49648
1369,9AA,positive,+H,Cysteine,0,0.0
1370,9AA,positive,+H,Cystine,0,0.0
1371,9AA,positive,+H,Cytidine,0,0.0
1372,9AA,positive,+H,Cytidine monophosphate,0,0.0
1373,9AA,positive,+H,Cytosine,0,0.0
1374,9AA,positive,+H,DG 18:0-22:6,0,0.0
1375,9AA,positive,+H,Dihydroxyacetone,0,0.0
1376,9AA,positive,+H,Dihydroxyacetone phosphate,0,0.0
1377,9AA,positive,+H,Dopamine,0,0.0
1378,9AA,positive,+H,Epinephrine,0,0.0
1379,9AA,positive,+H,Estradiol,0,0.0
1380,9AA,positive,+H,Flavin adenine dinucleotide,0,0.0
1381,9AA,positive,+H,Flavin mononucleotide,1,41.883667
1382,9AA,positive,+H,Folic acid,0,0.0
1383,9AA,positive,+H,"Fructose 1,6-bisphosphate",0,0.0
1384,9AA,positive,+H,Fumaric acid,0,0.0
1385,9AA,positive,+H,GM3 Ganglioside 18:0,0,0.0
1386,9AA,positive,+H,GlcCer d18:1/18:0,0,0.0
1387,9AA,positive,+H,Gluconic acid,0,0.0
1388,9AA,positive,+H,Glucosamine,0,0.0
1389,9AA,positive,+H,Glucosamine 6-phosphate,0,0.0
1390,9AA,positive,+H,Glucose,0,0.0
1391,9AA,positive,+H,Glucose 6-phosphate,0,0.0
1392,9AA,positive,+H,Glucosyl cholesterol,0,0.0
1393,9AA,positive,+H,Glutamic acid,0,0.0
1394,9AA,positive,+H,Glutamine,0,0.0
1395,9AA,positive,+H,Glutathione,0,0.0
1396,9AA,positive,+H,Glycerol 3-phosphate,0,0.0
1397,9AA,positive,+H,Glycerophosphocholine,1,10084.105
1398,9AA,positive,+H,Glycine,0,0.0
1399,9AA,positive,+H,Guanine,0,0.0
1400,9AA,positive,+H,Histamine,1,78.12647
1401,9AA,positive,+H,Histidine,0,0.0
1402,9AA,positive,+H,Homocysteine,0,0.0
1403,9AA,positive,+H,Hypoxanthine,0,0.0
1404,9AA,positive,+H,Indole,0,0.0
1405,9AA,positive,+H,Kynurenic acid,0,0.0
1406,9AA,positive,+H,Kynurenine,0,0.0
1407,9AA,positive,+H,L-Dopa,0,0.0
1408,9AA,positive,+H,Lactic acid,0,0.0
1409,9AA,positive,+H,Lyso PA 18:1,0,0.0
1410,9AA,positive,+H,Lyso PC 15:0,1,330195.22
1411,9AA,positive,+H,Lyso PE 18:0,0,0.0
1412,9AA,positive,+H,Lyso PG 16:0,0,0.0
1413,9AA,positive,+H,Lyso PI 17:1,0,0.0
1414,9AA,positive,+H,Lyso PS 17:1,0,0.0
1415,9AA,positive,+H,MG 18:1,0,0.0
1416,9AA,positive,+H,Malic acid,0,0.0
1417,9AA,positive,+H,Malonic acid,0,0.0
1418,9AA,positive,+H,Melatonin,0,0.0
1419,9AA,positive,+H,Methionine,0,0.0
1420,9AA,positive,+H,Mevalonic acid,0,0.0
1421,9AA,positive,+H,Myo-inositol 1-phosphate,0,0.0
1422,9AA,positive,+H,N-Acetylaspartic acid,0,0.0
1423,9AA,positive,+H,N-Acetylaspartylglutamic acid,0,0.0
1424,9AA,positive,+H,N-Acetylgalactosamine 6-phosphate,0,0.0
1425,9AA,positive,+H,N-Acetylglucosamine,0,0.0
1426,9AA,positive,+H,"N6,N6,N6-Trimethyllysine",1,111564.086
1427,9AA,positive,+H,Niacinamide,0,0.0
1428,9AA,positive,+H,Nicotinamide adenine dinucleotide (NAD),0,0.0
1429,9AA,positive,+H,"Nicotinamide adenine dinucleotide, reduced (NADH)",0,0.0
1430,9AA,positive,+H,Nicotinic acid,0,0.0
1431,9AA,positive,+H,Ornithine,0,0.0
1432,9AA,positive,+H,Orotic acid,0,0.0
1433,9AA,positive,+H,Oxalacetic acid,0,0.0
1434,9AA,positive,+H,Oxidized glutathione,1,109.16313
1435,9AA,positive,+H,PA 16:0-18:1,0,0.0
1436,9AA,positive,+H,PC (O) C16-18:1,1,49122.168
1437,9AA,positive,+H,PC 15:0-18:1,1,31784.623
1438,9AA,positive,+H,PE 18:0-20:4,0,0.0
1439,9AA,positive,+H,PG 16:0-18:1,0,0.0
1440,9AA,positive,+H,PI 16:0-18:1,0,0.0
1441,9AA,positive,+H,PI(5)P 18:1,0,0.0
1442,9AA,positive,+H,PS (POPS) 16:0-18:1,0,0.0
1443,9AA,positive,+H,Palmitic acid,0,0.0
1444,9AA,positive,+H,Palmitoyl-CoA,0,0.0
1445,9AA,positive,+H,Pantetheine,0,0.0
1446,9AA,positive,+H,Pantothenic acid,0,0.0
1447,9AA,positive,+H,Phenylalanine,0,0.0
1448,9AA,positive,+H,Phosphocreatine,0,0.0
1449,9AA,positive,+H,Phosphoenolpyruvic acid,0,0.0
1450,9AA,positive,+H,Phosphoserine,0,0.0
1451,9AA,positive,+H,Phylloquinone,0,0.0
1452,9AA,positive,+H,Proline,0,0.0
1453,9AA,positive,+H,Propionylcarnitine,1,96280.625
1454,9AA,positive,+H,Prostaglandin E1,0,0.0
1455,9AA,positive,+H,Putrescine,0,0.0
1456,9AA,positive,+H,Pyridoxine,1,11.003516
1457,9AA,positive,+H,Pyruvic acid,0,0.0
1458,9AA,positive,+H,Quinolinic acid,0,0.0
1459,9AA,positive,+H,Retinoic acid,0,0.0
1460,9AA,positive,+H,Riboflavin,0,0.0
1461,9AA,positive,+H,Ribose 5-phosphate,0,0.0
1462,9AA,positive,+H,Ribulose,0,0.0
1463,9AA,positive,+H,Ribulose 5-phosphate,0,0.0
1464,9AA,positive,+H,S-Adenosylhomocysteine,0,0.0
1465,9AA,positive,+H,SM d18:1-16:0,1,66704.375
1466,9AA,positive,+H,Serine,0,0.0
1467,9AA,positive,+H,Serotonin,0,0.0
1468,9AA,positive,+H,Spermidine,1,1796.4735
1469,9AA,positive,+H,Spermine,1,2366.1128
1470,9AA,positive,+H,Succinic acid,0,0.0
1471,9AA,positive,+H,Sulfo GalCer 18:0(2S-OH),0,0.0
1472,9AA,positive,+H,TG 15:0-18:1-15:0,0,0.0
1473,9AA,positive,+H,Taurine,0,0.0
1474,9AA,positive,+H,Taurocholic acid,0,0.0
1475,9AA,positive,+H,Tetrahydrofolic acid,0,0.0
1476,9AA,positive,+H,Thymine,0,0.0
1477,9AA,positive,+H,Tryptophan,0,0.0
1478,9AA,positive,+H,Tyrosine,0,0.0
1479,9AA,positive,+H,Uracil,0,0.0
1480,9AA,positive,+H,Ureidosuccinic acid,0,0.0
1481,9AA,positive,+H,Uric acid,0,0.0
1482,9AA,positive,+H,Uridine,0,0.0
1483,9AA,positive,+H,Uridine diphosphate,0,0.0
1484,9AA,positive,+H,Uridine diphosphate glucose,0,0.0
1485,9AA,positive,+H,Uridine diphosphate glucuronic acid,0,0.0
1486,9AA,positive,+H,Uridine diphosphate-N-acetylglucosamine,0,0.0
1487,9AA,positive,+H,Urocanic acid,0,0.0
