,observed_value,prediction,regressor,name_short,adduct,matrix,polarity,fold
0,5.375443979142473,3.943874462146844,MLP,Malic acid,-H,9AA,negative,0
1,5.3199340325654045,3.8693277630104244,MLP,Taurine,-H,9AA,negative,0
2,5.44490784014757,3.880691944937762,MLP,N-Acetylaspartic acid,-H,9AA,negative,0
3,3.9789439936786417,3.9762367953803337,MLP,Ascorbic acid,-H,9AA,negative,0
4,4.852406059687796,3.8958974775280053,MLP,cis-Aconitic acid,-H,9AA,negative,0
5,5.206625379926532,4.0304020810739285,MLP,Citric acid,-H,9AA,negative,0
6,5.939249906533922,3.8701550903914836,MLP,Adenosine diphosphate,-H,9AA,negative,0
7,4.541898383022101,3.874286923175186,MLP,Glutamic acid,-H,9AA,negative,0
8,5.012308835041252,3.9830612331112722,MLP,6-Phosphogluconic acid,-H,9AA,negative,0
9,5.164587787189345,3.8829973789518792,MLP,3-Phosphoglyceric acid,-H,9AA,negative,0
10,5.417869002964245,3.974851874025657,MLP,Lyso PS 17:1,-H,9AA,negative,0
11,5.197866060993347,3.973408756584535,MLP,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,5.076314327370768,3.866282235118736,MLP,Carnosine,-H,9AA,negative,0
13,4.2583717408536526,3.871228835318688,MLP,Cholic acid,-H,9AA,negative,0
14,4.208115674739658,4.078834130750364,MLP,Aspartic acid,-H,9AA,negative,0
15,5.004369745474085,3.886767097562188,MLP,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,4.0631563769843755,3.9747207791499464,MLP,Citrulline,-H,9AA,negative,0
17,0.0,3.8722613199457387,MLP,Lyso PA 18:1,-H,9AA,negative,0
18,0.0,3.8792343794462236,MLP,Lyso PC 15:0,-H,9AA,negative,0
19,0.0,3.971794282552325,MLP,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,0.0,3.9861677761300025,MLP,Tetrahydrofolic acid,-H,9AA,negative,0
21,0.0,3.865599761305418,MLP,Flavin mononucleotide,-H,9AA,negative,0
22,0.0,3.988177969999939,MLP,Thiamine,-H,9AA,negative,0
23,0.0,3.965752587152758,MLP,Glucosamine,-H,9AA,negative,0
24,0.0,3.8842323521790294,MLP,Glycerophosphocholine,-H,9AA,negative,0
25,0.0,3.888565710381974,MLP,3-Hydroxymethylglutaric acid,-H,9AA,negative,0
26,0.0,3.869216473957724,MLP,Nicotinamide ribotide,-H,9AA,negative,0
27,0.0,3.981102416591931,MLP,PC 15:0-18:1,-H,9AA,negative,0
28,0.0,3.973074254420616,MLP,Folic acid,-H,9AA,negative,0
29,0.0,3.8824631886866823,MLP,Cyclic adenosine monophosphate,-H,9AA,negative,0
30,0.0,3.9644735935956166,MLP,PC (O) C16-18:1,-H,9AA,negative,0
31,0.0,3.9741401088186517,MLP,Cytidine monophosphate,-H,9AA,negative,0
32,0.0,3.9797081728624994,MLP,S-Adenosylmethionine,-H,9AA,negative,0
33,0.0,3.9778222237221477,MLP,Niacinamide,-H,9AA,negative,0
34,0.0,3.9281983195358214,MLP,"N6,N6,N6-Trimethyllysine",-H,9AA,negative,0
35,0.0,3.9662387692978363,MLP,MG 18:1,-H,9AA,negative,0
36,0.0,3.96041920296608,MLP,Carnitine,-H,9AA,negative,0
37,0.0,3.8852022622915316,MLP,Acetylcholine,-H,9AA,negative,0
38,0.0,3.8653258650234616,MLP,Cholecalciferol,-H,9AA,negative,0
39,0.0,3.8895276334423508,MLP,Nicotinamide riboside,-H,9AA,negative,0
40,0.0,3.875798763194941,MLP,Acetylcarnitine,-H,9AA,negative,0
41,0.0,3.892266878102917,MLP,Spermidine,-H,9AA,negative,0
42,0.0,3.871252224337627,MLP,Cholesterol,-H,9AA,negative,0
43,0.0,3.871250048024392,MLP,Putrescine,-H,9AA,negative,0
0,4.29330833634685,4.019349330367083,MLP,Dihydroxyacetone phosphate,-H,9AA,negative,1
1,4.951137084996772,3.844595137614896,MLP,Uric acid,-H,9AA,negative,1
2,4.66198892224018,3.882203893796436,MLP,PA 16:0-18:1,-H,9AA,negative,1
3,4.814306627793246,3.8475563415318614,MLP,2-Oxoglutaric acid,-H,9AA,negative,1
4,5.641773056029051,3.956605008598151,MLP,Lyso PI 17:1,-H,9AA,negative,1
5,4.952913805825025,4.053287790721415,MLP,PG 16:0-18:1,-H,9AA,negative,1
6,5.577610157677287,4.0273737579998485,MLP,"Fructose 1,6-bisphosphate",-H,9AA,negative,1
7,5.087021412007154,4.0232175143650455,MLP,Glucose 6-phosphate,-H,9AA,negative,1
8,3.6014676006840505,3.9566367078789053,MLP,Serine,-H,9AA,negative,1
9,2.971589091277522,4.010384832524134,MLP,gamma-Aminobutyric acid,-H,9AA,negative,1
10,3.508502825546985,4.052972453864368,MLP,GlcCer d18:1/18:0,-H,9AA,negative,1
11,3.40681419340028,3.9317276315346077,MLP,Adenine,-H,9AA,negative,1
12,5.33188795094239,4.0499494804384195,MLP,Lyso PE 18:0,-H,9AA,negative,1
13,4.861136433937232,4.065583579324957,MLP,Xanthine,-H,9AA,negative,1
14,4.078243606162822,3.8734855649477318,MLP,Histidine,-H,9AA,negative,1
15,5.544729838944959,4.076934932916381,MLP,Oxidized glutathione,-H,9AA,negative,1
16,3.77568616081301,4.003636536880215,MLP,Pyridoxine,-H,9AA,negative,1
17,0.0,4.044758234931727,MLP,Retinoic acid,-H,9AA,negative,1
18,0.0,4.023704945686577,MLP,Palmitic acid,-H,9AA,negative,1
19,0.0,3.931018458814105,MLP,Agmatine,-H,9AA,negative,1
20,0.0,4.005523521498446,MLP,Choline,-H,9AA,negative,1
21,0.0,2.3458379715679074,MLP,Malic acid,+Cl,9AA,negative,1
22,0.0,2.5196704338752207,MLP,Oxalacetic acid,+Cl,9AA,negative,1
23,0.0,2.431554717777427,MLP,N-Acetylaspartic acid,+Cl,9AA,negative,1
24,0.0,2.3159190012430106,MLP,Ascorbic acid,+Cl,9AA,negative,1
25,0.0,2.557278766726377,MLP,cis-Aconitic acid,+Cl,9AA,negative,1
26,0.0,2.66872229718536,MLP,Citric acid,+Cl,9AA,negative,1
27,0.0,2.503071509592069,MLP,Adenosine diphosphate,+Cl,9AA,negative,1
28,0.0,2.322920677877139,MLP,6-Phosphogluconic acid,+Cl,9AA,negative,1
29,0.0,2.4226486773365803,MLP,3-Phosphoglyceric acid,+Cl,9AA,negative,1
30,0.0,2.311758372322001,MLP,Phosphoenolpyruvic acid,+Cl,9AA,negative,1
31,0.0,2.337978628972283,MLP,Dihydroxyacetone phosphate,+Cl,9AA,negative,1
32,0.0,2.501809106971626,MLP,Cholic acid,+Cl,9AA,negative,1
33,0.0,2.1854721886674033,MLP,Aspartic acid,+Cl,9AA,negative,1
34,0.0,2.60242059732124,MLP,Serine,+Cl,9AA,negative,1
35,0.0,2.523551452332424,MLP,gamma-Aminobutyric acid,+Cl,9AA,negative,1
36,0.0,2.4991542522923034,MLP,Lyso PE 18:0,+Cl,9AA,negative,1
37,0.0,2.207404382618251,MLP,Histidine,+Cl,9AA,negative,1
38,0.0,2.5033003941884626,MLP,Oxidized glutathione,+Cl,9AA,negative,1
39,0.0,2.503409281049121,MLP,Argininosuccinic acid,+Cl,9AA,negative,1
40,0.0,2.2437399258357775,MLP,Quinolinic acid,+Cl,9AA,negative,1
41,0.0,2.4340173261039704,MLP,Hypoxanthine,+Cl,9AA,negative,1
42,0.0,2.7638133694161153,MLP,Coenzyme A,+Cl,9AA,negative,1
43,0.0,2.5475033655089683,MLP,Creatinine,+Cl,9AA,negative,1
0,5.187259868417889,4.0195270016703954,MLP,Myo-inositol 1-phosphate,-H,9AA,negative,2
1,4.851807597865303,4.031747666155372,MLP,Malonic acid,-H,9AA,negative,2
2,4.987449242191788,3.9939805730081006,MLP,PI 16:0-18:1,-H,9AA,negative,2
3,4.78146499660177,4.0360384451556035,MLP,Succinic acid,-H,9AA,negative,2
4,4.723556475765371,4.048114738374699,MLP,Glycerol 3-phosphate,-H,9AA,negative,2
5,4.865973351827255,4.05662946797125,MLP,Ribulose 5-phosphate,-H,9AA,negative,2
6,4.714115980594938,4.057089983081606,MLP,Gluconic acid,-H,9AA,negative,2
7,4.279287089640111,4.0609176744563475,MLP,Mevalonic acid,-H,9AA,negative,2
8,4.443890343962045,4.057080491671877,MLP,Argininosuccinic acid,-H,9AA,negative,2
9,4.404749585288414,3.993170046954322,MLP,Quinolinic acid,-H,9AA,negative,2
10,4.8677908785114905,4.046985288764918,MLP,Glucosamine 6-phosphate,-H,9AA,negative,2
11,3.588718548033654,4.040094852010509,MLP,Hypoxanthine,-H,9AA,negative,2
12,3.7815044163374036,4.002864745949832,MLP,Arginine,-H,9AA,negative,2
13,3.8008710262539327,4.183207672395605,MLP,Coenzyme A,-H,9AA,negative,2
14,2.5329693079368925,4.033092848152517,MLP,Cytosine,-H,9AA,negative,2
15,3.328813314275123,4.06428243429139,MLP,Creatinine,-H,9AA,negative,2
16,3.4808243581367546,4.035747677564004,MLP,Phosphocreatine,-H,9AA,negative,2
17,0.0,2.35118065493331,MLP,2-Oxoglutaric acid,+Cl,9AA,negative,2
