,observed_value,prediction,regressor,name_short,adduct,matrix,polarity,fold
0,5.375443979142473,4.622048801050107,MLP,Malic acid,-H,9AA,negative,0
1,5.3199340325654045,3.1364038795121076,MLP,Taurine,-H,9AA,negative,0
2,5.44490784014757,4.480915651143813,MLP,N-Acetylaspartic acid,-H,9AA,negative,0
3,3.9789439936786417,4.100707745781112,MLP,Ascorbic acid,-H,9AA,negative,0
4,4.852406059687796,5.262909560392279,MLP,cis-Aconitic acid,-H,9AA,negative,0
5,5.206625379926532,5.228509745693171,MLP,Citric acid,-H,9AA,negative,0
6,5.939249906533922,5.062996471636697,MLP,Adenosine diphosphate,-H,9AA,negative,0
7,4.541898383022101,3.9248794410754004,MLP,Glutamic acid,-H,9AA,negative,0
8,5.012308835041252,5.370018323254325,MLP,6-Phosphogluconic acid,-H,9AA,negative,0
9,5.164587787189345,5.34253148880413,MLP,3-Phosphoglyceric acid,-H,9AA,negative,0
10,5.417869002964245,4.16503544409312,MLP,Lyso PS 17:1,-H,9AA,negative,0
11,5.197866060993347,5.539490167556372,MLP,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,5.076314327370768,3.329809890865151,MLP,Carnosine,-H,9AA,negative,0
13,4.2583717408536526,3.3443961767608,MLP,Cholic acid,-H,9AA,negative,0
14,4.208115674739658,3.8819237568429834,MLP,Aspartic acid,-H,9AA,negative,0
15,5.004369745474085,3.756374178240948,MLP,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,4.0631563769843755,3.7361647254447887,MLP,Citrulline,-H,9AA,negative,0
17,0.0,4.3807511392143885,MLP,Lyso PA 18:1,-H,9AA,negative,0
18,0.0,3.31546820576856,MLP,Lyso PC 15:0,-H,9AA,negative,0
19,0.0,5.137356958271016,MLP,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,0.0,4.705615126077148,MLP,Tetrahydrofolic acid,-H,9AA,negative,0
21,0.0,4.948755755093177,MLP,Flavin mononucleotide,-H,9AA,negative,0
22,0.0,2.5242761057192955,MLP,Thiamine,-H,9AA,negative,0
