,observed_value,prediction,regressor,name_short,adduct,matrix,polarity,fold
0,5.375443979142473,4.410893248245818,MLP,Malic acid,-H,9AA,negative,0
1,5.3199340325654045,3.2635815468883687,MLP,Taurine,-H,9AA,negative,0
2,5.44490784014757,4.471942901727342,MLP,N-Acetylaspartic acid,-H,9AA,negative,0
3,3.9789439936786417,4.0458856013934055,MLP,Ascorbic acid,-H,9AA,negative,0
4,4.852406059687796,5.180178028789867,MLP,cis-Aconitic acid,-H,9AA,negative,0
5,5.206625379926532,5.1586856587954335,MLP,Citric acid,-H,9AA,negative,0
6,5.939249906533922,4.98491101792915,MLP,Adenosine diphosphate,-H,9AA,negative,0
7,4.541898383022101,3.676004101687754,MLP,Glutamic acid,-H,9AA,negative,0
8,5.012308835041252,5.246083431469172,MLP,6-Phosphogluconic acid,-H,9AA,negative,0
9,5.164587787189345,5.358365915036557,MLP,3-Phosphoglyceric acid,-H,9AA,negative,0
10,5.417869002964245,4.744234548054311,MLP,Lyso PS 17:1,-H,9AA,negative,0
11,5.197866060993347,5.725617584949695,MLP,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,5.076314327370768,3.292740249862709,MLP,Carnosine,-H,9AA,negative,0
13,4.2583717408536526,3.417715263499897,MLP,Cholic acid,-H,9AA,negative,0
14,4.208115674739658,3.6338466933968765,MLP,Aspartic acid,-H,9AA,negative,0
15,5.004369745474085,4.3674062000053935,MLP,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,4.0631563769843755,3.7291133173575353,MLP,Citrulline,-H,9AA,negative,0
17,0.0,4.413744229398185,MLP,Lyso PA 18:1,-H,9AA,negative,0
18,0.0,2.9180727206623596,MLP,Lyso PC 15:0,-H,9AA,negative,0
19,0.0,4.792267661828602,MLP,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,0.0,4.476875535599218,MLP,Tetrahydrofolic acid,-H,9AA,negative,0
21,0.0,4.891575598167671,MLP,Flavin mononucleotide,-H,9AA,negative,0
22,0.0,2.424729082176448,MLP,Thiamine,-H,9AA,negative,0
23,0.0,3.3143485411728895,MLP,Glucosamine,-H,9AA,negative,0
24,0.0,3.751243154118151,MLP,Glycerophosphocholine,-H,9AA,negative,0
25,0.0,4.380240403162254,MLP,3-Hydroxymethylglutaric acid,-H,9AA,negative,0
26,0.0,5.220349680347823,MLP,Nicotinamide ribotide,-H,9AA,negative,0
27,0.0,2.5763191687571707,MLP,PC 15:0-18:1,-H,9AA,negative,0
28,0.0,4.647963007553825,MLP,Folic acid,-H,9AA,negative,0
29,0.0,4.569886119826805,MLP,Cyclic adenosine monophosphate,-H,9AA,negative,0
30,0.0,2.226759553178093,MLP,PC (O) C16-18:1,-H,9AA,negative,0
31,0.0,5.203984134767534,MLP,Cytidine monophosphate,-H,9AA,negative,0
32,0.0,4.1571751522702005,MLP,S-Adenosylmethionine,-H,9AA,negative,0
33,0.0,3.305817666471472,MLP,Niacinamide,-H,9AA,negative,0
34,0.0,2.2595905367211286,MLP,"N6,N6,N6-Trimethyllysine",-H,9AA,negative,0
35,0.0,1.592049202009171,MLP,MG 18:1,-H,9AA,negative,0
36,0.0,3.003251639455417,MLP,Carnitine,-H,9AA,negative,0
37,0.0,1.4833491827363652,MLP,Acetylcholine,-H,9AA,negative,0
38,0.0,0.5500524699904318,MLP,Cholecalciferol,-H,9AA,negative,0
39,0.0,3.1041581624753896,MLP,Nicotinamide riboside,-H,9AA,negative,0
40,0.0,2.749626457264834,MLP,Acetylcarnitine,-H,9AA,negative,0
41,0.0,2.184368994284744,MLP,Spermidine,-H,9AA,negative,0
42,0.0,0.5343902608819479,MLP,Cholesterol,-H,9AA,negative,0
43,0.0,2.2009421901892665,MLP,Putrescine,-H,9AA,negative,0
0,4.29330833634685,4.97383682057437,MLP,Dihydroxyacetone phosphate,-H,9AA,negative,1
1,4.951137084996772,3.365208485973041,MLP,Uric acid,-H,9AA,negative,1
2,4.66198892224018,4.221903688422775,MLP,PA 16:0-18:1,-H,9AA,negative,1
3,4.814306627793246,4.836311093287896,MLP,2-Oxoglutaric acid,-H,9AA,negative,1
4,5.641773056029051,4.775988454742059,MLP,Lyso PI 17:1,-H,9AA,negative,1
5,4.952913805825025,3.8860620265596006,MLP,PG 16:0-18:1,-H,9AA,negative,1
6,5.577610157677287,5.141904919399663,MLP,"Fructose 1,6-bisphosphate",-H,9AA,negative,1
7,5.087021412007154,5.086729834751695,MLP,Glucose 6-phosphate,-H,9AA,negative,1
8,3.6014676006840505,3.113891350665207,MLP,Serine,-H,9AA,negative,1
9,2.971589091277522,2.662144263976103,MLP,gamma-Aminobutyric acid,-H,9AA,negative,1
10,3.508502825546985,3.0482606884694494,MLP,GlcCer d18:1/18:0,-H,9AA,negative,1
11,3.40681419340028,3.224211580090196,MLP,Adenine,-H,9AA,negative,1
12,5.33188795094239,3.6085418007770143,MLP,Lyso PE 18:0,-H,9AA,negative,1
13,4.861136433937232,3.5309340678570003,MLP,Xanthine,-H,9AA,negative,1
14,4.078243606162822,3.17093217925799,MLP,Histidine,-H,9AA,negative,1
15,5.544729838944959,4.9228436453442,MLP,Oxidized glutathione,-H,9AA,negative,1
16,3.77568616081301,3.10655438647055,MLP,Pyridoxine,-H,9AA,negative,1
17,0.0,3.39125633183658,MLP,Retinoic acid,-H,9AA,negative,1
18,0.0,3.4107424252327943,MLP,Palmitic acid,-H,9AA,negative,1
19,0.0,2.538043029243081,MLP,Agmatine,-H,9AA,negative,1
20,0.0,2.1499497732746193,MLP,Choline,-H,9AA,negative,1
21,0.0,2.1397263656227814,MLP,Malic acid,+Cl,9AA,negative,1
22,0.0,2.4904108122645443,MLP,Oxalacetic acid,+Cl,9AA,negative,1
23,0.0,2.105161671840838,MLP,N-Acetylaspartic acid,+Cl,9AA,negative,1
24,0.0,2.4458270315073865,MLP,Ascorbic acid,+Cl,9AA,negative,1
25,0.0,2.4893219609885886,MLP,cis-Aconitic acid,+Cl,9AA,negative,1
26,0.0,1.987674912542911,MLP,Citric acid,+Cl,9AA,negative,1
27,0.0,2.3911136983128434,MLP,Adenosine diphosphate,+Cl,9AA,negative,1
28,0.0,1.8768269788492675,MLP,6-Phosphogluconic acid,+Cl,9AA,negative,1
29,0.0,1.9579302418042728,MLP,3-Phosphoglyceric acid,+Cl,9AA,negative,1
30,0.0,2.518819062112553,MLP,Phosphoenolpyruvic acid,+Cl,9AA,negative,1
31,0.0,1.91051429795105,MLP,Dihydroxyacetone phosphate,+Cl,9AA,negative,1
32,0.0,2.8415140572228124,MLP,Cholic acid,+Cl,9AA,negative,1
33,0.0,1.6810295937995716,MLP,Aspartic acid,+Cl,9AA,negative,1
34,0.0,1.6490911627532805,MLP,Serine,+Cl,9AA,negative,1
35,0.0,1.7722481103184125,MLP,gamma-Aminobutyric acid,+Cl,9AA,negative,1
