,observed_value,prediction,regressor,name_short,adduct,matrix,polarity,fold
0,5.375443979142473,4.433872252280064,MLP,Malic acid,-H,9AA,negative,0
1,5.3199340325654045,3.1516856633262353,MLP,Taurine,-H,9AA,negative,0
2,5.44490784014757,4.335297419713255,MLP,N-Acetylaspartic acid,-H,9AA,negative,0
3,3.9789439936786417,4.13799268834891,MLP,Ascorbic acid,-H,9AA,negative,0
4,4.852406059687796,5.104245480461226,MLP,cis-Aconitic acid,-H,9AA,negative,0
5,5.206625379926532,4.922038969653772,MLP,Citric acid,-H,9AA,negative,0
6,5.939249906533922,5.065700586042654,MLP,Adenosine diphosphate,-H,9AA,negative,0
7,4.541898383022101,3.71954808079861,MLP,Glutamic acid,-H,9AA,negative,0
8,5.012308835041252,5.233217619600038,MLP,6-Phosphogluconic acid,-H,9AA,negative,0
9,5.164587787189345,5.1567150912535284,MLP,3-Phosphoglyceric acid,-H,9AA,negative,0
10,5.417869002964245,4.2734672446830775,MLP,Lyso PS 17:1,-H,9AA,negative,0
11,5.197866060993347,5.443672611828384,MLP,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,5.076314327370768,3.285533379434918,MLP,Carnosine,-H,9AA,negative,0
13,4.2583717408536526,3.394752072671079,MLP,Cholic acid,-H,9AA,negative,0
14,4.208115674739658,3.6190280046194334,MLP,Aspartic acid,-H,9AA,negative,0
15,5.004369745474085,3.8944661825653304,MLP,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,4.0631563769843755,3.73955844482517,MLP,Citrulline,-H,9AA,negative,0
17,0.0,4.632068957649436,MLP,Lyso PA 18:1,-H,9AA,negative,0
18,0.0,3.2410267869720375,MLP,Lyso PC 15:0,-H,9AA,negative,0
19,0.0,5.049506872108162,MLP,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,0.0,4.6474341928496665,MLP,Tetrahydrofolic acid,-H,9AA,negative,0
21,0.0,4.926544418419867,MLP,Flavin mononucleotide,-H,9AA,negative,0
22,0.0,2.149646871748754,MLP,Thiamine,-H,9AA,negative,0
23,0.0,3.0870290154893976,MLP,Glucosamine,-H,9AA,negative,0
24,0.0,3.9111253336193297,MLP,Glycerophosphocholine,-H,9AA,negative,0
25,0.0,4.198010178403066,MLP,3-Hydroxymethylglutaric acid,-H,9AA,negative,0
26,0.0,5.245739442213929,MLP,Nicotinamide ribotide,-H,9AA,negative,0
27,0.0,3.1382460008170967,MLP,PC 15:0-18:1,-H,9AA,negative,0
28,0.0,4.593019100706609,MLP,Folic acid,-H,9AA,negative,0
29,0.0,4.509924778253008,MLP,Cyclic adenosine monophosphate,-H,9AA,negative,0
30,0.0,2.671664942882053,MLP,PC (O) C16-18:1,-H,9AA,negative,0
31,0.0,5.144233547313719,MLP,Cytidine monophosphate,-H,9AA,negative,0
32,0.0,4.046735724445201,MLP,S-Adenosylmethionine,-H,9AA,negative,0
33,0.0,2.8432598007766905,MLP,Niacinamide,-H,9AA,negative,0
34,0.0,1.9472582540962398,MLP,"N6,N6,N6-Trimethyllysine",-H,9AA,negative,0
