,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,fold
34,0.0034816836,0.0022236004,0.0028908108,0.015034965,0.016407002,0.0063807038,0.0015083597,0.009936846,0.0017755504,0.004314653,0.0010259154,0.005048402,0.0025454077,0.010308553,0.009117992,0.0019102268,0.004348553,0.0038332867,0.0025430045,0.0068621524,0
4,0.9336415,0.017704029,0.9118172,0.014669464,0.775971,0.017341252,0.7443559,0.01566598,0.94661736,0.008595171,0.8493113,0.017099755,0.8773303,0.012229456,0.70145047,0.02193204,0.9449477,0.018800344,0.9352718,0.0135185085,0
74,0.02962444,0.014806963,0.0010886898,0.021636914,0.006315699,0.065804645,0.00065793487,0.023184411,0.035559308,0.03524426,0.012022265,0.07279797,0.0009937036,0.040353112,0.053819876,0.028308997,0.019034306,0.019986978,0.012566369,0.02231046,0
33,0.0018319923,0.0016613146,0.0011538139,0.018484958,0.0077742985,0.00523412,0.0008867034,0.010932341,0.00088769366,0.0041493457,0.00050028175,0.0036672766,0.0014568695,0.01011675,0.003816103,0.0011349844,0.00221081,0.0033968575,0.0013217289,0.007130389,0
25,0.9975205,0.013031445,0.99491817,0.010556947,0.9562188,0.0095033,0.97704417,0.010910759,0.9986707,0.004744529,0.99213725,0.009548403,0.9936931,0.0064662253,0.874293,0.01796923,0.99824286,0.011479457,0.9982917,0.009970698,0
199,0.00040121074,0.8846773,0.0010299236,0.9984694,0.0017087415,0.9877285,0.0029156916,0.9975942,0.00050950097,0.98601264,0.0015054418,0.9846393,0.0012425132,0.99950624,0.00269809,0.80107564,0.00045443157,0.9565626,0.00049635663,0.9933528,0
135,0.0032083476,0.012431206,0.0019073742,0.47281253,0.0066011027,0.09436321,0.0027688253,0.35165468,0.002049333,0.05987691,0.0019194566,0.06243492,0.0031182782,0.4045142,0.0042598024,0.008906887,0.0034614885,0.04043245,0.0027509872,0.17951898,0
69,0.85271555,0.020154536,0.8689122,0.011522158,0.7978335,0.018031143,0.6299572,0.01440837,0.84623337,0.009494346,0.7188434,0.017333591,0.8078907,0.010373187,0.7275731,0.024328804,0.88466674,0.022011613,0.86740196,0.0129238125,0
36,0.0014087241,0.07914714,0.0015713936,0.92392987,0.0044104294,0.55746317,0.0032623454,0.8844293,0.0010414133,0.42533198,0.001766019,0.44063482,0.002681006,0.9327826,0.0030250684,0.05583415,0.0015499591,0.25759146,0.0014297495,0.7402918,0
89,0.008985017,0.0026522218,0.0013415534,0.029254893,0.0074945497,0.015017103,0.0008282582,0.022299495,0.0058872327,0.010798642,0.00238662,0.012605307,0.0014119161,0.027206808,0.008535582,0.0035676735,0.0074639698,0.005057555,0.0049467254,0.0152421,0
171,0.00010992865,0.97975326,0.00013786231,0.99897975,0.0002556079,0.99653864,0.0005602887,0.99834466,0.00019943189,0.9957865,0.00068304717,0.9963915,0.00015434735,0.999782,0.0020109708,0.96466786,0.000119161894,0.98564607,0.00010386134,0.996775,0
63,0.01673866,0.006208873,0.012315434,0.026126662,0.04685081,0.013470265,0.010967043,0.022320557,0.007426063,0.008485063,0.0061061275,0.009626358,0.014287298,0.016718047,0.05596864,0.004955067,0.016962133,0.010456033,0.009806706,0.015193086,0
35,0.00915141,0.0029802916,0.0016143849,0.01895783,0.011858037,0.010695987,0.0011981227,0.015233664,0.0048917755,0.009442518,0.0021493009,0.008391052,0.0019339059,0.014426915,0.01364497,0.0030598247,0.0077080047,0.005191355,0.004850963,0.011508159,0
56,0.0074614733,0.0025510958,0.0022766297,0.007089947,0.016179197,0.0062881024,0.0009262935,0.0055418303,0.0042150896,0.005203944,0.0016215391,0.005991202,0.0015842341,0.0065255063,0.019777793,0.0030959153,0.006779421,0.0029816905,0.0035774016,0.00489876,0
18,0.98907894,0.017344316,0.9501955,0.015871378,0.84556144,0.017766805,0.84880316,0.017450275,0.9927817,0.010720917,0.9608332,0.017248895,0.93843156,0.0121500315,0.7687642,0.02508618,0.9896571,0.016642518,0.9896101,0.016310157,0
23,0.0029063523,0.0027014061,0.0013878391,0.061378986,0.007712675,0.013889625,0.0015301636,0.03870384,0.0015445403,0.009925387,0.001029725,0.009287017,0.0022227904,0.036203504,0.0043918756,0.0018589735,0.003214172,0.0074373893,0.0021264723,0.02200786,0
123,0.9349228,0.006039101,0.070499174,0.028076883,0.09642006,0.02489315,0.033466905,0.026990248,0.9589827,0.018437145,0.6310867,0.025151398,0.07240483,0.02697886,0.1658288,0.014729334,0.88937557,0.007868922,0.8992116,0.023945602,0
73,0.000342106,0.96978444,0.0005253569,0.99833125,0.00091760897,0.9942865,0.0016210442,0.9975055,0.0005320647,0.9932619,0.0016749263,0.9939108,0.0005269337,0.9995759,0.0042617484,0.9488373,0.00036866168,0.9799467,0.0003477598,0.99538827,0
85,0.001966727,0.34665364,0.002589543,0.9809537,0.005669932,0.8809768,0.00478708,0.97381973,0.0017855775,0.81524545,0.0036443037,0.84108,0.0032508702,0.99017185,0.0057807066,0.2984695,0.00208103,0.63964343,0.002169286,0.9312606,0
272,0.77703595,0.019938052,0.81755525,0.012190401,0.755601,0.017887674,0.5451673,0.014826939,0.752944,0.009493284,0.61139107,0.016986648,0.7382931,0.010895121,0.68902606,0.023398306,0.8199407,0.021639867,0.7864361,0.012991537,0
77,0.0049161804,0.0011667596,0.00010296644,0.0037306126,0.0011747042,0.008528583,3.811132e-05,0.0030644583,0.0047912137,0.0064035906,0.0007759809,0.009915978,8.25772e-05,0.00580675,0.0075620674,0.003014733,0.0028329121,0.0012461074,0.0013105676,0.003616197,0
3,0.01609419,0.024556613,0.0099569345,0.13427557,0.029759007,0.07089581,0.0073241545,0.11377057,0.01200963,0.047510277,0.008665833,0.05991191,0.008654482,0.15913938,0.030228255,0.021634592,0.015932553,0.048144888,0.012686666,0.0619989,0
26,0.0012480185,0.0012255698,0.00071569026,0.012176804,0.006041331,0.0034553783,0.00059348636,0.006955945,0.0005479604,0.0031266746,0.0002879899,0.0023630364,0.0009854448,0.0058981604,0.0030340638,0.00076107954,0.0015136804,0.002355566,0.0008389497,0.0049320427,0
86,0.0022742786,0.08013399,0.0018749599,0.91606593,0.004967602,0.5785535,0.003332498,0.8832901,0.0018076616,0.42835692,0.0027576592,0.47845292,0.0028684402,0.93591064,0.004001517,0.06762906,0.0024395185,0.25041637,0.0023527022,0.73724514,0
64,0.0043833354,0.0501158,0.007014309,0.94014317,0.01211287,0.51174647,0.011264736,0.9105278,0.0031550005,0.21698478,0.0062038023,0.40012214,0.009438354,0.954467,0.011984761,0.053731147,0.0043256925,0.18666774,0.004071201,0.6749842,0
104,0.045034762,0.0061555705,0.018758425,0.02567694,0.067031756,0.014587198,0.011346508,0.021762416,0.02572133,0.010558834,0.014169448,0.011487782,0.018486008,0.018759284,0.060253322,0.00589821,0.044950698,0.010188654,0.030740203,0.015806139,0
46,0.9780457,0.015138305,0.7340603,0.0134727545,0.614473,0.021083418,0.47644144,0.016012069,0.9849015,0.014598992,0.9043833,0.021296473,0.699294,0.012387273,0.64886224,0.025226321,0.9737737,0.015187358,0.97328377,0.01636105,0
54,0.0015106343,0.001398768,0.0008695443,0.016659845,0.0064901756,0.004277727,0.00079661113,0.009564494,0.0006795372,0.0036983097,0.0003811707,0.0028425392,0.0013001219,0.007961969,0.0032936977,0.0008470018,0.0018144646,0.002957529,0.001044995,0.006401067,0
49,0.0034806295,0.0018520886,0.0016585853,0.020582728,0.010152009,0.0056222538,0.0016108634,0.013152038,0.0015396791,0.0046095657,0.0009329627,0.0038605349,0.0024974025,0.010317829,0.006638961,0.0012332281,0.0037706583,0.0039137863,0.0021949867,0.008507429,0
52,0.0025911173,0.035844374,0.0024930846,0.7691445,0.0069223437,0.26401305,0.004110517,0.6789419,0.0017985351,0.15411468,0.0024006525,0.18810235,0.0037853064,0.7737191,0.0051625953,0.025889032,0.0028041438,0.12030272,0.0023680697,0.4018287,0
42,0.049663797,0.005170588,0.009930458,0.009793772,0.05339475,0.010432713,0.0040429016,0.009288804,0.029049916,0.008999499,0.010946539,0.009822285,0.006987346,0.009301032,0.06934875,0.0066857664,0.041090973,0.006062479,0.025846664,0.008356406,0
83,0.0010796583,0.00048029353,3.7752234e-05,0.004500798,0.0003861041,0.006634912,1.2288585e-05,0.0029401835,0.0011321807,0.0041203042,0.00019913567,0.007483081,2.945082e-05,0.007198278,0.0018640175,0.0014676494,0.00075936446,0.0005700625,0.0003288657,0.0031940965,0
127,0.0010903811,0.13477248,0.0016287116,0.978457,0.0037707102,0.7665021,0.003877895,0.9656551,0.0008594749,0.61968756,0.0018476642,0.66907567,0.0028678402,0.98384917,0.0026342685,0.097673394,0.001216377,0.43671882,0.0012243517,0.8887199,0
107,0.0031531353,0.013478169,0.00091746077,0.4888424,0.0034425557,0.14868824,0.0013506885,0.40170157,0.0023330674,0.09848424,0.00195775,0.10798483,0.0015598447,0.5055079,0.0033738904,0.012539588,0.0029789913,0.0461657,0.0025106417,0.22354785,0
41,0.0023285376,0.0017182457,0.0008088883,0.016176708,0.005766755,0.008776744,0.00046303173,0.01164245,0.001356633,0.0069957445,0.0006811519,0.0071202256,0.0008763352,0.014244069,0.0041624554,0.0017457171,0.00276765,0.0034639947,0.0017258477,0.00896732,0
75,0.0070913834,0.007220431,0.0012874551,0.017528081,0.0075861034,0.025234224,0.0006584862,0.014397174,0.005930909,0.017055154,0.002259614,0.024910789,0.0009243001,0.024269784,0.023314942,0.010827832,0.0053113587,0.008158501,0.0028283792,0.013298623,0
140,0.007331827,0.0029130576,0.0020138524,0.032225117,0.0118751675,0.010845322,0.0019682026,0.023403008,0.0036593422,0.008814983,0.0020656332,0.0077884994,0.0029196562,0.020058865,0.010246914,0.0024042046,0.006695584,0.006241815,0.004272263,0.0148588605,0
9,0.0018583819,0.022313446,0.0018933095,0.5613438,0.0067600785,0.15985186,0.0028235659,0.45195478,0.0011642133,0.104548596,0.0014932461,0.11051587,0.0029108354,0.52265596,0.004208146,0.015238287,0.002194426,0.068882346,0.0017792501,0.27700797,0
27,0.0021576087,0.0022269927,0.0029316812,0.012103766,0.01811003,0.005138017,0.0017356416,0.007908275,0.0009820417,0.0034937016,0.0006664676,0.0037442783,0.002811158,0.0071469904,0.009441546,0.0015515389,0.003040076,0.0038390881,0.0017125818,0.0056641903,0
78,0.0035709483,0.044624522,0.00059470406,0.14881428,0.0026008328,0.23175332,0.0004517258,0.1311921,0.0041990303,0.17061283,0.0024793998,0.24094594,0.00049202004,0.27608648,0.011172689,0.06623142,0.002842507,0.05702785,0.0018003638,0.13986145,0
28,0.00950485,0.0021045983,0.0034742297,0.013511541,0.018419981,0.005479971,0.0021004626,0.0092755295,0.0048535974,0.004526433,0.002236498,0.004371297,0.0035797616,0.00834019,0.012785065,0.0018293973,0.009503593,0.0035335834,0.0055142087,0.0066960566,0
21,0.0022718809,0.0015370578,0.0011409954,0.015016553,0.008724649,0.0044933856,0.00097086135,0.009421432,0.0010006803,0.0039130333,0.00056190195,0.0031903505,0.0015636561,0.007784524,0.005048354,0.0010149523,0.002596266,0.0030808863,0.0014798414,0.006380009,0
20,0.005764604,0.0030015819,0.0035330246,0.014438804,0.022207286,0.008274826,0.0019586326,0.010918599,0.0029132627,0.00641595,0.0016531675,0.006698899,0.003333651,0.01077446,0.015356788,0.0025751647,0.006722209,0.005243005,0.004165461,0.008173436,0
302,0.0010625174,0.23555936,0.0017362217,0.9851628,0.0037887534,0.8540864,0.004103211,0.9774644,0.00089593016,0.7607181,0.0020513476,0.79095465,0.0027519057,0.9907045,0.0030842624,0.17590989,0.0011674133,0.57996017,0.0011923425,0.92952204,0
13,0.0042665424,0.0025978903,0.0020158477,0.01426258,0.01356463,0.0089139445,0.0011003074,0.0110216765,0.0022875986,0.0071006157,0.0012562202,0.007329815,0.0019503244,0.012023291,0.01019407,0.00247583,0.005033135,0.0045948536,0.003135982,0.00865242,0
45,0.006285948,0.3998759,0.00880409,0.9311643,0.017377438,0.805294,0.010427151,0.91900444,0.0057241158,0.72682446,0.009811707,0.77436775,0.007359671,0.9668164,0.02084289,0.36763898,0.006321148,0.59738845,0.0061924793,0.8409373,0
99,0.0016949613,0.094750024,0.002597794,0.9667321,0.005965594,0.6904425,0.0051599755,0.9497277,0.0013123201,0.4634354,0.0027181788,0.5836095,0.0040062387,0.97575593,0.0044686664,0.07924584,0.0018716531,0.33438456,0.0018552886,0.82984185,0
38,0.0011982642,0.26802912,0.0018859359,0.97891366,0.004180747,0.8521064,0.0041908836,0.970022,0.0010403646,0.7794486,0.0023050716,0.795493,0.002802427,0.98762786,0.0037883394,0.20038825,0.001292535,0.59775186,0.0013103168,0.91976035,0
55,0.004940678,0.0036659492,0.0065933843,0.017265595,0.030662348,0.008117564,0.00405092,0.0123221185,0.0023680392,0.005326172,0.0017474962,0.0060313954,0.0064159017,0.011059131,0.017963342,0.0026232093,0.006616527,0.0065864604,0.0040329145,0.008616981,0
5,0.0011548448,0.0020252715,0.0013584872,0.012389262,0.008968389,0.004698147,0.0008752004,0.0073805423,0.0005425854,0.0033579858,0.00034252327,0.003422206,0.00132744,0.0073364205,0.0052300473,0.0014346548,0.0014960398,0.0031818936,0.000803451,0.0052627767,0
48,0.012636813,0.0034885427,0.004950461,0.010600153,0.029085048,0.010123013,0.0018599656,0.009280615,0.0073645916,0.007252344,0.003448956,0.009313298,0.003442755,0.010714526,0.028983898,0.0044482867,0.013258514,0.004864344,0.008174893,0.007870508,0
105,0.0129139,0.0031050295,0.0014301342,0.03171025,0.009585498,0.015305398,0.0012452798,0.025937876,0.0076056207,0.01291992,0.003200268,0.011610619,0.002025026,0.024662824,0.012319212,0.0034356622,0.009877635,0.006448237,0.0067404034,0.017950619,0
65,0.0030961127,0.08302141,0.004816945,0.9408209,0.010581591,0.5789648,0.008166802,0.91411626,0.0023287416,0.34207758,0.004403034,0.46939754,0.006669636,0.95171,0.0071303793,0.067700654,0.0034805338,0.277804,0.003404555,0.74640846,0
120,0.00091620936,0.19091873,0.0013518803,0.9747712,0.0031669936,0.80957085,0.0032215808,0.96330583,0.00079962285,0.71250355,0.001703106,0.7374272,0.0022651476,0.9851726,0.0027145427,0.13263358,0.0010282075,0.5315072,0.001045747,0.88824224,0
196,0.066725045,0.0066853995,0.008604261,0.032873366,0.035323452,0.021600489,0.006645172,0.030051626,0.04427414,0.01724529,0.01775802,0.017085198,0.009994331,0.027191317,0.049632303,0.0076806922,0.05095871,0.011328741,0.03720976,0.022391785,0
87,0.0013007567,0.8510946,0.0025335045,0.9957748,0.004362635,0.97719485,0.0051220036,0.99406487,0.0015304019,0.9726815,0.0037557618,0.9726527,0.0024966067,0.9985683,0.0067743757,0.7811354,0.001411004,0.93070054,0.0015289737,0.98555946,0
40,0.0030077826,0.0014502109,0.00055483705,0.016168823,0.0040144552,0.007387277,0.00035405895,0.010931376,0.0017471494,0.005993622,0.00069258123,0.0059037325,0.0006261056,0.01275553,0.0037265986,0.0016719867,0.002819793,0.0025824413,0.0016668028,0.008174399,0
101,0.0006582961,0.65693724,0.0015952224,0.99609655,0.0029199505,0.9640674,0.004141588,0.9942239,0.00065759284,0.9478095,0.0018842699,0.95087373,0.0020911738,0.9983417,0.0032627906,0.5336527,0.0007272252,0.87471026,0.0007657227,0.9819279,0
79,0.0035064744,0.0025236486,0.00027468713,0.019213716,0.0016658691,0.024878934,0.00012393146,0.0156235285,0.0034969023,0.01398049,0.0011554341,0.026585782,0.0002150267,0.03361098,0.006176173,0.0059502055,0.0026578596,0.003666115,0.0014504879,0.013406876,0
14,0.012140775,0.0035438251,0.0042964905,0.015450411,0.025419617,0.008256416,0.0027980066,0.012092859,0.0059905658,0.0070164553,0.0030625665,0.006579148,0.0043815877,0.010624049,0.02265783,0.0031636911,0.011602785,0.0055161677,0.0070259925,0.0091217365,0
11,0.98538613,0.012890575,0.77492136,0.015452697,0.64117503,0.019889161,0.523484,0.017758735,0.99092966,0.01496384,0.9277339,0.020026736,0.7471162,0.013550378,0.5988141,0.022593265,0.9822626,0.013231659,0.9833191,0.01780851,0
70,0.031588823,0.00870175,0.0027015025,0.010030531,0.018779062,0.021954924,0.0012536532,0.010253038,0.024653347,0.015725238,0.008239619,0.022628263,0.0020101385,0.013426442,0.06728191,0.013837583,0.022603448,0.009204951,0.013556422,0.010552152,0
80,0.002692074,0.10159969,0.000655777,0.24460657,0.0021830145,0.3823671,0.00061075325,0.22103325,0.0036469018,0.28927124,0.0025839636,0.38942677,0.00054411526,0.45601165,0.012317957,0.12628554,0.0022339923,0.13075384,0.001394804,0.22155792,0
158,0.98507994,0.018902961,0.73150676,0.0128363175,0.62256294,0.025994455,0.48507008,0.016321307,0.99067324,0.019485252,0.93006957,0.026723417,0.7083352,0.012801994,0.68902683,0.032655332,0.98120683,0.017685696,0.98157644,0.018187998,0
606,0.9971361,0.015127134,0.9865882,0.012444326,0.9266265,0.012695252,0.948543,0.013254678,0.9985281,0.00715476,0.9887861,0.012422456,0.9836812,0.008263943,0.8402109,0.021830883,0.99765223,0.013281791,0.9978144,0.012778429,0
12,0.0023118244,0.0017961191,0.0009021385,0.019090662,0.0060468516,0.0070777256,0.00066232303,0.012536637,0.0011903725,0.0054827835,0.00063803256,0.0053099054,0.0010564573,0.013026319,0.0042994856,0.0016087834,0.0025180313,0.0033587134,0.001472139,0.008711199,0
109,0.756505,0.0056040306,0.019739158,0.028577741,0.048131444,0.02923974,0.008605555,0.027736075,0.8200414,0.019841101,0.30817148,0.030268636,0.019600652,0.03184813,0.10370303,0.014266931,0.65110594,0.007948843,0.6602492,0.023865659,0
53,0.99908996,0.011451975,0.9976017,0.0100546945,0.96964943,0.007881381,0.98858774,0.009897381,0.9995877,0.0038985093,0.9967865,0.007969916,0.9971807,0.005546034,0.8963231,0.016311565,0.9993662,0.009474547,0.99941003,0.009121353,0
60,0.31105605,0.013675855,0.07667192,0.019240508,0.12120059,0.032183293,0.030636042,0.02005288,0.3222412,0.017363872,0.14002353,0.033382084,0.05632921,0.024042843,0.24162847,0.021310268,0.2769757,0.017104058,0.21403004,0.017464792,0
95,0.998429,0.011331625,0.9850161,0.01693443,0.90061545,0.0117583005,0.94875723,0.015913947,0.99928147,0.0068017566,0.9925252,0.0114930095,0.9837678,0.010096937,0.78079385,0.018118998,0.9985221,0.010113399,0.99868757,0.01437841,0
17,0.002762267,0.2927836,0.0043605003,0.9596593,0.0090461895,0.7895208,0.006907278,0.9453743,0.002336814,0.69296145,0.0044343127,0.7329547,0.0047453395,0.976249,0.0085186865,0.23965453,0.002929604,0.5431415,0.002842873,0.8701992,0
157,0.0043335673,0.613307,0.0064111254,0.9769066,0.012067318,0.9159965,0.009093141,0.9721906,0.0042473874,0.8726419,0.008824391,0.89966416,0.0054465644,0.99066895,0.017214544,0.5752856,0.0044256314,0.77533156,0.0045174803,0.93694687,0
24,0.0026034294,0.023950629,0.002263358,0.60547054,0.00739188,0.16360602,0.0035400467,0.49251315,0.0016621501,0.09867706,0.0020050013,0.11233448,0.0034459336,0.5727502,0.0054290234,0.016901836,0.00278995,0.073146194,0.00220556,0.27345487,0
128,0.0008420604,0.07151305,0.0013667854,0.9530644,0.0035095566,0.5651497,0.0031452258,0.9215002,0.0005973348,0.393537,0.0011974798,0.43597984,0.0024630376,0.95521116,0.0020885833,0.046991102,0.0010223269,0.26044375,0.0009486864,0.78010297,0
30,0.0056136763,0.003489123,0.002209919,0.0820115,0.009187163,0.019271448,0.0021425234,0.05316372,0.0035926413,0.012984966,0.0021276877,0.013781527,0.003192882,0.05806014,0.005869953,0.0027200435,0.0059041074,0.010135147,0.004222359,0.026830923,0
16,0.0024702097,0.01665226,0.0021293894,0.44221464,0.008140286,0.110577986,0.002938864,0.3388505,0.0014972149,0.070345625,0.0016767395,0.07558393,0.0031504387,0.38649076,0.0052958177,0.011751443,0.002771772,0.04832676,0.002138077,0.19577856,0
81,0.019016294,0.002825567,0.0001827588,0.008312677,0.0013781085,0.031462662,7.453839e-05,0.008189579,0.02785847,0.015930003,0.004633563,0.040127967,0.00016271189,0.018024871,0.018000381,0.008975634,0.010458322,0.004095903,0.0059901173,0.008908045,0
108,0.0007711543,0.45266154,0.001181422,0.98524565,0.0025342891,0.91309106,0.0029438622,0.9786226,0.000837538,0.8880662,0.0017782586,0.8855306,0.00177099,0.9933223,0.0030775634,0.32065696,0.0008621164,0.757878,0.00088859204,0.9438352,0
50,0.006264002,0.0065850723,0.004853786,0.18174979,0.014213095,0.042127233,0.006312498,0.12994044,0.0035728405,0.021729762,0.0035804352,0.02808561,0.007913443,0.13704251,0.010937014,0.0049453597,0.0066860546,0.0222264,0.0048322664,0.058108468,0
76,0.011628646,0.0047112023,0.0012860218,0.01249833,0.0079173455,0.022193756,0.00052574364,0.011099154,0.010409325,0.013108298,0.003377787,0.022886075,0.0009211317,0.018371873,0.02656689,0.008840609,0.008758626,0.0059446776,0.004953269,0.010521617,0
197,0.000751687,0.41770643,0.0013897377,0.9912294,0.0029745826,0.92570734,0.0034844177,0.9871775,0.00071746885,0.8816948,0.0018228958,0.89611596,0.0020495865,0.99582964,0.0030057272,0.31916723,0.0008425885,0.746857,0.0008800849,0.9600171,0
88,0.92698276,0.0049542743,0.037055574,0.01660923,0.06498085,0.019959414,0.017190617,0.016197553,0.9547388,0.014054928,0.5768623,0.021055125,0.039801747,0.01622171,0.16739257,0.01304597,0.8720625,0.005906005,0.8745516,0.016108572,0
84,0.1687783,0.0073415963,0.017026497,0.015435143,0.06703848,0.016053924,0.0080224,0.015174556,0.11985005,0.013938601,0.03816951,0.01468213,0.013616326,0.014652779,0.115559444,0.010983565,0.12140163,0.008489726,0.0855203,0.013725469,0
31,0.013842073,0.025631461,0.0066415467,0.23931032,0.018605461,0.091918565,0.0058546434,0.19314161,0.010477917,0.067366056,0.0074634585,0.0746162,0.006899498,0.2690979,0.017630005,0.021585973,0.01352635,0.058005817,0.01109204,0.09813905,0
58,0.0024102756,0.0034999559,0.0015680486,0.044225056,0.007075493,0.01744135,0.0011258337,0.029574247,0.0015724016,0.010568828,0.0010210377,0.013870038,0.0016225423,0.03900398,0.0059379726,0.0032665362,0.002663779,0.0076271123,0.0016661776,0.017680626,0
62,0.0034984278,0.0013787873,0.0013652907,0.007440625,0.009741296,0.004702537,0.00053475914,0.0049795303,0.0019774025,0.0033422713,0.000767924,0.0042293537,0.0010103696,0.006119257,0.009238371,0.0016961463,0.0036458776,0.0018210921,0.0018372622,0.004140011,0
