,observed_value,prediction,regressor,name_short,adduct,matrix,polarity,fold
0,5.375443979142473,3.8912312967082623,MLP,Malic acid,-H,9AA,negative,0
1,5.3199340325654045,3.899985682105688,MLP,Taurine,-H,9AA,negative,0
2,5.44490784014757,3.8624079289603146,MLP,N-Acetylaspartic acid,-H,9AA,negative,0
3,3.9789439936786417,3.952644747256406,MLP,Ascorbic acid,-H,9AA,negative,0
4,4.852406059687796,3.9157591301908226,MLP,cis-Aconitic acid,-H,9AA,negative,0
5,5.206625379926532,3.925974084286995,MLP,Citric acid,-H,9AA,negative,0
6,5.939249906533922,3.8930570274146423,MLP,Adenosine diphosphate,-H,9AA,negative,0
7,4.541898383022101,3.8511666065709105,MLP,Glutamic acid,-H,9AA,negative,0
8,5.012308835041252,3.8589517617651805,MLP,6-Phosphogluconic acid,-H,9AA,negative,0
9,5.164587787189345,3.892893675458771,MLP,3-Phosphoglyceric acid,-H,9AA,negative,0
10,5.417869002964245,3.8612260669905503,MLP,Lyso PS 17:1,-H,9AA,negative,0
11,5.197866060993347,3.963046478372006,MLP,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,5.076314327370768,3.88179226940028,MLP,Carnosine,-H,9AA,negative,0
13,4.2583717408536526,3.9125782562918032,MLP,Cholic acid,-H,9AA,negative,0
14,4.208115674739658,3.880418847512456,MLP,Aspartic acid,-H,9AA,negative,0
15,5.004369745474085,3.868661717138013,MLP,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,4.0631563769843755,3.8432395936648054,MLP,Citrulline,-H,9AA,negative,0
17,0.0,3.900570106791862,MLP,Lyso PA 18:1,-H,9AA,negative,0
18,0.0,3.8460195955738494,MLP,Lyso PC 15:0,-H,9AA,negative,0
19,0.0,3.8628337631324787,MLP,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,0.0,3.900611607579734,MLP,Tetrahydrofolic acid,-H,9AA,negative,0
21,0.0,3.985598160833971,MLP,Flavin mononucleotide,-H,9AA,negative,0
22,0.0,3.9399331929654635,MLP,Thiamine,-H,9AA,negative,0
23,0.0,3.8578662217874533,MLP,Glucosamine,-H,9AA,negative,0
24,0.0,3.8938532820369534,MLP,Glycerophosphocholine,-H,9AA,negative,0
25,0.0,3.940678751413342,MLP,3-Hydroxymethylglutaric acid,-H,9AA,negative,0
26,0.0,3.9038058558941677,MLP,Nicotinamide ribotide,-H,9AA,negative,0
27,0.0,3.848698144048991,MLP,PC 15:0-18:1,-H,9AA,negative,0
28,0.0,3.983919268517979,MLP,Folic acid,-H,9AA,negative,0
29,0.0,3.9731558383716945,MLP,Cyclic adenosine monophosphate,-H,9AA,negative,0
30,0.0,3.976992861120641,MLP,PC (O) C16-18:1,-H,9AA,negative,0
31,0.0,3.9516833210804942,MLP,Cytidine monophosphate,-H,9AA,negative,0
32,0.0,3.9869630282523265,MLP,S-Adenosylmethionine,-H,9AA,negative,0
33,0.0,3.988471466747702,MLP,Niacinamide,-H,9AA,negative,0
34,0.0,3.8582849697450956,MLP,"N6,N6,N6-Trimethyllysine",-H,9AA,negative,0
35,0.0,3.914532753067921,MLP,MG 18:1,-H,9AA,negative,0
36,0.0,3.8663449228049656,MLP,Carnitine,-H,9AA,negative,0
37,0.0,3.97290629488587,MLP,Acetylcholine,-H,9AA,negative,0
38,0.0,3.858063476307907,MLP,Cholecalciferol,-H,9AA,negative,0
39,0.0,3.9456041322355513,MLP,Nicotinamide riboside,-H,9AA,negative,0
40,0.0,3.9278016386148287,MLP,Acetylcarnitine,-H,9AA,negative,0
41,0.0,3.863879253285341,MLP,Spermidine,-H,9AA,negative,0
42,0.0,3.9385416185683293,MLP,Cholesterol,-H,9AA,negative,0
43,0.0,3.986299188738848,MLP,Putrescine,-H,9AA,negative,0
0,4.29330833634685,4.007211709303373,MLP,Dihydroxyacetone phosphate,-H,9AA,negative,1
1,4.951137084996772,4.005744207537516,MLP,Uric acid,-H,9AA,negative,1
2,4.66198892224018,4.051335481829001,MLP,PA 16:0-18:1,-H,9AA,negative,1
3,4.814306627793246,3.958185331625013,MLP,2-Oxoglutaric acid,-H,9AA,negative,1
4,5.641773056029051,3.955948246641401,MLP,Lyso PI 17:1,-H,9AA,negative,1
5,4.952913805825025,3.9852542836856406,MLP,PG 16:0-18:1,-H,9AA,negative,1
6,5.577610157677287,3.9491267320926227,MLP,"Fructose 1,6-bisphosphate",-H,9AA,negative,1
7,5.087021412007154,3.9523875597320686,MLP,Glucose 6-phosphate,-H,9AA,negative,1
8,3.6014676006840505,4.002003716851161,MLP,Serine,-H,9AA,negative,1
9,2.971589091277522,3.952395166693595,MLP,gamma-Aminobutyric acid,-H,9AA,negative,1
10,3.508502825546985,4.006707159865103,MLP,GlcCer d18:1/18:0,-H,9AA,negative,1
11,3.40681419340028,3.957316261419612,MLP,Adenine,-H,9AA,negative,1
12,5.33188795094239,4.006745447146894,MLP,Lyso PE 18:0,-H,9AA,negative,1
13,4.861136433937232,3.9551672706956076,MLP,Xanthine,-H,9AA,negative,1
14,4.078243606162822,4.007074348560864,MLP,Histidine,-H,9AA,negative,1
15,5.544729838944959,4.137740570408362,MLP,Oxidized glutathione,-H,9AA,negative,1
16,3.77568616081301,3.983129120648024,MLP,Pyridoxine,-H,9AA,negative,1
17,0.0,3.9613356323611697,MLP,Retinoic acid,-H,9AA,negative,1
18,0.0,4.0047786624381185,MLP,Palmitic acid,-H,9AA,negative,1
19,0.0,3.981982379039114,MLP,Agmatine,-H,9AA,negative,1
20,0.0,3.9518577199847638,MLP,Choline,-H,9AA,negative,1
21,0.0,2.119867670935017,MLP,Malic acid,+Cl,9AA,negative,1
22,0.0,2.5187590030947877,MLP,Oxalacetic acid,+Cl,9AA,negative,1
23,0.0,2.765687320487878,MLP,N-Acetylaspartic acid,+Cl,9AA,negative,1
24,0.0,2.1963452629520286,MLP,Ascorbic acid,+Cl,9AA,negative,1
25,0.0,2.484318244077434,MLP,cis-Aconitic acid,+Cl,9AA,negative,1
26,0.0,2.4728811844922483,MLP,Citric acid,+Cl,9AA,negative,1
27,0.0,2.5077695883644626,MLP,Adenosine diphosphate,+Cl,9AA,negative,1
28,0.0,2.530975304000669,MLP,6-Phosphogluconic acid,+Cl,9AA,negative,1
29,0.0,2.1232021616813936,MLP,3-Phosphoglyceric acid,+Cl,9AA,negative,1
30,0.0,2.438069065522235,MLP,Phosphoenolpyruvic acid,+Cl,9AA,negative,1
31,0.0,2.4779492052806456,MLP,Dihydroxyacetone phosphate,+Cl,9AA,negative,1
32,0.0,2.095391779579881,MLP,Cholic acid,+Cl,9AA,negative,1
33,0.0,2.097590581138576,MLP,Aspartic acid,+Cl,9AA,negative,1
34,0.0,2.5151774293355236,MLP,Serine,+Cl,9AA,negative,1
35,0.0,2.0582421928894816,MLP,gamma-Aminobutyric acid,+Cl,9AA,negative,1
36,0.0,2.499852834768136,MLP,Lyso PE 18:0,+Cl,9AA,negative,1
37,0.0,2.493088238118526,MLP,Histidine,+Cl,9AA,negative,1
38,0.0,2.2618865371598136,MLP,Oxidized glutathione,+Cl,9AA,negative,1
39,0.0,3.2432041472756,MLP,Argininosuccinic acid,+Cl,9AA,negative,1
40,0.0,2.2062076848580894,MLP,Quinolinic acid,+Cl,9AA,negative,1
41,0.0,2.3939201416259435,MLP,Hypoxanthine,+Cl,9AA,negative,1
42,0.0,2.5323862367074415,MLP,Coenzyme A,+Cl,9AA,negative,1
43,0.0,2.502389890133304,MLP,Creatinine,+Cl,9AA,negative,1
0,5.187259868417889,3.902429973621824,MLP,Myo-inositol 1-phosphate,-H,9AA,negative,2
1,4.851807597865303,4.082613418189757,MLP,Malonic acid,-H,9AA,negative,2
2,4.987449242191788,3.974812639375124,MLP,PI 16:0-18:1,-H,9AA,negative,2
3,4.78146499660177,4.115188844794726,MLP,Succinic acid,-H,9AA,negative,2
4,4.723556475765371,3.9178290339719397,MLP,Glycerol 3-phosphate,-H,9AA,negative,2
5,4.865973351827255,3.9499366015160375,MLP,Ribulose 5-phosphate,-H,9AA,negative,2
6,4.714115980594938,4.225728308900015,MLP,Gluconic acid,-H,9AA,negative,2
7,4.279287089640111,4.095355403121001,MLP,Mevalonic acid,-H,9AA,negative,2
8,4.443890343962045,4.188401505476614,MLP,Argininosuccinic acid,-H,9AA,negative,2
9,4.404749585288414,3.8605952236217935,MLP,Quinolinic acid,-H,9AA,negative,2
10,4.8677908785114905,3.85309319456895,MLP,Glucosamine 6-phosphate,-H,9AA,negative,2
11,3.588718548033654,4.001077843016481,MLP,Hypoxanthine,-H,9AA,negative,2
12,3.7815044163374036,4.163586108679761,MLP,Arginine,-H,9AA,negative,2
13,3.8008710262539327,4.115071827143191,MLP,Coenzyme A,-H,9AA,negative,2
14,2.5329693079368925,4.178282491579031,MLP,Cytosine,-H,9AA,negative,2
15,3.328813314275123,4.171779019242791,MLP,Creatinine,-H,9AA,negative,2
16,3.4808243581367546,4.145958478778412,MLP,Phosphocreatine,-H,9AA,negative,2
17,0.0,2.2478143754698348,MLP,2-Oxoglutaric acid,+Cl,9AA,negative,2
18,0.0,2.4004696036706865,MLP,Lyso PI 17:1,+Cl,9AA,negative,2
19,0.0,2.488574945788002,MLP,PG 16:0-18:1,+Cl,9AA,negative,2
20,0.0,2.1278850405559333,MLP,"Fructose 1,6-bisphosphate",+Cl,9AA,negative,2
21,0.0,2.521378596988132,MLP,Malonic acid,+Cl,9AA,negative,2
22,0.0,2.2015063127824193,MLP,PI 16:0-18:1,+Cl,9AA,negative,2
23,0.0,2.485637022663248,MLP,Fumaric acid,+Cl,9AA,negative,2
24,0.0,2.4800844567130973,MLP,Succinic acid,+Cl,9AA,negative,2
25,0.0,2.4929261785652685,MLP,Gluconic acid,+Cl,9AA,negative,2
26,0.0,2.1098461784623534,MLP,Cardiolipin 18:1,+Cl,9AA,negative,2
27,0.0,2.471646798833734,MLP,PI(5)P 18:1,+Cl,9AA,negative,2
28,0.0,2.4807085697727262,MLP,Lyso PG 16:0,+Cl,9AA,negative,2
29,0.0,2.2556197096126698,MLP,Ureidosuccinic acid,+Cl,9AA,negative,2
30,0.0,2.4824389456835174,MLP,Creatine,+Cl,9AA,negative,2
31,0.0,2.105736957002892,MLP,Nicotinic acid,+Cl,9AA,negative,2
32,0.0,2.478751283676626,MLP,Acetyl-CoA,+Cl,9AA,negative,2
33,0.0,2.4841311698541095,MLP,Taurocholic acid,+Cl,9AA,negative,2
34,0.0,2.2242384665666894,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",+Cl,9AA,negative,2
35,0.0,2.0995464268468753,MLP,Nicotinamide adenine dinucleotide (NAD),+Cl,9AA,negative,2
36,0.0,2.491525208192709,MLP,N-Acetylgalactosamine 6-phosphate,+Cl,9AA,negative,2
37,0.0,2.2343835598381085,MLP,Sulfo GalCer 18:0(2S-OH),+Cl,9AA,negative,2
38,0.0,2.478550828000706,MLP,Tetrahydrofolic acid,+Cl,9AA,negative,2
39,0.0,2.485147916455815,MLP,Palmitoyl-CoA,+Cl,9AA,negative,2
40,0.0,2.4076698303531283,MLP,Flavin adenine dinucleotide,+Cl,9AA,negative,2
41,0.0,2.2372923060460006,MLP,Thiamine,+Cl,9AA,negative,2
42,0.0,2.1580094555059435,MLP,Proline,+Cl,9AA,negative,2
43,0.0,2.4802051214937704,MLP,Valine,+Cl,9AA,negative,2
0,3.1003127042707233,4.095912128135452,MLP,Cardiolipin 18:1,-H,9AA,negative,3
1,4.6599629341036595,4.013434052083913,MLP,PI(5)P 18:1,-H,9AA,negative,3
2,5.881912850711523,3.974335010291606,MLP,Lyso PG 16:0,-H,9AA,negative,3
3,4.123799587817361,4.156733389229564,MLP,GM3 Ganglioside 18:0,-H,9AA,negative,3
4,4.4688236998641875,4.039660008481521,MLP,Ureidosuccinic acid,-H,9AA,negative,3
5,4.970731944203777,4.013018085528987,MLP,"4,5-Dihydroorotic acid",-H,9AA,negative,3
6,3.602995538986097,3.980791974403988,MLP,Orotic acid,-H,9AA,negative,3
7,5.077807537596156,4.006255117226041,MLP,Uridine diphosphate glucuronic acid,-H,9AA,negative,3
8,2.4591754069110547,3.961346600126848,MLP,Creatine,-H,9AA,negative,3
9,4.52963964824184,3.99606095135363,MLP,Urocanic acid,-H,9AA,negative,3
10,2.2674771999350427,4.076741820601534,MLP,SM d18:1-16:0,-H,9AA,negative,3
11,5.311557557961862,3.970190981988575,MLP,Acetyl-CoA,-H,9AA,negative,3
12,5.992546007079303,3.960285616768377,MLP,Taurocholic acid,-H,9AA,negative,3
