,observed_value,prediction,regressor,name_short,adduct,matrix,polarity,fold
0,5.375443979142473,4.265899018022211,MLP,Malic acid,-H,9AA,negative,0
1,5.3199340325654045,2.8653128796210465,MLP,Taurine,-H,9AA,negative,0
2,5.44490784014757,4.382184307228481,MLP,N-Acetylaspartic acid,-H,9AA,negative,0
3,3.9789439936786417,4.218363488881058,MLP,Ascorbic acid,-H,9AA,negative,0
4,4.852406059687796,5.389354125644352,MLP,cis-Aconitic acid,-H,9AA,negative,0
5,5.206625379926532,4.8651457332376555,MLP,Citric acid,-H,9AA,negative,0
6,5.939249906533922,4.890288961997618,MLP,Adenosine diphosphate,-H,9AA,negative,0
7,4.541898383022101,3.7130788568748647,MLP,Glutamic acid,-H,9AA,negative,0
8,5.012308835041252,5.2249743462076115,MLP,6-Phosphogluconic acid,-H,9AA,negative,0
9,5.164587787189345,5.202432279663535,MLP,3-Phosphoglyceric acid,-H,9AA,negative,0
10,5.417869002964245,4.213449405051099,MLP,Lyso PS 17:1,-H,9AA,negative,0
11,5.197866060993347,5.639780618258613,MLP,Phosphoenolpyruvic acid,-H,9AA,negative,0
12,5.076314327370768,3.2412490526360296,MLP,Carnosine,-H,9AA,negative,0
13,4.2583717408536526,3.2890486405339963,MLP,Cholic acid,-H,9AA,negative,0
14,4.208115674739658,3.59148073345293,MLP,Aspartic acid,-H,9AA,negative,0
15,5.004369745474085,3.9841541989188975,MLP,PS (POPS) 16:0-18:1,-H,9AA,negative,0
16,4.0631563769843755,3.5706907366560046,MLP,Citrulline,-H,9AA,negative,0
17,0.0,4.32492019303681,MLP,Lyso PA 18:1,-H,9AA,negative,0
18,0.0,3.451495909322005,MLP,Lyso PC 15:0,-H,9AA,negative,0
19,0.0,4.960723457877771,MLP,Nicotinamide adenine dinucleotide (NAD),-H,9AA,negative,0
20,0.0,4.418599207807672,MLP,Tetrahydrofolic acid,-H,9AA,negative,0
21,0.0,4.995486203578385,MLP,Flavin mononucleotide,-H,9AA,negative,0
22,0.0,2.515875436310115,MLP,Thiamine,-H,9AA,negative,0
23,0.0,3.4057437288777876,MLP,Glucosamine,-H,9AA,negative,0
24,0.0,3.9848432768779807,MLP,Glycerophosphocholine,-H,9AA,negative,0
25,0.0,4.274913184162267,MLP,3-Hydroxymethylglutaric acid,-H,9AA,negative,0
26,0.0,4.894863433864659,MLP,Nicotinamide ribotide,-H,9AA,negative,0
27,0.0,3.608369737434729,MLP,PC 15:0-18:1,-H,9AA,negative,0
28,0.0,4.4152094348698,MLP,Folic acid,-H,9AA,negative,0
29,0.0,4.313123134376363,MLP,Cyclic adenosine monophosphate,-H,9AA,negative,0
30,0.0,3.1537853820802155,MLP,PC (O) C16-18:1,-H,9AA,negative,0
31,0.0,5.027647574552562,MLP,Cytidine monophosphate,-H,9AA,negative,0
32,0.0,3.8991391461966134,MLP,S-Adenosylmethionine,-H,9AA,negative,0
33,0.0,2.873998031729711,MLP,Niacinamide,-H,9AA,negative,0
34,0.0,2.2794312410845063,MLP,"N6,N6,N6-Trimethyllysine",-H,9AA,negative,0
35,0.0,2.1454251504886708,MLP,MG 18:1,-H,9AA,negative,0
36,0.0,3.313811628359372,MLP,Carnitine,-H,9AA,negative,0
37,0.0,1.7415213117035693,MLP,Acetylcholine,-H,9AA,negative,0
38,0.0,0.9712006539896181,MLP,Cholecalciferol,-H,9AA,negative,0
39,0.0,3.187809734803033,MLP,Nicotinamide riboside,-H,9AA,negative,0
40,0.0,3.360731954948635,MLP,Acetylcarnitine,-H,9AA,negative,0
41,0.0,2.097624785334523,MLP,Spermidine,-H,9AA,negative,0
42,0.0,0.9699050659579656,MLP,Cholesterol,-H,9AA,negative,0
43,0.0,1.8658650443291607,MLP,Putrescine,-H,9AA,negative,0
0,4.29330833634685,5.018395955037345,MLP,Dihydroxyacetone phosphate,-H,9AA,negative,1
1,4.951137084996772,3.4894410356044916,MLP,Uric acid,-H,9AA,negative,1
2,4.66198892224018,4.231251671051289,MLP,PA 16:0-18:1,-H,9AA,negative,1
3,4.814306627793246,4.905144665519675,MLP,2-Oxoglutaric acid,-H,9AA,negative,1
4,5.641773056029051,4.735393406834528,MLP,Lyso PI 17:1,-H,9AA,negative,1
5,4.952913805825025,4.0739575465284545,MLP,PG 16:0-18:1,-H,9AA,negative,1
6,5.577610157677287,5.114779976008845,MLP,"Fructose 1,6-bisphosphate",-H,9AA,negative,1
7,5.087021412007154,5.123389998908012,MLP,Glucose 6-phosphate,-H,9AA,negative,1
8,3.6014676006840505,2.94600500332065,MLP,Serine,-H,9AA,negative,1
9,2.971589091277522,2.7359890368180966,MLP,gamma-Aminobutyric acid,-H,9AA,negative,1
